method,k,psnr,ssim,nrmse,hfen,cache_s,sel_s,rec_s,total_s,roi_type,roi_center_x_mm,roi_center_y_mm,roi_center_z_mm,roi_radius_mm,roi_role,seed
vcls,40,45.85354,0.98115,0.09376,1.79915,106.15911,1.27733,9.12021,116.55665,none,0.00000,0.00000,0.00000,,evaluation_only,2
vcls,80,49.79597,0.99254,0.05955,0.90346,106.15911,5.17504,18.24963,129.58378,none,0.00000,0.00000,0.00000,,evaluation_only,2
greedy_adam_bundle,40,45.32727,0.96629,0.09962,1.85627,0.00000,22.16599,9.42636,31.59235,none,0.00000,0.00000,0.00000,,optimization+evaluation,2
greedy_adam_bundle,80,46.54074,0.98094,0.08663,1.55977,0.00000,38.38914,18.88549,57.27464,none,0.00000,0.00000,0.00000,,optimization+evaluation,2
greedy_adam_bundle_fd,40,45.59021,0.96776,0.09665,1.78538,0.00000,3905.38124,9.47673,3914.85797,none,0.00000,0.00000,0.00000,,optimization+evaluation,2
greedy_adam_bundle_fd,80,45.55068,0.98018,0.09709,1.82509,0.00000,12825.32665,25.83867,12851.16532,none,0.00000,0.00000,0.00000,,optimization+evaluation,2
greedy_cmaes_bundle,40,45.25507,0.97051,0.10045,1.87334,0.00000,5255.04567,14.79259,5269.83826,none,0.00000,0.00000,0.00000,,optimization+evaluation,2
greedy_cmaes_bundle,80,45.84358,0.98202,0.09387,1.81370,0.00000,11262.01042,18.64119,11280.65162,none,0.00000,0.00000,0.00000,,optimization+evaluation,2
