method,k,psnr,ssim,nrmse,hfen,cache_s,sel_s,rec_s,total_s,roi_type,roi_center_x_mm,roi_center_y_mm,roi_center_z_mm,roi_radius_mm,roi_role,seed
greedy_adam_composite,40,30.14833,0.79088,0.12773,10.60404,0.00000,61.55190,42.39536,103.94726,none,0.00000,0.00000,0.00000,,optimization+evaluation,1
greedy_adam_composite,80,33.59833,0.87241,0.08586,7.51819,0.00000,99.99691,84.12412,184.12103,none,0.00000,0.00000,0.00000,,optimization+evaluation,1
