method,k,psnr,ssim,nrmse,hfen,cache_s,sel_s,rec_s,total_s,roi_type,roi_center_x_mm,roi_center_y_mm,roi_center_z_mm,roi_radius_mm,roi_role,seed
greedy_adam_composite,40,30.19676,0.79565,0.12702,10.40659,0.00000,54.96427,42.01936,96.98363,none,0.00000,0.00000,0.00000,,optimization+evaluation,2
greedy_adam_composite,80,33.18672,0.86870,0.09003,8.01635,0.00000,100.91384,83.51392,184.42776,none,0.00000,0.00000,0.00000,,optimization+evaluation,2
