impl,baseline,k,photon_count,n_selection,dpsnr_mean,dpsnr_sd,dpsnr_min,dpsnr_max,dssim_mean,dssim_sd,dssim_min,dssim_max,dhfen_mean,dhfen_sd,dhfen_min,dhfen_max
greedy_adam_bundle,vcls,40,100000.0,3,0.0716,0.1877,-0.1434,0.3139,0.0055,0.007,-0.004,0.0128,0.3966,0.2627,0.1229,0.751
greedy_adam_bundle,vcls,80,100000.0,3,-1.7852,0.0821,-1.8871,-1.6862,-0.0242,0.002,-0.027,-0.0224,1.3184,0.061,1.2396,1.3882
greedy_adam_composite,vcls,40,100000.0,3,0.8247,0.4219,0.2315,1.1771,0.0177,0.0064,0.0086,0.023,-0.6562,0.6093,-1.1672,0.2001
greedy_adam_composite,vcls,80,100000.0,3,-0.7721,0.2203,-1.0476,-0.5083,-0.0085,0.0036,-0.0124,-0.0037,0.1757,0.397,-0.2751,0.691
greedy_adam_vcl,vcls,40,100000.0,3,1.2051,0.0297,1.1631,1.2272,0.0205,0.0048,0.0137,0.0248,-0.6639,0.0317,-0.7056,-0.6289
greedy_adam_vcl,vcls,80,100000.0,3,-0.0396,0.1031,-0.1338,0.1038,0.0005,0.0024,-0.0019,0.0038,0.0919,0.2203,-0.2158,0.2881
greedy_discrete,vcls,40,100000.0,3,0.3812,0.0978,0.2635,0.503,0.0053,0.0029,0.0013,0.0083,-0.0871,0.0997,-0.1977,0.0439
greedy_discrete,vcls,80,100000.0,3,0.0427,0.3046,-0.3565,0.3824,0.004,0.0049,-0.0017,0.0102,0.1132,0.6193,-0.5196,0.954
