method,impl,k,photon_count,selection_seed,noise_seed,psnr,ssim,hfen
vcls,vcls,40,100000.0,0,0,28.13098,0.67289,11.628956
vcls,vcls,40,100000.0,0,1,28.130877,0.672884,11.629244
vcls,vcls,40,100000.0,0,2,28.130842,0.672961,11.629457
vcls,vcls,40,100000.0,0,3,28.13016,0.672799,11.630397
vcls,vcls,40,100000.0,0,4,28.130482,0.672849,11.630298
vcls,vcls,80,100000.0,0,0,31.335197,0.699343,8.306558
vcls,vcls,80,100000.0,0,1,31.333576,0.699259,8.305435
vcls,vcls,80,100000.0,0,2,31.336382,0.699329,8.302555
vcls,vcls,80,100000.0,0,3,31.335714,0.699352,8.30444
vcls,vcls,80,100000.0,0,4,31.333494,0.699268,8.305388
greedy_discrete,greedy_discrete,40,100000.0,0,0,28.393818,0.681179,11.432596
greedy_discrete,greedy_discrete,40,100000.0,0,1,28.394452,0.681164,11.432046
greedy_discrete,greedy_discrete,40,100000.0,0,2,28.394122,0.681189,11.432241
greedy_discrete,greedy_discrete,40,100000.0,0,3,28.393734,0.681216,11.432448
greedy_discrete,greedy_discrete,40,100000.0,0,4,28.394774,0.681201,11.430646
greedy_discrete,greedy_discrete,80,100000.0,0,0,31.717235,0.709423,7.785433
greedy_discrete,greedy_discrete,80,100000.0,0,1,31.715,0.709437,7.786878
greedy_discrete,greedy_discrete,80,100000.0,0,2,31.717042,0.709491,7.78525
greedy_discrete,greedy_discrete,80,100000.0,0,3,31.719407,0.709533,7.783257
greedy_discrete,greedy_discrete,80,100000.0,0,4,31.717546,0.709496,7.785396
greedy_adam_bundle,greedy_adam_bundle,40,100000.0,0,0,28.17497,0.680681,11.75307
greedy_adam_bundle,greedy_adam_bundle,40,100000.0,0,1,28.17547,0.68062,11.752429
greedy_adam_bundle,greedy_adam_bundle,40,100000.0,0,2,28.175737,0.680666,11.752961
greedy_adam_bundle,greedy_adam_bundle,40,100000.0,0,3,28.174509,0.680675,11.751547
greedy_adam_bundle,greedy_adam_bundle,40,100000.0,0,4,28.174614,0.680638,11.752924
greedy_adam_bundle,greedy_adam_bundle,80,100000.0,0,0,29.648046,0.67687,9.544494
greedy_adam_bundle,greedy_adam_bundle,80,100000.0,0,1,29.648782,0.676915,9.543154
greedy_adam_bundle,greedy_adam_bundle,80,100000.0,0,2,29.649084,0.67689,9.544581
greedy_adam_bundle,greedy_adam_bundle,80,100000.0,0,3,29.64926,0.676922,9.544758
greedy_adam_bundle,greedy_adam_bundle,80,100000.0,0,4,29.648357,0.676857,9.545241
greedy_adam_vcl,greedy_adam_vcl,40,100000.0,0,0,29.358588,0.697717,10.9709
greedy_adam_vcl,greedy_adam_vcl,40,100000.0,0,1,29.358573,0.69768,10.972108
greedy_adam_vcl,greedy_adam_vcl,40,100000.0,0,2,29.357343,0.697681,10.973557
greedy_adam_vcl,greedy_adam_vcl,40,100000.0,0,3,29.357704,0.697675,10.971967
greedy_adam_vcl,greedy_adam_vcl,40,100000.0,0,4,29.357012,0.69765,10.973295
greedy_adam_vcl,greedy_adam_vcl,80,100000.0,0,0,31.24619,0.697429,8.592373
greedy_adam_vcl,greedy_adam_vcl,80,100000.0,0,1,31.244011,0.697394,8.594321
greedy_adam_vcl,greedy_adam_vcl,80,100000.0,0,2,31.246781,0.697428,8.592336
greedy_adam_vcl,greedy_adam_vcl,80,100000.0,0,3,31.246977,0.697456,8.592416
greedy_adam_vcl,greedy_adam_vcl,80,100000.0,0,4,31.246198,0.697485,8.593528
greedy_adam_composite,greedy_adam_composite,40,100000.0,0,0,28.363344,0.681521,11.829617
greedy_adam_composite,greedy_adam_composite,40,100000.0,0,1,28.362238,0.681453,11.829023
greedy_adam_composite,greedy_adam_composite,40,100000.0,0,2,28.362422,0.681516,11.829319
greedy_adam_composite,greedy_adam_composite,40,100000.0,0,3,28.362016,0.681449,11.83005
greedy_adam_composite,greedy_adam_composite,40,100000.0,0,4,28.361032,0.681472,11.831058
greedy_adam_composite,greedy_adam_composite,80,100000.0,0,0,30.826661,0.695609,8.029318
