method,impl,k,photon_count,selection_seed,noise_seed,psnr,ssim,hfen
greedy_adam_composite,greedy_adam_composite,80,100000.0,0,1,30.82723,0.695576,8.027678
greedy_adam_composite,greedy_adam_composite,80,100000.0,0,2,30.826564,0.695563,8.030231
greedy_adam_composite,greedy_adam_composite,80,100000.0,0,3,30.826764,0.695577,8.030131
greedy_adam_composite,greedy_adam_composite,80,100000.0,0,4,30.825877,0.695527,8.031619
vcls,vcls,40,100000.0,1,0,28.290582,0.679424,11.307687
vcls,vcls,40,100000.0,1,1,28.290355,0.679346,11.307158
vcls,vcls,40,100000.0,1,2,28.29141,0.679402,11.307536
vcls,vcls,40,100000.0,1,3,28.290359,0.679387,11.308826
vcls,vcls,40,100000.0,1,4,28.290541,0.679413,11.308217
vcls,vcls,80,100000.0,1,0,31.444044,0.701116,8.215352
vcls,vcls,80,100000.0,1,1,31.442856,0.701035,8.21304
vcls,vcls,80,100000.0,1,2,31.44359,0.701104,8.21533
vcls,vcls,80,100000.0,1,3,31.443572,0.701102,8.216084
vcls,vcls,80,100000.0,1,4,31.444215,0.701096,8.21397
greedy_discrete,greedy_discrete,40,100000.0,1,0,28.668547,0.680739,11.199286
greedy_discrete,greedy_discrete,40,100000.0,1,1,28.667878,0.68068,11.200162
greedy_discrete,greedy_discrete,40,100000.0,1,2,28.667287,0.680682,11.200356
greedy_discrete,greedy_discrete,40,100000.0,1,3,28.66726,0.680686,11.200185
greedy_discrete,greedy_discrete,40,100000.0,1,4,28.66726,0.680712,11.201406
greedy_discrete,greedy_discrete,80,100000.0,1,0,31.548153,0.704726,8.118871
greedy_discrete,greedy_discrete,80,100000.0,1,1,31.546144,0.70468,8.119645
greedy_discrete,greedy_discrete,80,100000.0,1,2,31.545108,0.704664,8.118916
greedy_discrete,greedy_discrete,80,100000.0,1,3,31.54553,0.704701,8.120646
greedy_discrete,greedy_discrete,80,100000.0,1,4,31.544676,0.704655,8.122309
greedy_adam_bundle,greedy_adam_bundle,40,100000.0,1,0,28.147302,0.675389,12.058697
greedy_adam_bundle,greedy_adam_bundle,40,100000.0,1,1,28.147268,0.675345,12.058616
greedy_adam_bundle,greedy_adam_bundle,40,100000.0,1,2,28.147287,0.675412,12.05931
greedy_adam_bundle,greedy_adam_bundle,40,100000.0,1,3,28.147439,0.675343,12.058318
greedy_adam_bundle,greedy_adam_bundle,40,100000.0,1,4,28.147038,0.675391,12.059375
greedy_adam_bundle,greedy_adam_bundle,80,100000.0,1,0,29.556188,0.674079,9.603702
greedy_adam_bundle,greedy_adam_bundle,80,100000.0,1,1,29.556425,0.67407,9.602565
greedy_adam_bundle,greedy_adam_bundle,80,100000.0,1,2,29.556616,0.674102,9.602372
greedy_adam_bundle,greedy_adam_bundle,80,100000.0,1,3,29.557429,0.67413,9.603557
greedy_adam_bundle,greedy_adam_bundle,80,100000.0,1,4,29.555925,0.674096,9.602803
greedy_adam_vcl,greedy_adam_vcl,40,100000.0,1,0,29.515057,0.702301,10.602074
greedy_adam_vcl,greedy_adam_vcl,40,100000.0,1,1,29.515743,0.70227,10.601746
greedy_adam_vcl,greedy_adam_vcl,40,100000.0,1,2,29.515969,0.702339,10.603127
greedy_adam_vcl,greedy_adam_vcl,40,100000.0,1,3,29.515931,0.702283,10.600792
greedy_adam_vcl,greedy_adam_vcl,40,100000.0,1,4,29.515377,0.702289,10.603648
greedy_adam_vcl,greedy_adam_vcl,80,100000.0,1,0,31.310131,0.700645,8.416806
greedy_adam_vcl,greedy_adam_vcl,80,100000.0,1,1,31.309647,0.700553,8.419164
greedy_adam_vcl,greedy_adam_vcl,80,100000.0,1,2,31.309509,0.700593,8.418883
greedy_adam_vcl,greedy_adam_vcl,80,100000.0,1,3,31.309948,0.700603,8.418179
greedy_adam_vcl,greedy_adam_vcl,80,100000.0,1,4,31.310237,0.700575,8.418142
greedy_adam_composite,greedy_adam_composite,40,100000.0,1,0,29.468272,0.702442,10.139398
greedy_adam_composite,greedy_adam_composite,40,100000.0,1,1,29.467299,0.702369,10.140403
greedy_adam_composite,greedy_adam_composite,40,100000.0,1,2,29.468247,0.702466,10.141389
greedy_adam_composite,greedy_adam_composite,40,100000.0,1,3,29.467484,0.702341,10.140966
greedy_adam_composite,greedy_adam_composite,40,100000.0,1,4,29.467469,0.702428,10.141464
greedy_adam_composite,greedy_adam_composite,80,100000.0,1,0,30.683608,0.691698,8.325761
greedy_adam_composite,greedy_adam_composite,80,100000.0,1,1,30.683369,0.69164,8.324878
greedy_adam_composite,greedy_adam_composite,80,100000.0,1,2,30.684154,0.691676,8.325844
greedy_adam_composite,greedy_adam_composite,80,100000.0,1,3,30.683077,0.691612,8.32554
greedy_adam_composite,greedy_adam_composite,80,100000.0,1,4,30.682365,0.691601,8.32785
vcls,vcls,40,100000.0,2,0,27.949155,0.673624,11.618484
vcls,vcls,40,100000.0,2,1,27.948737,0.673632,11.618276
vcls,vcls,40,100000.0,2,2,27.949178,0.673592,11.618754
vcls,vcls,40,100000.0,2,3,27.948313,0.673568,11.620098
vcls,vcls,40,100000.0,2,4,27.949261,0.673603,11.617458
vcls,vcls,80,100000.0,2,0,31.47116,0.701484,8.054399
vcls,vcls,80,100000.0,2,1,31.471179,0.701506,8.054267
vcls,vcls,80,100000.0,2,2,31.471326,0.701528,8.055565
vcls,vcls,80,100000.0,2,3,31.470213,0.701469,8.056213
vcls,vcls,80,100000.0,2,4,31.471562,0.70147,8.053252
greedy_discrete,greedy_discrete,40,100000.0,2,0,28.452208,0.679766,11.662621
greedy_discrete,greedy_discrete,40,100000.0,2,1,28.452868,0.679731,11.663157
greedy_discrete,greedy_discrete,40,100000.0,2,2,28.452021,0.679769,11.662445
greedy_discrete,greedy_discrete,40,100000.0,2,3,28.451102,0.679712,11.662208
greedy_discrete,greedy_discrete,40,100000.0,2,4,28.451471,0.679754,11.662325
greedy_discrete,greedy_discrete,80,100000.0,2,0,31.114914,0.699799,9.008676
greedy_discrete,greedy_discrete,80,100000.0,2,1,31.115052,0.699765,9.007948
greedy_discrete,greedy_discrete,80,100000.0,2,2,31.113737,0.699775,9.009552
greedy_discrete,greedy_discrete,80,100000.0,2,3,31.114747,0.699801,9.008982
greedy_discrete,greedy_discrete,80,100000.0,2,4,31.114672,0.699787,9.00831
greedy_adam_bundle,greedy_adam_bundle,40,100000.0,2,0,28.262976,0.686409,11.934145
greedy_adam_bundle,greedy_adam_bundle,40,100000.0,2,1,28.262714,0.686359,11.934504
greedy_adam_bundle,greedy_adam_bundle,40,100000.0,2,2,28.2631,0.686441,11.934383
greedy_adam_bundle,greedy_adam_bundle,40,100000.0,2,3,28.262837,0.686409,11.934097
greedy_adam_bundle,greedy_adam_bundle,40,100000.0,2,4,28.262403,0.686376,11.934723
greedy_adam_bundle,greedy_adam_bundle,80,100000.0,2,0,29.688411,0.678308,9.383352
greedy_adam_bundle,greedy_adam_bundle,80,100000.0,2,1,29.689067,0.67831,9.382308
greedy_adam_bundle,greedy_adam_bundle,80,100000.0,2,2,29.688524,0.678289,9.380746
greedy_adam_bundle,greedy_adam_bundle,80,100000.0,2,3,29.688862,0.678286,9.382137
greedy_adam_bundle,greedy_adam_bundle,80,100000.0,2,4,29.688965,0.678282,9.381433
greedy_adam_vcl,greedy_adam_vcl,40,100000.0,2,0,29.112066,0.687347,10.990121
greedy_adam_vcl,greedy_adam_vcl,40,100000.0,2,1,29.112103,0.687312,10.989488
greedy_adam_vcl,greedy_adam_vcl,40,100000.0,2,2,29.11209,0.687312,10.989787
greedy_adam_vcl,greedy_adam_vcl,40,100000.0,2,3,29.111807,0.687277,10.988635
greedy_adam_vcl,greedy_adam_vcl,40,100000.0,2,4,29.112105,0.687315,10.990688
greedy_adam_vcl,greedy_adam_vcl,80,100000.0,2,0,31.574558,0.705304,7.838775
greedy_adam_vcl,greedy_adam_vcl,80,100000.0,2,1,31.574957,0.705248,7.838357
greedy_adam_vcl,greedy_adam_vcl,80,100000.0,2,2,31.574547,0.705275,7.839411
greedy_adam_vcl,greedy_adam_vcl,80,100000.0,2,3,31.575675,0.705389,7.839683
greedy_adam_vcl,greedy_adam_vcl,80,100000.0,2,4,31.57477,0.705334,7.838531
greedy_adam_composite,greedy_adam_composite,40,100000.0,2,0,29.014439,0.695011,10.617219
greedy_adam_composite,greedy_adam_composite,40,100000.0,2,1,29.014385,0.695044,10.617253
greedy_adam_composite,greedy_adam_composite,40,100000.0,2,2,29.014294,0.694997,10.617198
greedy_adam_composite,greedy_adam_composite,40,100000.0,2,3,29.0144,0.695018,10.616935
greedy_adam_composite,greedy_adam_composite,40,100000.0,2,4,29.014928,0.695035,10.617018
greedy_adam_composite,greedy_adam_composite,80,100000.0,2,0,30.424466,0.689134,8.744715
greedy_adam_composite,greedy_adam_composite,80,100000.0,2,1,30.423041,0.689107,8.745076
greedy_adam_composite,greedy_adam_composite,80,100000.0,2,2,30.423477,0.689126,8.746386
greedy_adam_composite,greedy_adam_composite,80,100000.0,2,3,30.423078,0.689131,8.745724
greedy_adam_composite,greedy_adam_composite,80,100000.0,2,4,30.423511,0.689066,8.74658
