view,theta_deg,phi_deg,src_x_mm,src_y_mm,src_z_mm
0,289.1723,26.9258,839.3143,291.8251,451.3164
1,255.7196,-29.7046,838.9260,-213.5347,-493.8654
2,169.7090,-14.7666,-172.1667,-948.2227,-254.0260
3,87.1497,23.1527,-915.2396,45.5686,391.8636
4,135.5725,-5.8185,-694.0624,-708.0718,-101.0378
5,157.8643,-9.9632,-369.8727,-909.2619,-172.4351
6,108.9647,10.8443,-925.7121,-318.1099,187.5100
7,284.0894,29.2649,843.2845,211.6530,487.2076
8,6.8877,-27.4447,-106.0695,878.0936,-459.3449
9,2.9953,-28.4030,-45.8095,875.4731,-474.0730
10,50.6846,-16.1378,-740.6894,606.5792,-277.0161
11,287.2597,28.5166,836.2946,259.8320,475.8105
12,92.3333,15.1180,-961.3521,-39.1714,259.9323
13,79.0048,24.8518,-887.7502,172.4840,418.8624
14,145.3182,-6.2545,-563.7330,-814.6855,-108.5793
15,225.7405,-22.2960,660.4172,-643.5629,-378.1176
16,212.5866,-24.3071,489.1831,-765.3072,-410.2458
17,82.8781,24.9064,-896.9778,112.0723,419.7232
18,281.9184,27.3102,866.4630,182.8827,457.2667
19,343.3584,-28.7304,250.2844,837.3424,-479.0745
20,237.5251,-28.1736,741.1778,-471.7265,-470.5599
21,247.5033,-29.0061,805.3025,-333.5129,-483.2743
22,45.4611,-18.0894,-675.2700,664.4873,-309.4574
23,195.0082,-19.3414,243.5214,-908.3162,-330.0848
24,58.3138,-11.5326,-830.9589,512.9348,-199.2536
25,357.2274,-25.5827,43.4827,897.8828,-430.3635
26,40.2585,-18.7754,-609.7955,720.1021,-320.7793
27,210.4618,-21.6113,469.7433,-798.6843,-367.0714
28,180.2055,-16.7446,3.4237,-954.3777,-287.1383
29,83.9702,8.3374,-980.6540,103.5866,144.5147
30,72.0816,-2.1676,-947.6226,306.4102,-37.6961
31,14.7796,-20.4409,-238.2367,902.9888,-348.0681
32,204.3782,-20.5404,385.2191,-850.0707,-349.6898
33,280.0176,28.6747,861.0818,152.1050,478.2249
34,276.6249,27.1896,880.5940,102.2756,455.4018
35,96.9136,19.4633,-932.8573,-113.1131,332.0838
36,357.3568,-28.8405,40.2613,872.0966,-480.7531
37,37.2890,-21.1632,-563.0793,739.4410,-359.8132
38,152.6029,-8.2038,-453.9176,-875.8027,-142.2158
39,10.3313,-20.8562,-167.0257,916.2402,-354.8285
40,292.7735,26.3284,823.6214,345.7697,442.0272
41,161.6615,-12.9867,-305.5541,-921.8301,-223.9708
42,55.9307,-13.4919,-802.7961,542.9069,-232.5241
43,115.1569,9.1749,-890.5673,-418.2505,158.9127
44,323.0980,-29.2632,522.0626,695.2716,-487.1805
45,201.8282,-20.4108,347.3100,-867.0998,-347.5783
46,319.5073,-28.9036,566.5552,663.5232,-481.7148
47,245.3801,-29.2799,790.2846,-362.1523,-487.4349
48,260.6550,-29.7788,853.5551,-140.4628,-494.9857
49,138.2747,-8.8041,-655.5098,-735.0745,-152.5423
50,119.6987,6.3644,-860.3910,-490.7324,110.4801
51,298.3213,24.7157,796.9756,429.5093,416.7115
52,106.3225,12.0238,-935.4894,-273.9550,207.6179
53,282.5792,29.0197,850.5970,189.8066,483.4823
54,27.8230,-20.9586,-434.3984,823.1087,-356.4926
55,346.8877,-28.6154,198.4819,852.0956,-477.3205
56,74.0548,25.0715,-868.0060,247.9979,422.3264
57,103.0418,22.0041,-900.2092,-208.5211,373.4156
58,353.5213,29.7956,97.5893,859.3670,495.2390
59,340.3162,-28.9380,293.7838,821.2391,-482.2389
60,22.1611,-21.6304,-349.4712,858.0198,-367.3808
61,2.9032,-25.0234,-45.7400,901.9343,-421.5675
