phantom,method,regime,family,k,n_seeds,psnr_mean,psnr_std,ssim_mean,ssim_std,nrmse_mean,nrmse_std,hfen_mean,hfen_std,roi0_psnr_mean,roi0_psnr_std,roi0_ssim_mean,roi0_ssim_std,roi0_hfen_mean,roi0_hfen_std,roi1_psnr_mean,roi1_psnr_std,roi1_ssim_mean,roi1_ssim_std,roi1_hfen_mean,roi1_hfen_std,roi2_psnr_mean,roi2_psnr_std,roi2_ssim_mean,roi2_ssim_std,roi2_hfen_mean,roi2_hfen_std,roi3_psnr_mean,roi3_psnr_std,roi3_ssim_mean,roi3_ssim_std,roi3_hfen_mean,roi3_hfen_std,roi4_psnr_mean,roi4_psnr_std,roi4_ssim_mean,roi4_ssim_std,roi4_hfen_mean,roi4_hfen_std
lof_flange_v4a,greedy_adam_bundle_two_axis,two-axis,ours,40,3,32.6202,0.0696,0.8447,0.0031,0.3439,0.0028,7.7297,0.0324,18.0404,0.071,0.187,0.0074,2.3264,0.0048,18.1472,0.0408,0.1949,0.0016,2.3232,0.0021,23.6939,0.0156,0.5245,0.0033,0.3885,0.0127,22.7863,0.0827,0.4263,0.0054,0.5532,0.0009,25.4427,0.3457,0.5207,0.0259,0.1799,0.001
lof_flange_v4a,greedy_adam_bundle_two_axis,two-axis,ours,80,3,36.0935,0.6976,0.9361,0.0047,0.2313,0.0182,6.6076,0.3951,18.4826,0.1804,0.2083,0.0042,2.2789,0.0224,19.6433,1.4225,0.3396,0.1668,2.0189,0.3397,29.5585,1.4586,0.6828,0.015,0.2175,0.0102,24.5659,0.18,0.5533,0.0141,0.4964,0.031,31.5116,1.2673,0.5721,0.0284,0.1272,0.0177
