phantom,method,regime,family,k,n_seeds,psnr_mean,psnr_std,ssim_mean,ssim_std,nrmse_mean,nrmse_std,hfen_mean,hfen_std,roi0_psnr_mean,roi0_psnr_std,roi0_ssim_mean,roi0_ssim_std,roi0_hfen_mean,roi0_hfen_std,roi1_psnr_mean,roi1_psnr_std,roi1_ssim_mean,roi1_ssim_std,roi1_hfen_mean,roi1_hfen_std,roi2_psnr_mean,roi2_psnr_std,roi2_ssim_mean,roi2_ssim_std,roi2_hfen_mean,roi2_hfen_std,roi3_psnr_mean,roi3_psnr_std,roi3_ssim_mean,roi3_ssim_std,roi3_hfen_mean,roi3_hfen_std,roi4_psnr_mean,roi4_psnr_std,roi4_ssim_mean,roi4_ssim_std,roi4_hfen_mean,roi4_hfen_std
lof_flange_v3,greedy_adam_bundle_two_axis,two-axis,ours,40,3,40.3016,0.6939,0.9469,0.0023,0.1782,0.0144,4.1442,0.4213,21.5723,1.5026,0.5221,0.1452,1.6111,0.3344,24.0074,1.5042,0.6913,0.0877,1.1402,0.2699,30.2441,1.1713,0.701,0.0471,0.279,0.0551,26.307,0.6542,0.5121,0.0055,0.4024,0.0406,34.6618,0.1682,0.6429,0.0224,0.1442,0.0037
lof_flange_v3,greedy_adam_bundle_two_axis,two-axis,ours,80,3,48.2165,0.6462,0.987,0.0013,0.0716,0.0054,1.1608,0.1085,33.3705,2.5717,0.9051,0.0326,0.2729,0.1133,36.3771,2.3096,0.9317,0.0189,0.2284,0.0784,34.981,0.2867,0.8506,0.0177,0.0985,0.0028,33.6797,2.0536,0.7624,0.0416,0.1217,0.0306,39.6482,0.1243,0.8299,0.0103,0.0624,0.001
