view,theta_deg,phi_deg,src_x_mm,src_y_mm,src_z_mm
0,347.6492,12.7230,208.0336,950.0782,219.5918
1,299.3838,29.8215,753.7515,424.4360,495.8424
2,122.4777,4.4737,-838.5654,-533.7663,77.7722
3,150.7726,29.7413,-422.7159,-755.5119,494.6313
4,101.4617,15.1581,-943.1872,-191.2365,260.7172
5,331.9666,4.8655,466.9199,876.9156,84.5685
6,19.0264,24.2189,-296.4395,859.6350,409.0210
7,262.3421,29.2019,862.5848,-115.9811,486.4594
8,254.2213,27.0321,854.6754,-241.5059,453.1577
9,198.0929,29.7593,268.8122,-822.7752,494.9020
10,5.1318,19.3206,-84.1630,937.1446,329.8842
11,109.2097,-29.7035,-817.8346,-284.9549,-494.0590
12,270.6524,29.5250,867.5340,9.8781,491.3595
13,239.8120,-28.0970,760.2797,-442.2795,-469.5856
14,132.3906,-29.5913,-640.3525,-584.5300,-492.3619
15,316.2854,-11.2074,675.9019,706.9290,-193.7917
16,109.9999,11.3662,-918.5637,-334.3274,196.5019
17,85.7005,21.1033,-927.5809,69.7368,358.9949
18,203.9088,5.9425,401.9233,-906.6140,103.2262
19,133.1542,0.5121,-727.3486,-681.9324,8.9124
20,150.8582,-26.0035,-436.3919,-782.6979,-437.1419
21,141.1688,-1.8789,-624.8540,-776.2961,-32.6912
22,52.3014,-20.4249,-739.3203,571.3835,-347.9560
23,161.3689,-23.0116,-293.1907,-869.6347,-389.7715
24,26.8265,25.9272,-404.6790,800.2073,435.9474
25,93.8924,19.0180,-940.4712,-63.9891,324.9097
26,358.8023,16.8203,19.9497,954.2032,288.5222
27,76.3352,24.3224,-882.8544,214.6416,410.6630
28,345.6011,-23.4008,227.5486,886.3154,-395.9970
29,58.5820,-23.0048,-783.2172,478.4152,-389.6622
30,292.6547,-22.9502,847.3040,353.6481,-388.7878
31,99.4666,-29.3011,-857.6630,-143.0097,-487.9648
32,268.8588,-29.7408,865.5619,-17.2421,-494.6233
33,129.8226,25.3163,-692.2357,-577.2109,426.3617
34,46.5551,-17.7249,-689.5438,653.0932,-303.5550
35,65.3852,-25.1000,-820.8654,376.0781,-422.9565
36,211.8651,10.2586,517.9597,-833.2670,177.5695
37,353.2679,14.6250,113.0964,958.1112,251.7520
38,303.2517,-7.9308,825.8439,541.4817,-137.5730
39,141.1032,-28.3555,-550.9611,-682.8915,-473.5484
40,79.1964,-8.1431,-969.5215,185.0101,-141.2311
41,233.1516,-28.3720,702.0399,-526.1176,-473.8010
42,226.2276,-28.6570,631.7844,-605.2764,-478.1590
43,340.4374,9.1754,329.5828,927.4937,158.9896
44,35.2711,27.5897,-510.2830,721.4698,461.7787
45,1.5923,-29.8084,-24.0400,864.8157,-495.6440
46,195.1012,-0.0373,259.7616,-962.6372,-0.6483
47,11.7689,21.8149,-188.8041,906.2091,370.5201
48,247.5259,-27.1503,819.8232,-339.1479,-454.9896
49,219.4900,14.9033,612.7505,-743.5891,256.4352
