view,theta_deg,phi_deg,src_x_mm,src_y_mm,src_z_mm
0,345.6795,10.0940,242.8033,951.1340,174.7504
1,290.6869,14.9898,901.0420,340.2404,257.8889
2,106.9855,2.6498,-952.5562,-290.9623,46.0950
3,149.8214,20.3851,-469.8337,-807.9486,347.3072
4,100.8652,9.0224,-967.0798,-185.6203,156.3605
5,328.5614,3.6036,519.0270,849.0173,62.6695
6,27.5141,13.4732,-447.9364,859.9611,232.3080
7,284.8615,17.7067,918.0605,243.6167,303.2537
8,275.8470,15.5228,955.7020,97.8688,266.8380
9,185.4430,19.0826,89.3797,-938.0296,325.9735
10,358.8844,21.3035,18.0864,928.7625,362.2431
11,107.9738,-13.1689,-923.4692,-299.5873,-227.1542
12,287.7319,21.2985,884.8364,282.9308,362.1627
13,234.6756,-22.8148,749.8542,-531.4065,-386.6171
14,132.3229,-15.9943,-708.6583,-645.3463,-274.7340
15,316.5833,-8.8660,677.0967,715.5920,-153.6725
16,110.4865,8.4685,-923.8257,-345.1560,146.8347
17,84.7927,16.8770,-950.1879,86.5959,289.4671
18,194.2191,1.9266,244.7728,-965.9760,33.5215
19,133.1123,-2.9565,-726.9070,-680.5209,-51.4260
20,145.0588,-17.9702,-543.1987,-777.4657,-307.6187
21,140.2562,-4.6355,-635.3968,-764.1497,-80.5805
22,58.4388,-9.5408,-837.8323,514.6569,-165.2641
23,149.3516,-10.9236,-499.0642,-842.2484,-188.9437
24,50.8662,16.1135,-743.0169,604.5616,276.7275
25,92.9002,14.6122,-963.5838,-48.8161,251.5359
26,357.4085,5.8863,44.8454,990.7977,102.2534
27,69.7998,12.6626,-912.9817,335.9162,218.5676
28,344.5723,-6.8241,263.3633,954.3328,-118.4727
29,64.2239,-19.2729,-847.5422,409.2826,-329.1003
30,297.0038,-19.5590,837.1040,426.5954,-333.7965
31,102.4553,-9.0305,-961.5348,-212.3804,-156.5001
32,280.4619,-20.4779,918.5334,169.6081,-348.8213
33,113.2328,12.8040,-893.4337,-383.5325,220.9664
34,41.5348,-3.0316,-660.2061,745.3149,-52.7326
35,75.9042,-13.9036,-938.7141,235.7161,-239.5844
36,204.6970,6.3391,414.0476,-900.3289,110.0886
37,346.1202,2.4881,238.9565,967.0435,43.2848
38,292.2631,3.7457,920.7705,376.9431,65.1361
39,141.0660,-9.0308,-618.8157,-765.9766,-156.5051
40,94.8756,3.7835,-991.2962,-84.5591,65.7927
41,239.7713,-15.9668,828.2556,-482.6113,-274.2734
42,231.3889,-18.5091,738.8090,-590.0170,-316.5254
43,338.7647,-6.5890,358.7523,923.2302,-114.4106
44,59.7770,17.9741,-819.4943,477.3969,307.6823
45,358.8268,-21.0468,19.0524,930.3572,-358.0776
46,174.5827,8.9995,-92.9726,-980.3964,155.9679
47,11.9450,10.9336,-202.6194,957.7723,189.1150
48,257.2595,-11.8795,951.6914,-215.1797,-205.2515
49,211.3786,3.7981,518.0249,-849.3734,66.0467
