phantom,method,scout_views,k,resolution,kmax,seed,psnr,ssim,nrmse,hfen,li_mean,li_max,li_p95,photon_starved_frac
lof_flange_v4b,greedy_bundle_ocr_scout,8,40,384,360,0,32.66794,0.86429,0.20651,9.4719,1.09046,8.65369,4.22946,0.0
lof_flange_v4b,greedy_bundle_ocr_scout,8,80,384,360,0,34.34098,0.90152,0.17033,7.99924,1.09046,8.73498,4.23869,0.0
lof_flange_v4b,greedy_bundle_ocr_scout,16,40,384,360,0,32.7571,0.863,0.20441,9.37925,1.09046,8.63855,4.25267,0.0
lof_flange_v4b,greedy_bundle_ocr_scout,16,80,384,360,0,34.94799,0.88961,0.15884,7.25914,1.09046,8.71763,4.28328,0.0
lof_flange_v4b,greedy_bundle_ocr_scout,32,40,384,360,0,32.32487,0.85066,0.21483,9.63315,1.09046,8.74366,4.24004,0.0
lof_flange_v4b,greedy_bundle_ocr_scout,32,80,384,360,0,33.58585,0.89477,0.1858,8.6104,1.09046,8.72104,4.23789,0.0
lof_flange_v4b,greedy_bundle_ocr_scout,64,40,384,360,0,32.37263,0.853,0.21366,9.57794,1.09046,8.63422,4.24954,0.0
lof_flange_v4b,greedy_bundle_ocr_scout,64,80,384,360,0,34.10683,0.89831,0.17499,8.28975,1.09046,8.71682,4.274,0.0
lof_flange_v4b,greedy_bundle_scout,8,40,384,360,0,31.66361,0.85935,0.23183,10.13771,1.09046,8.70972,4.19616,0.0
lof_flange_v4b,greedy_bundle_scout,8,80,384,360,0,32.81443,0.87802,0.20306,9.19519,1.09046,8.7281,4.22551,0.0
lof_flange_v4b,greedy_bundle_scout,16,40,384,360,0,31.97806,0.85184,0.22359,9.79434,1.09046,8.63042,4.2343,0.0
lof_flange_v4b,greedy_bundle_scout,16,80,384,360,0,33.38395,0.88614,0.19017,8.8284,1.09046,8.72995,4.27366,0.0
lof_flange_v4b,greedy_bundle_scout,32,40,384,360,0,33.05521,0.85387,0.19751,8.83863,1.09046,8.68706,4.32154,0.0
lof_flange_v4b,greedy_bundle_scout,32,80,384,360,0,34.92721,0.90026,0.15922,7.27952,1.09046,8.75621,4.27025,0.0
lof_flange_v4b,greedy_bundle_scout,64,40,384,360,0,34.21578,0.85837,0.17281,7.80178,1.09046,8.73574,4.28147,0.0
lof_flange_v4b,greedy_bundle_scout,64,80,384,360,0,32.51843,0.88335,0.2101,9.45444,1.09046,8.73495,4.28951,0.0
lof_flange_v4b,greedy_composite_scout,8,40,384,360,0,35.06942,0.87529,0.15663,6.87197,1.09046,8.7048,4.272,0.0
lof_flange_v4b,greedy_composite_scout,8,80,384,360,0,34.21855,0.89471,0.17275,8.06538,1.09046,8.72327,4.24312,0.0
