view,theta_deg,phi_deg,src_x_mm,src_y_mm,src_z_mm
0,252.4453,12.5101,928.0649,-293.5918,215.9775
1,274.4952,-15.7938,956.4760,75.1965,-271.3784
2,178.7832,-13.8333,-20.5600,-967.9313,-238.3974
3,97.1513,23.0677,-910.2100,-114.2007,390.6698
4,128.7844,-15.7837,-747.9190,-601.0070,-271.2098
5,186.1562,18.1561,101.6019,-941.9625,310.6942
6,130.8596,10.2535,-742.0549,-641.8737,177.4816
7,279.8537,19.2694,927.3259,161.0726,329.0431
8,350.2276,-0.8539,169.2186,982.4924,-14.8599
9,336.4586,-11.2766,390.5530,896.4380,-194.9722
10,43.1311,-14.7549,-659.1880,703.6571,-253.9388
11,316.9381,18.3174,646.2913,691.5632,313.3605
12,97.7726,12.2531,-965.4037,-131.7741,211.6088
13,57.5994,20.1046,-790.5513,501.7104,342.7277
14,135.4539,14.1259,-678.2778,-689.1100,243.3386
15,244.2964,14.3863,870.2374,-418.8841,247.7297
16,203.3421,-6.2022,392.7474,-910.1058,-107.7216
17,76.8512,20.0154,-912.2850,213.1154,341.2695
18,282.4994,6.8132,966.5629,214.2704,118.2854
19,320.5731,-14.8559,612.0656,744.4272,-255.6382
20,258.5316,-20.6620,914.3096,-185.4939,-351.8195
21,273.5849,-17.5679,948.7056,59.4359,-300.9520
22,46.6357,-15.4866,-698.5541,659.7656,-266.2300
23,196.7187,-17.9652,272.8458,-908.3638,-307.5348
24,39.4234,-17.5263,-603.7921,734.4558,-300.2613
25,330.1948,14.3692,480.0927,838.1114,247.4415
26,53.4127,6.8138,-794.9413,590.1030,118.2948
27,236.8423,15.5708,804.0800,-525.3282,267.6429
28,168.8649,-16.4135,-184.7092,-938.4307,-281.7395
29,74.6007,7.1375,-953.8237,262.7151,123.8873
30,64.1304,-13.0691,-873.9145,423.7765,-225.4640
31,27.6611,5.6868,-460.6017,878.7672,98.8002
32,215.9460,16.7221,560.5507,-773.0628,286.8866
33,289.1466,5.2781,937.9203,325.6377,91.7207
34,289.5650,4.5702,936.5133,332.8333,79.4468
35,84.9461,17.1984,-948.7841,83.9065,294.8144
36,339.9331,-20.0092,321.4617,880.0079,-341.1678
37,33.3648,-19.3991,-517.2249,785.4619,-331.1724
38,135.6519,7.8069,-690.5077,-706.4015,135.4367
39,20.5244,-18.3579,-331.7874,886.2561,-314.0288
40,295.8715,9.5219,884.7772,429.0815,164.9405
41,151.3411,3.8660,-477.1000,-872.9280,67.2259
42,55.6942,-11.5112,-807.0540,550.6541,-198.9747
43,121.2278,-11.3937,-835.8044,-506.7350,-196.9712
44,316.3860,-21.2674,640.9359,672.7197,-361.6579
45,209.2898,16.9327,466.6459,-831.9013,290.3944
46,318.9857,-14.9549,632.1617,726.8519,-257.3028
47,241.7566,-14.5319,850.2631,-456.7362,-250.1836
48,300.6526,-25.5537,773.8488,458.6119,-430.0934
49,144.9230,-18.9323,-541.9954,-771.8392,-323.4998
50,139.7121,4.3390,-642.8856,-758.3895,75.4362
51,294.3368,13.9370,881.7245,398.7950,240.1488
52,119.1567,6.8856,-864.4513,-482.2676,119.5363
53,282.1457,22.7036,899.2208,193.5273,384.8328
54,2.1060,20.6225,-34.2928,932.5483,351.1762
55,345.0723,-25.1209,232.5506,872.2939,-423.2855
56,44.2767,23.3324,-639.1547,655.4990,394.9041
57,89.5717,18.6212,-944.8467,7.0627,318.3736
58,318.0250,13.3009,648.9581,721.3737,229.3913
59,333.8241,-22.4379,406.5375,827.0704,-380.5637
60,355.9955,21.4225,64.8201,925.9183,364.1714
61,10.0953,17.1178,-167.0301,938.1472,293.4753
62,22.1498,-16.8908,-359.7074,883.6477,-289.6971
63,67.4272,9.6068,-907.7747,377.3653,166.3959
64,177.2337,13.1703,-46.8552,-969.7120,227.1790
65,262.8692,2.5631,988.3674,-123.6472,44.5886
66,69.4063,0.7345,-933.2777,350.6798,12.7818
67,236.4270,5.9588,826.2515,-548.3992,103.5082
68,124.0372,21.9876,-766.1480,-517.4983,373.3092
69,111.9107,1.1153,-924.8724,-371.9967,19.4074
70,229.1928,17.8421,718.3978,-620.2609,305.4965
71,271.8568,2.5246,995.5784,32.2758,43.9199
72,305.9268,-24.1045,736.9910,534.0179,-407.2052
73,137.2660,12.3526,-660.9432,-715.4049,213.3000
74,229.5803,0.9443,758.9808,-646.3939,16.4324
75,192.3938,16.7192,204.9547,-932.6652,286.8387
76,52.3326,-4.5749,-786.7368,607.3447,-79.5281
77,286.5795,0.0431,955.6155,284.5090,0.7496
78,97.3517,20.9202,-923.6846,-119.1744,356.0214
79,228.4926,-19.9084,702.0530,-621.2852,-339.5193
80,255.6001,-18.1385,917.7538,-235.6374,-310.4028
81,189.9021,-1.2487,171.4207,-981.9827,-21.7281
82,204.4779,23.5340,378.7659,-831.9745,398.1229
83,196.3182,14.9933,270.6113,-924.3267,257.9472
84,93.6943,22.2899,-920.6477,-59.4438,378.1815
85,234.7955,-8.3298,806.1098,-568.7437,-144.4462
86,196.9278,4.5925,289.3807,-950.8062,79.8333
87,266.7722,-7.5424,986.8746,-55.6544,-130.8744
88,82.5807,3.0086,-987.3588,128.5734,52.3314
89,91.1871,3.1868,-995.3137,-20.6244,55.4284
90,343.9152,7.7126,273.7485,949.3700,133.8110
91,200.7237,-15.8672,339.3808,-897.0247,-272.6065
92,293.1680,22.6789,845.7848,361.9453,384.4356
93,286.5413,-2.6109,954.8129,283.5777,-45.4200
94,127.5799,-16.9069,-756.0280,-581.7984,-289.9645
95,114.9830,-0.4683,-903.7463,-421.0979,-8.1493
96,80.5199,1.9910,-982.8585,164.1230,34.6406
97,213.4337,0.2064,549.3535,-832.0726,3.5912
98,223.4146,-21.9314,635.6677,-671.8561,-372.4015
99,354.2010,0.4770,100.7393,991.9323,8.3000
100,87.4897,15.1937,-961.2935,42.1438,261.3152
101,327.5508,20.3101,501.7176,789.0834,346.0835
102,339.6003,22.6785,320.6740,862.2809,384.4305
103,171.8243,8.7815,-140.1298,-975.3666,152.2189
104,126.1222,-11.5542,-789.0739,-575.8702,-199.7070
105,266.1648,0.7984,994.7398,-66.6840,13.8928
106,162.6071,12.7966,-290.6443,-927.8480,220.8417
107,311.2099,-21.4724,698.0355,611.2961,-364.9803
108,80.3054,-22.4074,-908.6234,155.2252,-380.0733
109,128.4947,-9.4975,-769.6753,-612.1108,-164.5216
110,136.9955,-20.4492,-637.2007,-683.2073,-348.3532
111,40.3158,0.4023,-645.0875,760.2369,7.0017
112,288.6888,14.7915,913.1972,308.9011,254.5545
113,282.1862,-13.3442,948.2889,204.7883,-230.1240
114,282.1127,-19.7970,917.2552,196.8545,-337.6953
115,225.8650,13.3951,696.1298,-675.4228,230.9857
116,274.9032,-18.8157,940.3329,80.6679,-321.5801
117,248.0578,19.1122,873.8649,-352.0393,326.4591
118,108.3846,15.6338,-911.1746,-302.8347,268.6990
119,333.8883,18.6339,415.8284,848.3741,318.5829
120,107.1005,-20.6986,-891.4764,-274.2625,-352.4156
121,184.0086,23.5363,63.9025,-911.8843,398.1589
122,318.7608,18.7078,622.5466,710.1478,319.8015
123,194.1460,-18.9631,230.4524,-914.3620,-324.0075
124,0.2019,22.0759,-3.2561,923.9653,374.7325
125,217.5918,0.0517,608.2433,-790.0546,0.9004
126,140.0087,13.9414,-621.9121,-741.3942,240.2230
127,256.0328,13.8174,939.5897,-233.6946,238.1282
128,60.2473,-9.2625,-854.3442,488.3513,-160.4866
129,36.8514,-23.8827,-546.7820,729.5339,-403.6789
130,349.1109,5.4593,187.5004,974.6754,94.8597
131,54.3977,4.6025,-808.0798,578.5783,80.0072
132,350.1192,-10.0048,168.4949,967.3422,-173.2214
133,127.3712,-10.4152,-779.3350,-595.2258,-180.2504
134,57.4201,10.5781,-825.8936,527.7729,183.0372
135,165.4857,-12.0657,-244.3662,-943.9242,-208.4206
136,192.0639,-23.6181,190.9340,-893.3751,-399.4650
137,249.3001,-14.5583,902.7559,-341.1217,-250.6289
138,239.8970,18.7132,816.9895,-473.6503,319.8915
139,75.5044,13.5731,-938.3691,242.6013,233.9978
140,108.4357,-2.9243,-944.6669,-314.9033,-50.8668
141,41.0717,11.7389,-641.3763,735.9570,202.8560
142,130.5700,23.0085,-697.1332,-596.8829,389.7220
143,153.7709,-15.4392,-424.7642,-862.1288,-265.4361
144,36.9103,2.0247,-598.4301,796.7355,35.2265
145,253.0701,-16.1714,916.1166,-278.8595,-277.6952
146,340.0147,-18.8569,322.4873,886.7350,-322.2576
147,295.1240,2.4034,901.9433,422.9620,41.8126
148,38.2526,-25.1789,-558.6603,708.5909,-424.1988
149,35.1608,16.2405,-551.2736,782.6155,278.8503
150,208.5278,16.6545,456.2098,-839.2620,285.7605
151,191.9814,19.7755,194.7796,-917.8276,337.3433
152,143.6458,-13.3543,-575.0561,-781.2951,-230.2942
153,177.9095,-0.7598,-36.3671,-996.3181,-13.2223
154,134.6617,-2.3359,-708.5952,-700.2773,-40.6392
155,113.8687,17.2933,-870.5780,-385.2177,296.3922
156,250.7064,-7.2236,933.6022,-326.8266,-125.3729
157,87.9777,8.4611,-985.6029,34.8029,146.7059
158,151.3827,-21.9429,-442.9577,-811.8582,-372.5880
159,105.5125,19.8579,-903.6198,-250.8089,338.6933
160,326.6783,-22.1596,507.2726,771.6111,-376.0820
161,171.1815,-3.9641,-152.4896,-982.9257,-68.9284
162,145.0061,6.7674,-567.8238,-811.1216,117.4943
163,140.0779,-12.1291,-625.5810,-747.5997,-209.4999
164,315.6280,10.0587,686.5467,701.7651,174.1445
165,222.3465,6.4428,667.3964,-732.2648,111.8818
166,63.2703,4.4032,-887.8924,447.1400,76.5492
167,138.1643,8.3343,-658.0189,-735.0313,144.5239
168,324.4673,-8.7270,572.7559,802.0045,-151.2825
169,140.5234,11.1236,-621.9907,-755.1634,192.3610
170,122.9342,20.7257,-782.6801,-507.0013,352.8576
171,289.3124,-23.4418,863.3008,302.5332,-396.6515
172,315.2758,-24.6867,637.5064,643.6747,-416.4319
173,105.2261,14.6937,-930.6052,-253.2955,252.9078
174,231.3115,-1.6089,777.9610,-623.0089,-27.9944
175,97.1120,-22.3271,-915.2227,-114.1913,-378.7807
176,160.2237,-7.9994,-334.0745,-929.1331,-138.7553
177,190.1677,4.5380,175.4612,-978.3338,78.8885
178,128.6865,12.9500,-758.4947,-607.3762,223.4433
179,128.5845,-2.1758,-778.8366,-621.3916,-37.8543
