view,theta_deg,phi_deg,src_x_mm,src_y_mm,src_z_mm
0,284.6679,25.7385,868.8744,227.4254,432.9921
1,282.3219,-18.2680,925.0072,202.0538,-312.5428
2,200.2524,-16.0249,331.7307,-899.0779,-275.2465
3,85.6498,27.7069,-880.1996,66.9577,463.5865
4,121.8817,-24.2870,-771.7200,-480.0114,-410.1027
5,187.8616,22.2319,126.2421,-914.2726,377.2474
6,120.1480,-11.3796,-845.2474,-490.9186,-196.7299
7,258.1659,22.2432,903.2574,-189.2609,377.4299
8,6.6877,-8.8740,-114.7262,978.4312,-153.8101
9,23.2917,-28.1096,-347.7501,807.7902,-469.7785
10,60.6667,-18.3960,-824.8104,463.4925,-314.6580
11,279.7281,24.2494,896.0225,153.6118,409.5049
12,114.6617,24.5738,-824.0529,-378.3556,414.6457
13,35.9632,22.5802,-540.6586,745.1583,382.8505
14,153.2508,25.9498,-403.5207,-800.5991,436.3016
15,262.8846,25.0555,896.2866,-111.8824,422.2555
16,198.2041,-19.7073,293.2428,-891.6880,-336.2262
17,39.1318,28.4822,-553.0953,679.8116,475.4880
18,294.3918,24.7279,824.8074,374.0066,417.0837
19,318.1840,-12.7339,648.4357,724.8285,-219.7767
20,282.4015,-10.2316,958.3188,210.7258,-177.1069
21,286.1274,-22.9018,882.3282,255.1279,-388.0126
22,82.3497,-21.9469,-916.5803,123.1177,-372.6522
23,185.9051,-19.2988,96.8152,-936.0485,-329.5254
24,50.9883,-20.6261,-725.0784,587.4030,-351.2349
25,334.2114,-12.9113,422.8097,875.0682,-222.7881
26,39.2876,24.1742,-575.9905,704.0340,408.3113
27,158.3397,14.9463,-355.5695,-895.3140,257.1579
28,145.1063,-26.2803,-511.4235,-733.2813,-441.4651
29,66.2580,17.6291,-869.8228,382.5858,301.9660
30,62.4506,-10.3353,-869.6708,453.6747,-178.8825
31,12.7921,12.8252,-215.2567,948.0643,221.3272
32,167.1552,20.9858,-206.9571,-907.6368,357.0869
33,328.2642,-17.7431,499.5146,807.6528,-303.8570
34,246.7306,-12.6086,893.8759,-384.3977,-217.6499
35,126.2785,20.6164,-752.3123,-552.1931,351.0784
36,346.9425,-26.2406,202.0520,871.1931,-440.8453
37,8.1060,-17.9130,-133.7770,939.2571,-306.6706
38,140.7586,26.3666,-565.1200,-691.8843,442.8120
39,356.3408,-27.7543,56.3130,880.5602,-464.3162
40,14.0204,13.1872,-235.1874,941.8567,227.4640
41,160.2278,16.1600,-323.9629,-901.2136,277.5051
42,31.3427,-21.1536,-483.6840,794.1865,-359.8119
43,162.5702,-20.3634,-279.9946,-891.8370,-346.9537
44,308.5137,-28.3501,686.5950,546.4102,-473.4662
45,278.1119,19.4631,930.6868,132.6534,332.2231
46,301.5657,10.8046,834.4825,512.6890,186.9114
47,229.6062,-2.9396,758.3768,-645.2883,-51.1333
48,252.1941,-28.6425,833.1386,-267.5856,-477.9382
49,137.4554,-25.1919,-610.0592,-664.7222,-424.4044
50,114.1460,10.6480,-894.1650,-400.8419,184.2332
51,287.0744,23.2910,875.4513,268.8965,394.2419
52,75.0956,20.6128,-901.8404,240.0352,351.0185
53,287.6256,27.5994,842.1301,267.5536,461.9296
54,7.5538,28.4100,-115.2869,869.3768,474.3836
55,6.0718,-29.3795,-91.9013,863.9617,-489.1537
56,48.0408,26.0730,-665.9890,598.8008,438.2274
57,81.0629,24.9147,-893.2997,140.4799,420.0333
58,24.5563,27.8260,-366.4551,802.0234,465.4203
59,332.4676,-24.5614,419.1914,804.1496,-414.4504
60,328.8403,29.1549,450.5465,745.1223,485.7445
61,335.8648,26.1403,365.9928,816.8414,439.2794
62,33.2737,-28.4636,-480.9054,732.8423,-475.2042
63,52.5354,17.4941,-754.7994,578.4365,299.7267
64,172.0903,26.7671,-122.5056,-881.7587,449.0443
65,277.6600,11.6036,967.9763,130.1871,200.5499
66,70.1801,-16.7634,-898.1445,323.7035,-287.5753
