view,theta_deg,phi_deg,src_x_mm,src_y_mm,src_z_mm
0,19.2570,25.1179,-297.7439,852.2708,423.2377
1,300.4085,25.9044,773.5106,453.9701,435.5912
2,127.6657,11.3390,-773.8638,-597.3700,196.0378
3,127.5571,27.6884,-699.9095,-538.1689,463.3012
4,109.3375,14.0573,-912.6447,-320.2736,242.1808
5,324.9323,-14.1353,555.5143,791.3661,-243.4962
6,64.9461,18.9592,-854.2537,399.3230,323.9425
7,286.2506,21.7611,889.0184,259.1349,369.6515
8,249.6345,14.9480,903.1122,-335.2464,257.1869
9,210.8617,20.2451,479.8662,-803.0158,345.0233
10,54.0343,23.8369,-738.1594,535.6301,402.9495
11,100.2237,-14.7182,-949.0408,-171.1640,-253.3208
12,313.3257,28.0626,640.0579,603.7032,469.0578
13,269.4099,-21.3675,928.4839,-9.5625,-363.2812
14,126.2103,-21.4978,-748.5220,-548.0428,-365.3914
15,319.5318,-14.3737,626.8673,734.7919,-247.5182
16,109.0558,18.0587,-896.0061,-309.4959,309.0830
17,75.4224,25.0527,-874.1852,227.3440,422.2107
18,196.9653,8.4853,287.7530,-943.2392,147.1226
19,141.8736,10.1117,-606.0269,-772.1625,175.0527
20,154.8190,-26.8869,-378.3731,-804.7763,-450.9057
21,136.6559,-11.2888,-671.1264,-711.0842,-195.1811
22,51.7651,-16.1103,-752.4216,592.8409,-276.6739
23,135.8910,-26.0840,-623.3040,-642.9968,-438.3997
24,103.3723,19.0830,-916.7291,-217.9274,325.9794
25,75.7110,19.3505,-911.6405,232.1885,330.3742
26,327.1259,18.7377,512.5204,793.0203,320.2946
27,60.8633,19.0882,-823.0150,458.7758,326.0648
28,7.0287,-14.1980,-118.2803,959.3485,-244.5550
29,106.2299,-23.1109,-880.5051,-256.3086,-391.3613
30,297.5664,-28.6579,775.6008,404.8953,-478.1738
31,108.2123,-17.3881,-903.8394,-297.3830,-297.9674
32,282.7444,-27.4550,862.9752,195.1822,-459.7008
33,113.7543,24.1061,-833.0120,-366.6083,407.2303
34,48.3656,3.6778,-743.6747,661.0632,63.9572
35,81.4768,-22.7461,-909.3689,136.2820,-385.5158
36,244.4236,12.7041,877.3494,-419.9113,219.2710
37,4.6739,9.9821,-80.0154,978.7100,172.8330
38,254.7352,11.2984,943.2506,-257.4212,195.3450
39,141.2217,-14.4443,-604.7332,-752.7212,-248.7078
40,121.0981,14.0891,-828.0914,-499.5002,242.7166
41,254.3461,-16.2281,921.8342,-258.3152,-278.6430
42,251.1683,-9.8892,929.6754,-317.0605,-171.2405
43,318.3962,-21.5593,615.7130,693.4011,-366.3873
44,89.5688,19.2211,-941.4614,7.0849,328.2487
45,32.0121,-28.8893,-462.7700,740.2383,-481.7035
46,166.8622,26.8913,-202.1221,-865.9770,450.9738
47,53.5832,6.9027,-796.5454,587.6246,119.8318
48,271.3292,-10.9524,978.6447,22.7077,-189.4358
49,240.7407,11.9218,851.0974,-476.8184,205.9716
