phantom,method,regime,family,k,n_seeds,psnr_mean,psnr_std,ssim_mean,ssim_std,nrmse_mean,nrmse_std,hfen_mean,hfen_std,roi0_psnr_mean,roi0_psnr_std,roi0_ssim_mean,roi0_ssim_std,roi0_hfen_mean,roi0_hfen_std,roi1_psnr_mean,roi1_psnr_std,roi1_ssim_mean,roi1_ssim_std,roi1_hfen_mean,roi1_hfen_std,roi2_psnr_mean,roi2_psnr_std,roi2_ssim_mean,roi2_ssim_std,roi2_hfen_mean,roi2_hfen_std,roi3_psnr_mean,roi3_psnr_std,roi3_ssim_mean,roi3_ssim_std,roi3_hfen_mean,roi3_hfen_std,roi4_psnr_mean,roi4_psnr_std,roi4_ssim_mean,roi4_ssim_std,roi4_hfen_mean,roi4_hfen_std
lof_flange_v4a,greedy_adam_bundle_carm,limited-carm,ours,40,3,37.0175,0.5231,0.8898,0.0044,0.2077,0.0128,5.6559,0.3539,21.9368,2.1966,0.5258,0.2097,1.5645,0.4592,24.6219,2.5312,0.6977,0.1132,1.0696,0.3595,28.2275,0.6803,0.6211,0.0236,0.3612,0.0334,24.0891,0.3074,0.3984,0.0111,0.5477,0.0276,31.0914,0.4958,0.4477,0.0201,0.219,0.0165
lof_flange_v4a,greedy_adam_bundle_carm,limited-carm,ours,80,3,39.6207,0.6258,0.9302,0.0062,0.154,0.0113,4.3032,0.3977,23.7513,1.1281,0.6965,0.0503,1.1942,0.2442,24.4322,1.0313,0.7141,0.0492,1.0752,0.1777,31.6037,1.003,0.7144,0.032,0.2235,0.0388,26.0322,0.9636,0.4838,0.0549,0.4584,0.0642,33.565,0.8508,0.5369,0.0361,0.1623,0.0202
