phantom,method,regime,family,k,n_seeds,psnr_mean,psnr_std,ssim_mean,ssim_std,nrmse_mean,nrmse_std,hfen_mean,hfen_std,roi0_psnr_mean,roi0_psnr_std,roi0_ssim_mean,roi0_ssim_std,roi0_hfen_mean,roi0_hfen_std,roi1_psnr_mean,roi1_psnr_std,roi1_ssim_mean,roi1_ssim_std,roi1_hfen_mean,roi1_hfen_std,roi2_psnr_mean,roi2_psnr_std,roi2_ssim_mean,roi2_ssim_std,roi2_hfen_mean,roi2_hfen_std,roi3_psnr_mean,roi3_psnr_std,roi3_ssim_mean,roi3_ssim_std,roi3_hfen_mean,roi3_hfen_std,roi4_psnr_mean,roi4_psnr_std,roi4_ssim_mean,roi4_ssim_std,roi4_hfen_mean,roi4_hfen_std
lof_flange_v3,greedy_adam_bundle_two_axis,two-axis,ours,40,3,44.5624,0.5065,0.9625,0.0031,0.109,0.0062,2.0652,0.1455,33.1469,1.2478,0.9042,0.0113,0.3111,0.0519,29.0247,1.7951,0.8412,0.0264,0.5847,0.0923,31.2727,0.1878,0.777,0.0132,0.2112,0.0106,31.2373,0.4449,0.6638,0.0287,0.2019,0.0149,35.7272,0.1996,0.728,0.0059,0.1271,0.0027
lof_flange_v3,greedy_adam_bundle_two_axis,two-axis,ours,80,3,50.0273,0.2125,0.99,0.0003,0.058,0.0014,0.835,0.0322,38.009,1.3442,0.9549,0.0068,0.1327,0.0224,39.0842,0.4883,0.9595,0.0043,0.124,0.0081,35.7812,0.4673,0.8843,0.0113,0.0893,0.0067,35.7682,0.8169,0.8179,0.0223,0.0895,0.0107,39.9748,0.2938,0.8588,0.0206,0.0601,0.0037
