phantom,method,scout_views,k,resolution,kmax,seed,psnr,ssim,nrmse,hfen,li_mean,li_max,li_p95,photon_starved_frac
lof_flange_v3,greedy_bundle_scout,8,40,384,360,4,39.74269,0.94242,0.18948,4.49177,0.47775,5.29318,1.9685,0.0
lof_flange_v3,greedy_bundle_scout,8,80,384,360,4,42.00972,0.96936,0.14595,3.41338,0.47775,5.54409,1.93605,0.0
lof_flange_v3,greedy_bundle_scout,16,40,384,360,4,39.41418,0.94629,0.19679,4.76078,0.47775,5.27727,1.96209,0.0
lof_flange_v3,greedy_bundle_scout,16,80,384,360,4,42.46525,0.9675,0.1385,2.99308,0.47775,7.00986,1.95426,0.0
lof_flange_v3,greedy_bundle_scout,32,40,384,360,4,39.20425,0.94424,0.2016,4.85967,0.47775,5.5744,1.98775,0.0
lof_flange_v3,greedy_bundle_scout,32,80,384,360,4,40.66636,0.96587,0.17037,4.09968,0.47775,5.37962,1.97614,0.0
lof_flange_v3,greedy_bundle_scout,64,40,384,360,4,40.21284,0.94608,0.1795,4.16594,0.47775,6.36102,2.00904,0.0
lof_flange_v3,greedy_bundle_scout,64,80,384,360,4,42.82529,0.96806,0.13287,2.77416,0.47775,5.58442,1.98509,0.0
lof_flange_v3,greedy_composite_scout,8,40,384,360,4,40.91961,0.94728,0.16547,3.66311,0.47775,5.49176,1.95154,0.0
lof_flange_v3,greedy_composite_scout,8,80,384,360,4,44.13167,0.97368,0.11432,2.29431,0.47775,5.31101,1.92291,0.0
lof_flange_v3,greedy_composite_scout,16,40,384,360,4,42.15139,0.95248,0.14359,3.03967,0.47775,6.88148,1.96815,0.0
lof_flange_v3,greedy_composite_scout,16,80,384,360,4,46.3989,0.97904,0.08806,1.31796,0.47775,5.60149,1.94199,0.0
lof_flange_v3,greedy_composite_scout,32,40,384,360,4,42.51234,0.95273,0.13775,2.91967,0.47775,5.49503,1.99428,0.0
lof_flange_v3,greedy_composite_scout,32,80,384,360,4,45.61166,0.97822,0.09641,1.6189,0.47775,6.65029,1.9608,0.0
lof_flange_v3,greedy_composite_scout,64,40,384,360,4,42.20419,0.95381,0.14272,2.98407,0.47775,5.56718,1.9854,0.0
lof_flange_v3,greedy_composite_scout,64,80,384,360,4,47.79982,0.98333,0.07494,1.15478,0.47775,5.53739,2.02019,0.0
lof_flange_v3,vcls_scout,8,40,384,360,4,45.25972,0.97722,0.1004,1.89608,0.47775,3.85193,2.03402,0.0
lof_flange_v3,vcls_scout,8,80,384,360,4,47.98185,0.98507,0.07339,1.1013,0.47775,4.8201,1.95817,0.0
lof_flange_v3,vcls_scout,16,40,384,360,4,45.42948,0.97708,0.09845,1.83008,0.47775,3.85044,2.00323,0.0
lof_flange_v3,vcls_scout,16,80,384,360,4,47.95782,0.98594,0.07359,1.12514,0.47775,3.85193,1.95111,0.0
lof_flange_v3,vcls_scout,32,40,384,360,4,45.38104,0.97503,0.099,1.82635,0.47775,3.85044,1.9918,0.0
lof_flange_v3,vcls_scout,32,80,384,360,4,48.06224,0.98557,0.07271,1.08604,0.47775,3.85193,1.95259,0.0
lof_flange_v3,vcls_scout,64,40,384,360,4,45.31973,0.97677,0.09971,1.8564,0.47775,3.84458,1.99874,0.0
lof_flange_v3,vcls_scout,64,80,384,360,4,48.13202,0.98553,0.07213,1.06728,0.47775,3.85193,1.94844,0.0
