phantom,method,scout_views,k,resolution,kmax,seed,psnr,ssim,nrmse,hfen,li_mean,li_max,li_p95,photon_starved_frac
lof_flange_v3,greedy_bundle_scout,8,40,384,360,4,38.48499,0.9456,0.219,5.42038,0.47775,5.56426,1.98952,0.0
lof_flange_v3,greedy_bundle_scout,8,80,384,360,4,40.12045,0.96881,0.18142,4.47397,0.47775,5.55928,1.95946,0.0
lof_flange_v3,greedy_bundle_scout,16,40,384,360,4,39.49186,0.94539,0.19503,4.65574,0.47775,5.56107,1.99393,0.0
lof_flange_v3,greedy_bundle_scout,16,80,384,360,4,41.48112,0.96648,0.15511,3.55219,0.47775,5.31269,1.9815,0.0
lof_flange_v3,greedy_bundle_scout,32,40,384,360,4,39.38779,0.93473,0.19738,4.63349,0.47775,5.56808,1.97391,0.0
lof_flange_v3,greedy_bundle_scout,32,80,384,360,4,43.0432,0.96542,0.12958,2.63216,0.47775,5.31527,1.99299,0.0
lof_flange_v3,greedy_bundle_scout,64,40,384,360,4,39.39977,0.9463,0.19711,4.7905,0.47775,5.32059,2.00125,0.0
lof_flange_v3,greedy_bundle_scout,64,80,384,360,4,39.54194,0.96541,0.19391,4.86928,0.47775,5.31977,1.97669,0.0
lof_flange_v3,greedy_composite_scout,8,40,384,360,4,37.84779,0.94412,0.23568,5.85382,0.47775,5.61735,1.95552,0.0
lof_flange_v3,greedy_composite_scout,8,80,384,360,4,39.57827,0.96815,0.1931,4.84218,0.47775,5.37914,1.92377,0.0
lof_flange_v3,greedy_composite_scout,16,40,384,360,4,40.83346,0.94389,0.16712,3.66879,0.47775,5.57728,1.97359,0.0
lof_flange_v3,greedy_composite_scout,16,80,384,360,4,47.47749,0.98206,0.07777,1.21801,0.47775,6.80752,1.98941,0.0
lof_flange_v3,greedy_composite_scout,32,40,384,360,4,40.54989,0.94258,0.17267,3.87522,0.47775,5.7718,2.00475,0.0
lof_flange_v3,greedy_composite_scout,32,80,384,360,4,41.74358,0.97145,0.1505,3.47928,0.47775,6.71796,1.9794,0.0
lof_flange_v3,greedy_composite_scout,64,40,384,360,4,39.10558,0.94223,0.2039,4.94845,0.47775,5.49075,1.97984,0.0
lof_flange_v3,greedy_composite_scout,64,80,384,360,4,42.20091,0.97351,0.14278,3.18167,0.47775,6.74888,1.96665,0.0
lof_flange_v3,vcls_scout,8,40,384,360,4,45.31767,0.97759,0.09973,1.88524,0.47775,3.85044,2.03581,0.0
lof_flange_v3,vcls_scout,8,80,384,360,4,47.91758,0.98425,0.07393,1.11376,0.47775,3.85193,1.95328,0.0
lof_flange_v3,vcls_scout,16,40,384,360,4,45.44232,0.97707,0.09831,1.83485,0.47775,3.85044,2.00697,0.0
lof_flange_v3,vcls_scout,16,80,384,360,4,48.0101,0.98573,0.07315,1.10323,0.47775,3.85193,1.95362,0.0
lof_flange_v3,vcls_scout,32,40,384,360,4,45.43914,0.97626,0.09834,1.83101,0.47775,3.85044,2.00728,0.0
lof_flange_v3,vcls_scout,32,80,384,360,4,48.06749,0.98582,0.07267,1.09199,0.47775,3.85193,1.95352,0.0
lof_flange_v3,vcls_scout,64,40,384,360,4,45.41991,0.97677,0.09856,1.82822,0.47775,3.85044,1.99972,0.0
lof_flange_v3,vcls_scout,64,80,384,360,4,48.11796,0.98592,0.07224,1.07041,0.47775,3.85193,1.95023,0.0
