phantom,method,k,resolution,kmax,seed,psnr,ssim,nrmse,hfen,li_mean,li_max,li_p95,photon_starved_frac
lof_flange_v3,greedy_bundle,40,384,360,4,40.55607,0.95097,0.17254,4.09451,0.47775,5.56734,2.04132,0.0
lof_flange_v3,greedy_bundle,80,384,360,4,43.23924,0.97344,0.12669,2.63898,0.47775,5.67526,2.01217,0.0
lof_flange_v3,greedy_composite,40,384,360,4,43.69392,0.95652,0.12023,2.37893,0.47775,5.33468,2.06243,0.0
lof_flange_v3,greedy_composite,80,384,360,4,48.55088,0.98465,0.06873,0.97056,0.47775,6.68322,2.04566,0.0
lof_flange_v3,vcls,40,384,360,4,45.40962,0.97681,0.09868,1.82952,0.47775,3.84458,1.9998,0.0
lof_flange_v3,vcls,80,384,360,4,48.1907,0.98513,0.07164,1.04589,0.47775,3.85193,1.94811,0.0
