phantom,method,scout_views,k,resolution,kmax,seed,psnr,ssim,nrmse,hfen,li_mean,li_max,li_p95,photon_starved_frac
lof_flange_v4a,greedy_composite_scout,8,40,384,360,0,35.82081,0.91041,0.23793,6.88624,0.83943,5.58081,2.7118,0.0
lof_flange_v4a,greedy_composite_scout,8,80,384,360,0,37.68378,0.93735,0.192,5.6823,0.83943,5.57115,2.72004,0.0
lof_flange_v4a,greedy_composite_scout,16,40,384,360,0,35.9965,0.90075,0.23316,6.68528,0.83943,5.41442,2.71976,0.0
lof_flange_v4a,greedy_composite_scout,16,80,384,360,0,38.47237,0.94159,0.17534,5.17319,0.83943,5.50944,2.74105,0.0
lof_flange_v4a,greedy_composite_scout,32,40,384,360,0,37.74715,0.90947,0.1906,5.44007,0.83943,5.34647,2.71841,0.0
lof_flange_v4a,greedy_composite_scout,32,80,384,360,0,37.5318,0.94041,0.19539,5.87537,0.83943,6.72916,2.74083,0.0
lof_flange_v4a,greedy_composite_scout,64,40,384,360,0,35.59817,0.89898,0.24411,6.96172,0.83943,6.73918,2.68931,0.0
lof_flange_v4a,greedy_composite_scout,64,80,384,360,0,38.81642,0.94699,0.16853,5.08787,0.83943,6.71053,2.74041,0.0
lof_flange_v4a,vcls_bundle_scout,8,40,384,360,0,35.10175,0.88621,0.25846,7.25407,0.83943,5.34014,2.68503,0.0
lof_flange_v4a,vcls_bundle_scout,8,80,384,360,0,36.61712,0.93182,0.21709,6.43499,0.83943,5.55622,2.7095,0.0
lof_flange_v4a,vcls_bundle_scout,16,40,384,360,0,35.33229,0.88445,0.25169,7.08517,0.83943,5.40242,2.6916,0.0
lof_flange_v4a,vcls_bundle_scout,16,80,384,360,0,36.97515,0.92951,0.20832,6.14416,0.83943,5.40421,2.70548,0.0
lof_flange_v4a,vcls_bundle_scout,32,40,384,360,0,36.73738,0.89694,0.2141,6.09498,0.83943,5.35208,2.69622,0.0
lof_flange_v4a,vcls_bundle_scout,32,80,384,360,0,36.72141,0.91959,0.21449,6.26534,0.83943,5.43664,2.70766,0.0
lof_flange_v4a,vcls_bundle_scout,64,40,384,360,0,35.36179,0.89004,0.25084,7.07465,0.83943,5.37334,2.67119,0.0
lof_flange_v4a,vcls_bundle_scout,64,80,384,360,0,36.54472,0.92472,0.2189,6.43582,0.83943,5.40059,2.70517,0.0
lof_flange_v4a,vcls_scout,8,40,384,360,0,42.44846,0.95546,0.11093,2.62126,0.83943,3.87821,3.32093,0.0
lof_flange_v4a,vcls_scout,8,80,384,360,0,45.52622,0.9642,0.07784,1.42785,0.83943,5.6624,3.14102,0.0
lof_flange_v4a,vcls_scout,16,40,384,360,0,42.49143,0.95627,0.11039,2.60772,0.83943,3.87821,3.33425,0.0
lof_flange_v4a,vcls_scout,16,80,384,360,0,45.55679,0.96514,0.07756,1.44348,0.83943,5.1169,3.14919,0.0
lof_flange_v4a,vcls_scout,32,40,384,360,0,42.40584,0.95618,0.11148,2.64073,0.83943,3.87821,3.31578,0.0
lof_flange_v4a,vcls_scout,32,80,384,360,0,45.75793,0.97397,0.07579,1.44558,0.83943,3.87821,3.14628,0.0
lof_flange_v4a,vcls_scout,64,40,384,360,0,42.41109,0.95674,0.11141,2.6374,0.83943,3.87821,3.33212,0.0
lof_flange_v4a,vcls_scout,64,80,384,360,0,45.83822,0.97435,0.07509,1.4192,0.83943,3.87821,3.14376,0.0
