view,theta_deg,phi_deg,src_x_mm,src_y_mm,src_z_mm
0,107.9776,-6.3045,-942.6542,-305.8790,-109.4906
1,282.8352,-24.3578,885.6215,201.7802,-411.2254
2,197.2781,14.3680,286.8773,-922.2966,247.4216
3,96.1376,-23.6822,-907.8696,-97.6254,-400.4862
4,288.6016,25.6714,851.7062,286.6570,431.9391
5,228.9930,22.4458,695.4155,-604.6649,380.6896
6,46.1901,23.1680,-661.4993,634.5750,392.2758
7,275.3470,-24.9492,900.0908,84.2432,-420.5789
8,69.3894,-9.9063,-919.3367,345.7503,-171.5335
9,125.3865,-8.2090,-804.5463,-571.4753,-142.3665
10,168.2655,-9.3540,-200.0841,-963.2499,-162.0580
11,197.5613,21.9673,279.0000,-881.5845,372.9809
12,38.2187,15.1275,-595.4758,756.2078,260.2025
13,84.2880,0.3960,-992.0949,99.2334,6.8919
14,54.5541,-16.2451,-779.8450,555.1475,-278.9267
15,149.1522,19.7636,-481.1422,-805.5930,337.1484
16,247.2834,10.8581,903.2572,-378.1473,187.8245
17,242.4656,0.5643,884.0917,-460.9039,9.8190
18,92.1339,13.5061,-968.8229,-36.0992,232.8651
19,296.7459,22.1477,824.6965,415.6068,375.8905
20,329.2980,17.5624,485.3477,817.3540,300.8605
21,119.5558,8.9647,-856.7315,-485.8176,155.3685
22,203.4130,15.6414,381.5190,-881.0920,268.8255
23,237.7847,12.8080,822.5817,-518.3147,221.0345
24,124.9428,21.7631,-759.0665,-530.3762,369.6838
25,80.4413,-23.5630,-901.2454,151.7658,-398.5862
26,230.1519,-23.3450,702.8285,-586.5758,-395.1048
27,114.8888,-0.0708,-904.4666,-419.6255,-1.2323
28,61.7979,-1.8448,-878.2479,470.9536,-32.0988
29,276.1947,-23.3833,909.8364,98.7553,-395.7173
30,35.1657,-16.7020,-550.0281,780.7075,-286.5518
31,110.5712,25.1339,-845.1073,-317.1699,423.4902
32,62.4176,10.4768,-869.0145,453.9707,181.3047
33,125.6279,23.8625,-741.1581,-531.1635,403.3571
34,303.3568,-9.5993,821.1539,540.5630,-166.2679
35,191.4070,4.2603,196.6530,-974.6735,74.0696
36,242.3843,-7.7451,875.4205,-457.9634,-134.3705
37,69.5801,22.1083,-865.7104,322.2976,375.2556
38,248.7113,-18.1006,883.0568,-344.0886,-309.7755
39,78.2528,-15.1512,-942.2531,195.9415,-260.6013
40,164.7843,-10.5673,-257.2468,-945.7992,-182.8522
41,302.3541,9.6817,830.2850,525.9815,167.6819
42,4.8667,20.3997,-79.2834,931.1675,347.5458
43,128.7151,-6.5184,-772.9493,-619.5841,-113.1902
44,15.0625,22.7753,-238.9081,887.7422,385.9843
45,231.4007,-15.6554,750.3293,-598.9653,-269.0605
46,118.1994,16.3128,-843.3505,-452.1884,280.0582
47,141.1566,17.3131,-597.0226,-741.3958,296.7209
48,66.0269,-18.5966,-863.4896,383.9644,-317.9687
49,31.7151,-18.4958,-497.0811,804.3686,-316.3046
50,192.1167,-17.1683,199.9621,-931.4190,-294.3143
51,282.2682,-12.4243,951.4828,206.9036,-214.5192
52,202.4741,-9.2530,376.1859,-909.3556,-160.3230
53,161.9721,5.4869,-307.1598,-943.7747,95.3382
54,252.1671,18.7566,898.7565,-289.1283,320.6067
55,340.7955,9.7154,323.2724,928.0792,168.2589
56,218.6694,-12.1716,608.9894,-760.9766,-210.2227
57,127.8659,-24.9646,-713.5930,-554.8351,-420.8208
58,108.1546,17.4008,-904.0759,-296.4514,298.1785
59,270.6750,-13.1258,970.9521,11.4386,-226.4249
60,8.4495,-18.8158,-138.6781,933.5418,-321.5823
61,76.7181,5.4707,-965.9791,228.0256,95.0575
62,60.0496,8.8878,-853.5449,491.8105,154.0469
63,320.5861,24.7516,574.8995,699.5474,417.4578
64,53.2148,21.8677,-741.0806,554.1013,371.3737
65,113.3392,20.2402,-858.9540,-370.6206,344.9427
66,198.6570,14.4711,308.8457,-914.7027,249.1592
67,303.7459,-14.6492,802.1213,535.8771,-252.1589
68,81.5156,25.5648,-889.6105,132.7049,430.2668
69,253.9946,-22.6115,884.7476,-253.7871,-383.3546
70,83.3491,-7.6593,-981.5234,114.4503,-132.8909
71,140.8306,-9.1682,-621.7184,-763.1348,-158.8667
72,57.9490,9.1954,-834.2322,522.3184,159.3335
73,92.6224,23.0759,-916.3296,-41.9700,390.8014
74,87.8484,-5.5473,-991.7000,37.2584,-96.3839
75,59.4027,-14.9602,-829.1533,490.3072,-257.3919
76,253.7908,22.8088,882.5665,-256.5636,386.5211
77,262.8205,-18.1997,939.7629,-118.3778,-311.4149
78,159.0044,10.7109,-351.0220,-914.6535,185.3093
79,90.7877,-7.6308,-988.1461,-13.5852,-132.3995
80,346.1776,15.0951,229.9939,934.7871,259.6591
81,195.9397,24.5265,249.1138,-872.2258,413.8980
82,342.8460,3.9932,293.3633,950.4019,69.4348
