view,theta_deg,phi_deg,src_x_mm,src_y_mm,src_z_mm
0,12.1131,-25.4898,-188.7811,879.6013,-428.9058
1,257.9517,-29.4910,848.4014,-181.0812,-490.6338
2,0.4960,-27.6070,-7.6448,883.1392,-461.8480
3,15.9573,29.3753,-238.7689,835.0341,488.8807
4,214.3948,-21.5466,523.6528,-764.9253,-366.0245
5,292.6165,26.3468,824.4353,343.4571,442.3128
6,63.1092,-24.1504,-811.0773,411.3184,-407.7594
7,6.2180,-26.5527,-96.5614,886.2760,-445.5195
8,187.9799,-5.5789,137.7039,-982.3170,-96.8902
9,167.8641,-6.7260,-208.0841,-967.6633,-116.7290
10,97.0622,28.2149,-871.5592,-107.9745,471.1931
11,36.8414,-27.8077,-528.5786,705.5015,-464.9400
12,147.8666,-6.5090,-526.6892,-838.5292,-112.9781
13,326.8322,-29.0828,476.5098,729.0764,-484.4408
14,110.8474,5.1859,-927.5818,-353.2334,90.0842
15,94.6382,12.0942,-971.3304,-78.8037,208.8160
16,332.7979,-28.7975,399.2512,776.7891,-480.0979
17,306.5714,-27.5599,709.5928,526.4413,-461.1231
18,143.7882,-18.4742,-558.4457,-762.6904,-315.8143
19,177.1737,0.1737,-49.1418,-995.4260,3.0221
20,80.8067,-19.9415,-924.8511,149.6816,-339.9159
21,4.8184,29.3521,-72.9695,865.6276,488.5297
22,283.8827,28.5433,849.9323,210.0649,476.2191
23,297.7725,25.7358,794.3611,418.3326,432.7646
24,182.3453,-2.0580,40.7574,-995.1656,-35.7912
25,274.6976,29.1056,867.8661,71.3152,484.7880
26,347.2673,29.6655,190.8712,844.7167,493.2736
27,332.9818,29.6975,393.2812,771.2523,493.7578
28,148.6523,-16.2337,-497.8112,-817.2227,-278.6181
29,195.3246,-10.9284,258.6229,-943.7748,-188.9452
30,318.7713,15.6043,632.6434,721.9333,268.0884
31,103.4901,27.4210,-860.2590,-206.3731,458.9787
32,271.0859,-29.6732,865.7906,16.4112,-493.3904
33,121.4233,-25.6010,-766.9781,-468.5945,-430.6515
34,10.2588,29.3024,-154.7852,855.2272,487.7755
35,239.3916,-26.1620,769.8992,-455.4695,-439.4312
36,105.0564,8.1444,-952.7216,-256.2871,141.1928
37,359.5472,29.1938,6.8758,870.0167,486.1280
38,263.6829,29.4186,862.8588,-95.5208,489.5379
39,247.5546,-29.2021,804.0679,-332.1584,-486.2535
40,94.1307,-12.3035,-971.2230,-70.1420,-212.3741
41,79.1937,15.5944,-942.9321,179.9812,267.9233
42,172.0393,-14.4441,-133.6663,-955.8397,-248.5972
43,137.4812,-20.8899,-629.2880,-686.2952,-355.3766
44,153.4124,-13.8169,-433.1561,-865.4596,-238.0177
45,90.0892,13.0613,-970.8573,-1.5113,225.2348
46,126.9375,-24.7773,-723.2746,-543.7916,-417.6860
47,340.3496,-28.8433,293.5733,822.1597,-480.7962
48,99.7926,10.2087,-966.5734,-166.8272,176.6395
49,243.2477,-29.5024,774.5661,-390.4523,-490.8068
50,108.9348,26.4389,-844.1144,-289.5781,443.7481
51,162.7672,-9.6232,-291.1054,-938.5078,-166.6065
52,202.6435,-15.4637,369.8130,-886.5221,-265.7325
53,220.2649,-26.0978,578.4777,-682.9653,-438.4279
54,29.8584,-27.3433,-440.7482,767.7734,-457.7794
55,120.3241,25.1660,-778.6266,-455.4321,423.8148
56,157.9628,-11.2218,-366.7997,-906.1660,-193.9537
57,133.8511,-2.7172,-717.9138,-689.6843,-47.2480
58,235.3848,-29.0281,717.1884,-495.0351,-483.6093
59,279.5119,28.7561,861.7195,144.3862,479.4675
60,123.7310,0.1726,-828.8585,-553.4271,3.0030
