phantom,method,scout_views,k,resolution,kmax,seed,psnr,ssim,nrmse,hfen,li_mean,li_max,li_p95,photon_starved_frac
lof_flange_v3,greedy_bundle_scout,8,40,384,360,1,40.6376,0.94036,0.17093,3.77311,0.47775,4.7025,1.94237,0.0
lof_flange_v3,greedy_bundle_scout,8,80,384,360,1,41.29378,0.96541,0.15849,3.77363,0.47775,5.51227,1.9182,0.0
lof_flange_v3,greedy_bundle_scout,16,40,384,360,1,39.39845,0.94067,0.19714,4.71281,0.47775,6.64328,1.93798,0.0
lof_flange_v3,greedy_bundle_scout,16,80,384,360,1,40.84244,0.96914,0.16695,4.10095,0.47775,5.07966,1.92851,0.0
lof_flange_v3,greedy_bundle_scout,32,40,384,360,1,39.89291,0.94384,0.18623,4.36295,0.47775,5.2909,1.95948,0.0
lof_flange_v3,greedy_bundle_scout,32,80,384,360,1,39.9969,0.96727,0.18402,4.59653,0.47775,5.18896,1.94771,0.0
lof_flange_v3,greedy_bundle_scout,64,40,384,360,1,41.24174,0.94601,0.15945,3.59593,0.47775,5.32797,1.98676,0.0
lof_flange_v3,greedy_bundle_scout,64,80,384,360,1,42.39042,0.96945,0.1397,3.24668,0.47775,5.31363,1.96504,0.0
lof_flange_v3,greedy_composite_scout,8,40,384,360,1,40.90795,0.94567,0.16569,3.73109,0.47775,5.23212,1.93657,0.0
lof_flange_v3,greedy_composite_scout,8,80,384,360,1,44.77773,0.9749,0.10612,2.05522,0.47775,5.34281,1.92268,0.0
lof_flange_v3,greedy_composite_scout,16,40,384,360,1,40.82773,0.94439,0.16723,3.74294,0.47775,5.01121,1.93577,0.0
lof_flange_v3,greedy_composite_scout,16,80,384,360,1,45.70351,0.97862,0.0954,1.7832,0.47775,5.39785,1.94698,0.0
lof_flange_v3,greedy_composite_scout,32,40,384,360,1,42.05175,0.94767,0.14525,3.08373,0.47775,6.76662,1.97633,0.0
lof_flange_v3,greedy_composite_scout,32,80,384,360,1,46.40263,0.97938,0.08802,1.52649,0.47775,6.67719,1.98518,0.0
lof_flange_v3,greedy_composite_scout,64,40,384,360,1,43.17757,0.95405,0.12759,2.55735,0.47775,5.56114,2.01885,0.0
lof_flange_v3,greedy_composite_scout,64,80,384,360,1,44.79189,0.97733,0.10595,2.05934,0.47775,5.38071,1.98932,0.0
lof_flange_v3,vcls_scout,8,40,384,360,1,45.11106,0.97422,0.10213,1.93059,0.47775,4.21009,2.03687,0.0
lof_flange_v3,vcls_scout,8,80,384,360,1,48.17673,0.98565,0.07176,1.04028,0.47775,4.21009,1.95755,0.0
lof_flange_v3,vcls_scout,16,40,384,360,1,45.08491,0.97616,0.10244,1.95216,0.47775,3.86316,2.03546,0.0
lof_flange_v3,vcls_scout,16,80,384,360,1,48.17576,0.98601,0.07177,1.04037,0.47775,3.86316,1.95223,0.0
lof_flange_v3,vcls_scout,32,40,384,360,1,45.14561,0.97582,0.10172,1.9246,0.47775,3.86316,2.03253,0.0
lof_flange_v3,vcls_scout,32,80,384,360,1,48.19561,0.98643,0.0716,1.04141,0.47775,3.86316,1.95825,0.0
lof_flange_v3,vcls_scout,64,40,384,360,1,45.09211,0.97545,0.10235,1.93808,0.47775,3.86316,2.03808,0.0
lof_flange_v3,vcls_scout,64,80,384,360,1,48.19688,0.98649,0.07159,1.04179,0.47775,3.86316,1.95768,0.0
