phantom,method,k,resolution,kmax,seed,psnr,ssim,nrmse,hfen,li_mean,li_max,li_p95,photon_starved_frac
lof_flange_v3,greedy_bundle,40,384,360,1,40.32283,0.94845,0.17724,4.12249,0.47775,5.1195,2.02082,0.0
lof_flange_v3,greedy_bundle,80,384,360,1,44.63295,0.97276,0.10791,2.09796,0.47775,5.31866,1.98806,0.0
lof_flange_v3,greedy_composite,40,384,360,1,43.88815,0.95693,0.11757,2.34001,0.47775,5.55928,2.03985,0.0
lof_flange_v3,greedy_composite,80,384,360,1,48.45152,0.9845,0.06952,0.94362,0.47775,5.35548,2.08191,0.0
lof_flange_v3,vcls,40,384,360,1,45.16359,0.97652,0.10151,1.91061,0.47775,3.85418,2.01716,0.0
lof_flange_v3,vcls,80,384,360,1,48.19832,0.98646,0.07158,1.03954,0.47775,3.86316,1.95737,0.0
