view,theta_deg,phi_deg,src_x_mm,src_y_mm,src_z_mm
0,351.4290,35.0000,121.6716,807.2813,571.6486
1,140.5874,-13.4622,-615.3806,-748.8406,-232.0212
2,180.7272,-13.8645,12.2801,-967.5241,-238.8211
3,133.4042,-11.5959,-709.3034,-670.8542,-200.3315
4,293.1993,6.8972,909.4220,389.7648,119.6842
5,342.5885,-16.5029,285.9417,911.7979,-283.1099
6,55.9286,-16.6544,-790.9247,534.9209,-285.6344
7,321.4114,-1.9516,621.2667,778.5659,-33.9413
8,33.3615,33.0327,-459.4804,697.8597,543.2852
9,350.6269,35.0000,132.9604,805.4990,571.6486
10,297.5333,35.0000,723.9354,377.3920,571.6486
11,303.9330,0.9031,826.7998,556.2775,15.7087
12,142.8847,7.4287,-596.3451,-788.0721,128.8572
13,162.6648,-7.6558,-294.3130,-942.8894,-132.7732
14,160.9597,12.2123,-317.7787,-920.7927,210.8239
15,322.8116,8.1570,596.3121,785.9418,141.4091
16,277.3578,-35.0000,809.6765,104.5520,-571.6486
17,155.0663,-27.9457,-371.1591,-798.3645,-467.0592
18,116.0308,-3.4561,-893.9097,-436.5832,-60.0811
19,207.0130,-35.0000,370.8028,-727.3324,-571.6486
20,152.0049,-35.0000,-383.2145,-720.8701,-571.6486
21,212.8139,-35.0000,442.4169,-686.1300,-571.6486
22,32.8646,35.0000,-443.0233,685.7386,571.6486
23,136.0612,-35.0000,-566.4911,-587.8733,-571.6486
24,177.0514,10.7533,-50.3662,-977.8414,185.9537
25,35.1869,-26.5954,-513.5412,728.3444,-446.1829
26,101.1509,-7.3935,-969.6938,-191.1416,-128.2498
27,78.1875,-35.0000,-799.1099,167.1244,-571.6486
28,266.3125,34.6027,818.6451,-52.7598,565.9733
29,62.8727,30.5728,-763.6962,391.2629,506.9228
30,287.2508,35.0000,779.6736,242.1077,571.6486
31,237.8243,18.2300,801.2339,-504.0891,311.7813
32,7.9794,7.0232,-137.3130,979.5838,121.8609
33,200.3888,-14.1701,336.6538,-905.7747,-243.9791
34,346.0743,24.7078,217.8959,878.7875,416.5851
35,70.1602,-9.1999,-925.4245,333.8992,-159.3427
36,342.1041,-12.9339,298.4853,924.3558,-223.0743
37,171.8291,24.0399,-129.3627,-900.9524,406.0040
38,80.2064,-12.0205,-960.5801,165.8104,-207.5617
39,337.4352,-35.0000,313.2756,753.9002,-571.6486
40,45.2036,35.0000,-579.3286,575.2264,571.6486
41,299.5722,-35.0000,710.0504,402.9088,-571.6486
42,243.6185,-30.4929,769.3573,-381.6021,-505.7256
43,269.5019,-21.6478,926.3102,-8.0533,-367.6598
44,45.4142,-32.3989,-599.3165,590.7142,-534.0091
45,143.3691,-35.0000,-487.1111,-655.1564,-571.6486
46,7.1054,-26.6094,-110.2217,884.2328,-446.3998
47,332.9446,-35.0000,371.3409,727.0578,-571.6486
48,317.7352,-35.0000,549.0758,604.1713,-571.6486
49,238.9833,-24.0057,780.2579,-469.1365,-405.4599
50,88.5715,24.0326,-909.9613,22.6926,405.8876
51,117.8729,-10.1766,-867.1557,-458.6101,-176.0882
52,342.5495,-35.0000,244.8230,778.8253,-571.6486
53,281.9169,1.1509,974.9626,205.7578,20.0184
54,289.4696,-9.9350,925.5588,327.2049,-171.9507
55,225.8402,31.1814,611.6949,-594.0139,516.0098
56,71.0515,20.6147,-882.2745,302.9039,350.8992
57,1.3988,24.3250,-22.1690,907.8902,410.5280
58,300.6527,27.0233,763.7750,452.6433,452.8256
59,272.4498,20.1978,934.4970,39.9811,344.1019
60,123.0086,-6.6984,-830.0656,-539.2273,-116.2513
61,38.9978,-35.0000,-513.7525,634.4805,-571.6486
62,32.6403,-35.0000,-440.3350,687.4680,-571.6486
63,86.0090,-35.0000,-814.4191,56.8205,-571.6486
64,92.2263,-9.7357,-981.5441,-38.1583,-168.5356
65,103.2669,21.3653,-903.3760,-212.9980,363.0880
66,12.2822,35.0000,-173.6698,797.7130,571.6486
67,17.8181,35.0000,-249.8143,777.2386,571.6486
68,188.7913,35.0000,124.7748,-806.8075,571.6486
