view,theta_deg,phi_deg,src_x_mm,src_y_mm,src_z_mm
0,352.7013,11.2963,124.1627,969.4124,195.2243
1,301.5007,26.7208,759.0200,465.1407,448.1318
2,107.0473,3.9688,-950.5648,-291.4745,68.9814
3,158.2249,32.3778,-312.2395,-781.6400,533.6992
4,99.2245,10.1339,-968.4033,-157.2713,175.3575
5,326.9124,6.1186,540.9862,830.2643,106.2282
6,27.0621,21.3975,-422.1729,826.3455,363.6101
7,285.0602,18.4750,912.8074,245.6135,315.8259
8,272.9365,24.8447,903.2125,46.3315,418.7479
9,186.3417,28.3354,96.8970,-871.8582,473.0364
10,1.6983,31.0453,-25.3058,853.5052,513.9822
11,107.4524,-29.1473,-830.3660,-261.0549,-485.4194
12,286.8413,29.0147,834.1760,252.5081,483.4040
13,243.2162,-32.2713,752.2786,-379.7358,-532.1343
14,121.5465,-35.0000,-695.7480,-427.1321,-571.6486
15,324.2668,-18.5723,551.7376,766.8848,-317.4314
16,122.1609,14.2337,-817.8099,-514.2238,245.0513
17,87.9873,18.9457,-942.0664,33.1063,323.5802
18,196.8761,-8.0669,286.4652,-944.2811,-139.8577
19,125.9720,-0.9471,-806.4743,-585.3350,-16.4733
20,153.1431,-31.7248,-382.9707,-756.2872,-524.0728
21,136.8025,-4.7913,-679.8311,-724.0092,-83.2450
22,56.2709,-6.8133,-823.0236,549.4922,-118.2363
23,156.0030,-17.0414,-387.5252,-870.5195,-292.0776
24,37.9151,13.1396,-596.3945,765.6848,226.5606
25,85.1649,1.7168,-992.6465,83.9672,29.8578
26,0.3388,10.5470,-5.7943,979.7836,182.4276
27,75.3970,23.5076,-884.4019,230.4187,397.5295
28,349.8537,-9.7837,173.0166,966.7847,-169.3577
29,65.5312,-28.2091,-799.3866,363.7755,-471.1025
30,285.5180,-31.9636,814.7109,226.2150,-527.6004
31,93.9730,-18.1898,-944.5593,-65.6036,-311.1159
32,268.7683,-19.1072,941.5142,-20.2426,-326.2369
33,113.0722,6.5171,-910.9948,-388.0490,113.1184
34,40.0326,-8.1301,-634.6188,755.4353,-140.9458
35,77.7330,-26.2452,-873.4858,189.9241,-440.7275
36,203.0113,-0.7200,389.5673,-917.2620,-12.5231
37,342.0759,8.6963,303.1963,937.3655,150.6887
38,293.7763,7.3645,904.5272,398.4971,127.7495
39,143.2747,-14.4827,-577.0313,-773.4337,-249.2477
40,92.3654,3.3045,-994.1341,-41.0654,57.4484
41,239.0732,-24.9351,775.2493,-464.4692,-420.1739
42,223.2359,-31.0040,585.1648,-622.3555,-513.3665
43,331.9564,-8.7047,463.1664,869.4916,-150.8329
44,59.5836,21.3816,-800.3155,469.8504,363.3524
45,354.7195,-35.0000,75.1341,812.9342,-571.6486
46,187.9558,9.4582,136.0686,-973.6284,163.7755
47,16.0916,25.6421,-249.0361,863.2824,431.2932
48,254.1930,-10.1649,943.8991,-267.2210,-175.8882
49,212.9639,21.6973,503.8604,-776.9498,368.4602
