view,theta_deg,phi_deg,src_x_mm,src_y_mm,src_z_mm
0,15.7905,27.6838,-240.2640,849.6102,463.2308
1,136.1499,-15.9335,-664.2060,-691.4164,-273.7167
2,167.0625,-19.2420,-210.7612,-917.4712,-328.5931
3,107.9608,10.3281,-933.1115,-302.4811,178.7598
4,267.3802,15.0248,961.9768,-44.0169,258.4765
5,319.8528,-16.2449,617.1975,731.7209,-278.9240
6,35.7816,26.3194,-522.5498,725.0231,442.0750
7,315.9537,-8.9056,684.8453,708.0316,-154.3538
8,67.4906,19.2043,-869.8511,360.4719,327.9728
9,11.3915,19.8860,-185.1904,919.1449,339.1521
10,311.6726,26.1158,668.7312,595.2443,438.8960
11,273.6514,15.9701,956.6417,61.0492,274.3295
12,188.7766,-8.6040,150.4233,-974.3046,-149.1660
13,181.9097,-25.8902,29.8914,-896.4975,-435.3687
14,149.7382,-14.2237,-487.0710,-834.7991,-244.9882
15,336.6778,-13.7333,383.4566,889.4257,-236.7064
16,288.3236,-9.3009,934.0701,309.3419,-161.1452
17,128.7096,-19.9298,-731.4423,-586.1979,-339.8693
18,142.7335,17.0564,-577.1942,-758.5941,292.4531
19,236.9817,-18.3802,793.3887,-515.5932,-314.3963
20,160.7923,-28.1188,-289.3129,-830.4339,-469.9198
21,218.8470,-16.3473,600.1219,-745.1477,-280.6342
22,1.2985,18.3420,-21.4475,946.1698,313.7668
23,126.8528,-15.2571,-769.7136,-576.9272,-262.3795
24,192.1197,18.9085,198.0431,-922.2404,323.1078
25,19.6405,-20.3783,-314.1575,880.2880,-347.1960
26,98.0937,-16.3046,-947.4373,-134.7348,-279.9218
27,90.4174,-24.6827,-905.9473,-6.5993,-416.3688
28,305.9222,15.7519,777.1192,562.9985,270.6761
29,33.5128,21.9272,-510.6814,771.1801,372.3340
30,289.5283,27.1021,836.5295,296.6962,454.2430
31,223.6737,22.9562,633.9974,-664.0505,388.8845
32,45.1732,19.1375,-668.0812,664.0535,326.8756
33,213.9217,-12.8076,542.5794,-806.7844,-221.0283
34,19.0819,22.8849,-300.3047,868.1134,387.7411
35,72.9660,-14.8649,-921.4239,282.3062,-255.7894
36,351.0550,-13.2725,150.8891,958.6343,-228.9100
37,185.5105,22.4683,88.4784,-917.1251,381.0514
38,106.3499,-18.2054,-908.8559,-266.6269,-311.5095
39,331.3430,-28.1569,421.5738,771.3930,-470.5053
40,60.3736,22.1447,-802.7856,456.5352,375.8428
41,273.7720,-24.7542,903.4896,59.5660,-417.4991
42,239.6165,5.0859,856.7445,-502.3179,88.3892
43,298.0299,-12.7248,858.4987,457.0476,-219.6236
44,74.1704,-13.7262,-931.8615,264.2111,-236.5877
45,127.4986,-10.7888,-777.0610,-596.2287,-186.6403
46,19.7632,-22.9500,-310.4565,864.0662,-388.7846
47,344.7224,-17.0611,251.1622,919.5054,-292.5312
48,317.0366,-13.3669,661.1241,709.8785,-230.5086
49,241.0086,-10.1489,858.4824,-475.6971,-175.6909
50,106.6299,-19.8567,-898.5642,-268.3843,-338.6728
51,84.7210,-11.2029,-973.9218,89.9880,-193.7154
52,346.9385,-25.1123,204.0357,879.4662,-423.1496
53,289.6033,7.7606,930.6742,331.4586,134.6392
54,286.5431,12.7424,932.2566,276.9105,219.9211
55,228.1286,17.7670,707.0513,-633.7634,304.2522
56,75.0661,15.2086,-929.6511,247.9502,261.5653
57,16.0769,16.2636,-265.0666,919.7357,279.2362
58,278.9513,12.7741,960.5482,151.2994,220.4602
59,271.2276,13.2837,970.1692,20.7893,229.0996
60,106.2094,14.3719,-927.4704,-269.6206,247.4881
61,33.3382,-18.0670,-520.9510,791.9220,-309.2194
62,36.5247,-14.9770,-573.2657,774.0269,-257.6740
63,58.1209,-16.1777,-813.1494,505.7295,-277.8000
64,52.4833,-1.3980,-790.6157,607.0273,-24.3251
65,106.4197,11.6165,-936.8161,-276.0692,200.7697
66,21.2511,24.5235,-328.7930,845.4409,413.8501
67,21.2362,25.4935,-325.9883,838.8752,429.1467
68,177.7091,19.5937,-37.5480,-938.5826,334.3648
69,321.9301,6.0442,611.3968,780.5887,104.9865
70,279.6075,-21.6220,913.9098,154.6995,-367.4016
71,254.9617,8.1953,953.0887,-256.0628,142.1296
72,251.5404,-24.4029,861.2747,-287.5033,-411.9403
73,125.6738,-23.4638,-742.9942,-533.3807,-397.0033
74,350.4794,-13.3937,160.4322,956.5903,-230.9619
75,75.6925,14.0895,-937.0786,238.9885,242.7244
76,306.0670,-19.9561,757.5662,551.7577,-340.2998
77,124.4140,-6.3684,-817.4818,-560.0347,-110.5965
78,352.2961,25.9744,120.1594,888.2645,436.6864
79,226.6937,11.8913,709.9938,-669.2128,205.4511
80,298.6496,24.4463,796.5529,435.1889,412.6272
81,136.3093,12.8734,-671.4291,-702.8386,222.1440
82,161.5160,-12.9635,-308.0536,-921.5314,-223.6735
83,116.5351,-26.9249,-795.3429,-397.1512,-451.4948
84,100.3396,13.3282,-954.4586,-174.1366,229.8526
85,182.1982,14.0301,37.1028,-966.6133,241.7210
86,236.6295,-9.6404,820.9244,-540.6942,-166.9730
87,271.5276,11.9524,975.1059,26.0039,206.4927
88,310.3963,-3.3096,758.0815,645.0937,-57.5630
89,0.8871,26.0742,-13.8659,895.4854,438.2471
90,336.0729,-21.2970,376.7695,849.1453,-362.1382
91,69.9192,-16.4355,-898.1918,328.3503,-282.1072
92,47.2506,26.8074,-653.4890,604.0655,449.6711
93,350.2785,-0.8063,168.3483,982.6541,-14.0303
94,291.2947,-16.9667,888.5593,346.3401,-290.9603
95,292.5295,9.1731,909.1970,377.1506,158.9505
96,359.6633,-12.2767,5.7256,974.2516,-212.0091
97,14.7278,26.6951,-226.4631,861.5238,447.9266
98,171.8031,-25.8557,-127.9266,-888.0917,-434.8275
99,155.8503,23.3629,-374.4780,-835.2117,395.3917
100,210.6252,21.0715,473.9631,-800.6242,358.4784
101,69.4662,19.4216,-880.5895,329.8315,331.5421
102,74.9532,-13.8381,-934.9365,251.3343,-238.4781
103,100.5304,-18.3355,-930.5086,-172.9701,-313.6591
104,54.1539,13.2812,-786.6005,568.2776,229.0574
105,261.1329,9.9599,970.3054,-151.3757,172.4524
106,172.7658,-26.4146,-112.4487,-885.8650,-443.5602
107,231.3587,-28.7773,682.5999,-545.7190,-479.9948
108,65.8900,15.7711,-875.8274,391.9604,270.9989
109,254.4692,9.6587,947.0452,-263.1874,167.2868
110,130.6602,-15.5948,-728.5197,-625.7460,-268.0448
111,330.3960,-18.2399,467.8064,823.3535,-312.0789
112,69.6958,-21.1527,-872.1086,322.6757,-359.7970
113,64.7195,-6.9454,-894.9617,422.6743,-120.5696
114,47.1536,18.4416,-693.4901,643.2218,315.4114
115,138.3548,22.1189,-613.8062,-690.2492,375.4265
116,145.4003,-20.0292,-531.9312,-771.0881,-341.4960
117,256.0151,-22.9945,890.6392,-221.8123,-389.4973
118,40.8472,-17.1957,-622.9769,720.5256,-294.7704
119,348.2668,-1.7778,202.6614,975.7656,-30.9333
120,59.8902,23.9628,-788.1879,457.0768,404.9538
121,356.3635,7.9058,62.6402,985.6041,137.1414
122,333.0974,-21.3927,420.0656,827.9023,-363.6890
