view,theta_deg,phi_deg,src_x_mm,src_y_mm,src_z_mm
0,15.5354,-19.5977,-251.4711,904.6019,-334.2860
1,275.8387,-35.0000,812.1636,83.0507,-571.6486
2,353.7921,-35.0000,88.2825,811.6115,-571.6486
3,26.5082,19.6792,-418.8451,839.7715,335.6215
4,207.4664,-18.0603,437.0307,-840.7303,-308.9758
5,319.4964,35.0000,530.2481,620.7609,571.6486
6,62.4199,-18.8224,-836.1445,436.7569,-321.5512
7,5.9151,-26.6441,-91.8022,886.0622,-446.9401
8,190.2618,-6.9765,176.2325,-973.4359,-121.0532
9,181.8314,-25.1014,28.8436,-902.0540,-422.7954
10,111.9442,6.6818,-918.1517,-369.9179,115.9634
11,20.0569,-27.4230,-303.3924,830.9959,-459.0077
12,156.4768,-2.4603,-397.4126,-912.9743,-42.7821
13,322.7440,-21.5209,561.2794,737.9603,-365.6082
14,124.5278,0.2464,-821.0748,-564.8956,4.2852
15,93.0443,6.9174,-987.9880,-52.5440,120.0339
16,331.2529,-7.4798,475.2498,866.3687,-129.7393
17,292.5560,6.5856,914.3278,379.7752,114.3015
18,126.7885,-27.3734,-708.7891,-530.0201,-458.2424
19,200.6929,0.9834,352.1187,-932.2066,17.1051
20,80.7444,-18.1760,-934.5811,152.3004,-310.8890
21,1.6197,12.0361,-27.5503,974.3398,207.8276
22,280.9668,0.2370,978.4296,189.5986,4.1226
23,289.6535,-26.9069,836.9711,298.9123,-451.0210
24,192.5834,-35.0000,177.8609,-796.7889,-571.6486
25,268.0551,-18.5598,944.2614,-32.0653,-317.2245
26,343.0911,30.1200,250.7337,824.8004,500.1262
27,330.1900,35.0000,405.8529,708.3718,571.6486
28,148.1007,-16.8504,-504.0404,-809.7959,-288.8998
29,200.8615,-11.8953,347.2919,-911.3043,-205.4317
30,313.7326,35.0000,589.9082,564.3717,571.6486
31,98.9064,5.6858,-979.7779,-153.5411,98.7399
32,281.6445,-22.7089,900.4557,185.5667,-384.7517
33,118.2206,-35.0000,-719.3562,-386.0489,-571.6486
34,14.1596,25.8172,-219.4667,869.9055,434.0370
35,251.3307,7.2413,936.6670,-316.4847,125.6252
36,108.8394,-20.4976,-883.5267,-301.4545,-348.9916
37,349.6103,35.0000,147.2311,803.0131,571.6486
38,256.0892,27.7850,855.8698,-211.9776,464.5878
39,240.3619,-24.0419,791.0967,-450.1011,-406.0347
40,101.8611,-35.0000,-798.9677,-167.8027,-571.6486
41,63.3813,35.0000,-729.8674,365.7876,571.6486
42,180.2568,-30.4991,3.8492,-858.7328,-505.8185
43,142.5142,-35.0000,-496.8313,-647.8162,-571.6486
44,152.8888,-30.3530,-391.9312,-765.5316,-503.6274
45,80.3069,1.9976,-981.8136,167.7028,34.7406
46,122.3044,-29.6396,-732.1571,-462.9292,-492.8811
47,335.7767,-22.3306,378.2484,840.7281,-378.6735
48,74.1330,22.1825,-887.7111,252.3187,376.2890
49,224.4611,-35.0000,571.8262,-582.6851,-571.6486
50,115.4592,25.8007,-810.1536,-385.7150,433.7792
51,177.5284,14.7498,-41.5633,-962.8998,253.7433
52,211.8488,0.0687,525.9050,-846.5883,1.1942
53,220.6260,7.0649,644.0028,-750.6821,122.5804
54,0.2879,-35.0000,-4.1015,816.3885,-571.6486
55,132.3874,30.6537,-633.2584,-577.9896,508.1349
56,181.5440,-20.8356,25.0974,-931.1256,-354.4917
57,143.2503,5.0177,-594.0249,-795.5031,87.1697
58,244.5286,19.2383,849.5199,-404.6791,328.3903
59,268.9882,7.9487,986.9097,-17.4298,137.8212
60,128.6019,28.4289,-684.9472,-546.8243,474.4679
61,345.4121,35.0000,205.6216,790.0803,571.6486
62,142.6186,35.0000,-495.6503,-648.7202,571.6486
63,170.9581,28.8878,-137.1382,-861.7816,481.4717
64,55.4915,-5.5255,-817.4566,562.0006,-95.9649
65,198.6191,35.0000,260.6556,-773.6703,571.6486
66,20.2556,-35.0000,-282.6438,765.9109,-571.6486
67,155.0085,35.0000,-344.9152,-739.9598,571.6486
68,271.4815,31.1236,852.8921,22.0585,515.1484
69,45.5579,-35.0000,-582.8745,571.6331,-571.6486
70,78.2885,-35.0000,-799.4031,165.7159,-571.6486
