phantom,method,scout_views,k,resolution,kmax,seed,psnr,ssim,nrmse,hfen,li_mean,li_max,li_p95,photon_starved_frac
lof_flange_v3,greedy_bundle_scout,8,40,384,360,0,40.57937,0.94466,0.17208,3.85641,0.47775,5.54092,1.96489,0.0
lof_flange_v3,greedy_bundle_scout,8,80,384,360,0,43.08571,0.96841,0.12895,2.73408,0.47775,5.56367,1.92645,0.0
lof_flange_v3,greedy_bundle_scout,16,40,384,360,0,40.16131,0.948,0.18057,4.19716,0.47775,5.28964,1.94287,0.0
lof_flange_v3,greedy_bundle_scout,16,80,384,360,0,41.92176,0.96791,0.14744,3.27603,0.47775,5.30179,1.96916,0.0
lof_flange_v3,greedy_bundle_scout,32,40,384,360,0,38.89102,0.94536,0.209,5.11419,0.47775,5.17745,1.97874,0.0
lof_flange_v3,greedy_bundle_scout,32,80,384,360,0,40.59981,0.9654,0.17168,4.18325,0.47775,5.31149,1.98286,0.0
lof_flange_v3,greedy_bundle_scout,64,40,384,360,0,40.70048,0.94874,0.1697,3.91495,0.47775,5.67584,1.99962,0.0
lof_flange_v3,greedy_bundle_scout,64,80,384,360,0,42.22781,0.96761,0.14234,3.35036,0.47775,6.76289,1.99401,0.0
lof_flange_v3,greedy_composite_scout,8,40,384,360,0,40.17902,0.94864,0.1802,4.23695,0.47775,5.19946,1.93884,0.0
lof_flange_v3,greedy_composite_scout,8,80,384,360,0,44.85199,0.97345,0.10522,2.00532,0.47775,4.94832,1.92297,0.0
lof_flange_v3,greedy_composite_scout,16,40,384,360,0,41.69684,0.95097,0.15131,3.18686,0.47775,5.20319,1.9641,0.0
lof_flange_v3,greedy_composite_scout,16,80,384,360,0,46.00963,0.97804,0.09209,1.50412,0.47775,5.37853,1.96688,0.0
lof_flange_v3,greedy_composite_scout,32,40,384,360,0,40.01516,0.94488,0.18363,4.29576,0.47775,5.48776,1.95487,0.0
lof_flange_v3,greedy_composite_scout,32,80,384,360,0,45.58475,0.97767,0.09671,1.59978,0.47775,5.27723,1.94898,0.0
lof_flange_v3,greedy_composite_scout,64,40,384,360,0,43.97728,0.95787,0.11637,2.16951,0.47775,5.57517,2.02398,0.0
lof_flange_v3,greedy_composite_scout,64,80,384,360,0,46.57173,0.98045,0.08632,1.42532,0.47775,5.61157,1.98838,0.0
lof_flange_v3,vcls_scout,8,40,384,360,0,45.11115,0.97562,0.10213,1.95973,0.47775,3.87821,2.02843,0.0
lof_flange_v3,vcls_scout,8,80,384,360,0,48.23249,0.98567,0.0713,1.05782,0.47775,4.39964,1.95532,0.0
lof_flange_v3,vcls_scout,16,40,384,360,0,45.12447,0.9763,0.10197,1.95508,0.47775,3.87821,2.03513,0.0
lof_flange_v3,vcls_scout,16,80,384,360,0,48.26853,0.98655,0.071,1.05549,0.47775,3.87821,1.95186,0.0
lof_flange_v3,vcls_scout,32,40,384,360,0,45.12228,0.97608,0.102,1.94541,0.47775,3.87821,2.02353,0.0
lof_flange_v3,vcls_scout,32,80,384,360,0,48.35898,0.98644,0.07027,1.02321,0.47775,3.87821,1.94648,0.0
lof_flange_v3,vcls_scout,64,40,384,360,0,45.12125,0.97595,0.10201,1.9607,0.47775,3.87821,2.0359,0.0
lof_flange_v3,vcls_scout,64,80,384,360,0,48.39043,0.98662,0.07001,1.01362,0.47775,3.87821,1.94839,0.0
