view,theta_deg,phi_deg,src_x_mm,src_y_mm,src_z_mm
0,263.3254,15.5623,953.5976,-111.5938,267.3861
1,292.8149,-29.4664,799.8330,336.4629,-490.2620
2,187.8226,-17.4925,129.3766,-941.7087,-299.5718
3,77.1513,19.8741,-913.8157,208.4308,338.8130
4,116.3972,-20.1272,-838.2084,-416.0387,-342.9507
5,173.4089,7.0365,-113.5366,-982.5988,122.0901
6,125.8599,12.0703,-789.8734,-570.9309,208.4102
7,286.1765,17.2611,914.0748,265.1560,295.7305
8,348.3281,-10.6950,198.1260,959.0797,-184.9571
9,10.0865,-14.9790,-168.6150,947.8973,-257.5980
10,28.0145,-0.8014,-468.0717,879.7792,-13.9394
11,288.1083,25.6945,853.6115,279.1402,432.1171
12,85.9552,16.9391,-951.0287,67.2503,290.3770
13,65.1015,17.2206,-863.4850,400.7889,295.0573
14,144.0810,-0.9830,-584.5855,-807.0095,-17.0980
15,266.6434,29.2867,867.7637,-50.8955,487.5373
16,208.9676,-17.0377,461.5044,-833.6884,-292.0175
17,80.3385,28.7414,-861.4609,146.6563,479.2431
18,275.4477,20.4306,929.7313,88.6670,347.9006
19,328.2557,-25.6583,472.6568,763.9746,-431.5497
20,245.3874,-24.8652,822.0973,-376.6040,-419.0732
21,258.6792,-27.1627,869.4741,-174.0666,-454.9864
22,49.1054,-17.7672,-717.4448,621.3516,-304.1251
23,171.3384,-6.7280,-149.0594,-978.4910,-116.7631
24,76.9612,-19.6615,-914.3380,211.7434,-335.3324
25,325.0842,11.7507,558.4952,800.1144,202.9703
26,50.6181,7.8086,-763.1963,626.4926,135.4082
27,228.3995,22.8088,687.0029,-609.9612,386.3564
28,183.0733,-17.6240,50.9260,-948.4983,-301.7525
29,80.9122,18.9889,-930.5776,148.8508,324.2926
30,52.4337,-2.5437,-789.2088,607.0336,-44.2329
31,11.9398,3.3909,-205.8284,973.3738,58.9497
32,208.1926,12.9098,458.9496,-856.2020,222.6664
33,286.3692,24.1958,872.2385,256.2035,408.4810
34,286.7215,10.8196,937.5314,281.6560,187.0872
35,92.5140,20.3464,-933.5607,-40.9883,346.5273
36,352.0999,-23.4854,125.6379,905.4070,-397.1779
37,30.5056,-13.1266,-492.6992,836.2499,-226.3415
38,171.0826,18.8599,-146.1954,-931.7350,322.1702
39,351.9027,-16.2980,134.7400,947.0560,-279.6907
40,289.6420,21.4107,873.8714,311.8933,363.8246
41,168.8290,6.5408,-191.8313,-971.3954,113.5276
42,40.6806,-22.8229,-598.7908,696.6359,-386.5812
43,121.7361,-5.1090,-844.2568,-522.1596,-88.7511
44,303.6263,-26.3884,743.4003,494.4066,-442.9617
45,214.0212,-11.4152,546.5905,-809.7081,-197.2522
46,301.6829,-9.3154,836.9267,516.5508,-161.3253
47,251.7863,-21.7006,879.6140,-289.4347,-368.5154
48,283.4087,-28.8001,849.5566,202.5288,-480.1380
49,123.3994,-22.7223,-767.4741,-506.0436,-384.9680
50,132.8103,6.7183,-726.1249,-672.6404,116.5957
51,312.7866,6.8703,726.1726,672.1284,119.2208
52,108.8149,4.8726,-939.9782,-320.2677,84.6550
53,282.8871,24.7285,882.4491,201.8990,416.9142
54,6.4218,18.7500,-105.5554,937.8295,320.3605
55,344.6062,-26.9915,235.7432,856.2213,-452.3353
56,62.5539,20.9029,-826.2558,429.1339,355.5873
57,88.9475,14.9527,-962.7333,17.6870,257.1550
58,342.1080,25.3239,276.7682,857.3015,426.2986
59,332.5340,-25.1971,415.9344,800.1631,-424.3048
60,0.9222,19.5471,-15.1157,939.0813,333.4587
61,350.7181,0.7911,160.7351,983.4998,13.7609
62,26.6132,-19.5584,-420.7003,839.6370,-333.6434
63,78.1792,11.8133,-954.8458,199.8394,204.0358
64,163.3283,11.3665,-280.3159,-936.0223,196.4231
65,251.5307,-8.5470,934.8107,-312.2274,-148.1215
66,90.0866,-1.6554,-996.2258,-1.5063,-28.7910
67,222.1703,-1.3074,668.9081,-738.4727,-22.7390
68,138.6637,28.7468,-577.1321,-656.0966,479.3254
69,122.7473,-17.4077,-799.8502,-514.4268,-298.1639
70,196.9697,13.4718,282.8815,-927.0196,232.1843
71,279.1830,6.7837,976.9818,157.9386,117.7242
72,300.6863,-29.3831,746.8305,443.1938,-488.9994
73,116.6646,25.7697,-802.0723,-402.7802,433.2957
74,222.7451,-8.7305,668.6214,-723.4346,-151.2770
75,189.1713,21.2619,148.0390,-916.9306,361.4134
76,43.6720,-14.1419,-667.3535,699.0295,-243.5034
77,298.5644,14.9281,845.7894,460.4573,256.7415
78,83.5616,20.1416,-929.7914,104.9234,343.1852
79,221.5576,-19.7913,622.0930,-701.7255,-337.4590
80,227.5367,-17.3608,701.7402,-642.1990,-297.3856
81,172.8087,1.6120,-124.7122,-988.4117,28.0366
82,191.3855,18.5275,186.5491,-926.3920,316.6929
83,203.3132,13.3952,383.6989,-890.3723,230.8882
84,99.6210,21.3705,-915.0630,-155.1156,363.1743
85,202.7366,-10.5325,378.7081,-903.7077,-182.1800
86,198.4160,7.5944,312.0914,-937.3083,131.7154
87,233.9496,-15.4176,776.7877,-565.4150,-264.9597
88,68.7039,-1.8068,-928.1266,361.7879,-31.4229
89,115.8112,10.2825,-882.8019,-426.9762,177.9017
90,333.8507,0.8893,439.1786,894.5276,15.4688
91,215.1358,-21.5244,533.5837,-758.2045,-365.6656
92,293.7236,23.0043,839.8635,369.0869,389.4880
93,293.7284,5.4254,908.3027,399.2537,94.2317
94,138.4862,-20.4126,-619.0944,-699.4196,-347.6080
