view,theta_deg,phi_deg,src_x_mm,src_y_mm,src_z_mm
0,12.4799,26.7947,-192.3290,868.9818,449.4744
1,132.2394,-17.0505,-705.7270,-640.8000,-292.3558
2,166.6428,-17.4458,-219.7486,-925.4737,-298.9245
3,150.2857,19.0699,-467.0996,-818.4391,325.7642
4,305.2839,14.8909,786.5738,556.5943,256.2256
5,329.3669,-18.2788,482.4100,814.6367,-312.7214
6,47.5838,28.2284,-648.5555,592.5497,471.6010
7,275.0871,-22.7932,915.5864,81.5065,-386.2710
8,358.5056,26.3173,23.3071,893.4219,442.0421
9,310.8998,27.2846,669.7910,580.1871,457.0666
10,273.0078,23.5963,912.4438,47.9432,399.1173
11,291.4629,18.8140,878.3489,345.3333,321.5511
12,197.1235,-19.8530,276.1212,-896.2395,-338.6132
13,152.2951,-26.0815,-416.3520,-792.8672,-438.3600
14,139.7403,-15.8647,-619.8156,-731.9044,-272.5649
15,325.5126,-19.8399,531.0555,773.0550,-338.3978
16,258.8956,-28.0379,863.5738,-169.4955,-468.6776
17,198.3919,-18.4782,298.3715,-897.3605,-316.0151
18,95.6547,18.2914,-942.0829,-93.2803,312.9305
19,206.8081,-15.4258,433.4826,-857.8478,-265.2110
20,129.0224,-25.8043,-697.3818,-565.1810,-434.0232
21,186.2292,-17.0650,103.4251,-947.5430,-292.5961
22,23.2616,21.7198,-365.8163,850.9861,368.9825
23,112.5213,-20.4242,-863.1292,-357.8961,-347.9445
24,166.8748,24.6969,-205.7045,-882.2034,416.5930
25,329.7367,-29.4865,437.4096,749.6395,-490.7754
26,122.8002,-17.8493,-797.7602,-514.1252,-305.6157
27,104.6754,-29.4683,-839.7571,-219.9212,-490.4994
28,288.4809,24.9982,857.0621,286.4510,421.3517
29,78.3696,24.8588,-886.1130,182.3826,419.1508
30,277.2865,23.2865,908.4512,116.1573,394.1713
31,254.5043,22.7414,886.1308,-245.6739,385.4393
32,38.6004,19.7928,-585.3079,733.1910,337.6279
33,152.7736,16.3636,-437.6894,-850.6860,280.9062
34,24.9704,21.8266,-390.7397,839.0737,370.7087
35,37.9595,-24.4384,-558.3540,715.7020,-412.5027
36,351.9946,-14.9442,134.1619,953.9580,-257.1221
37,184.5713,14.4362,76.9577,-962.5161,248.5706
38,82.5043,-17.7587,-941.4442,123.8713,-304.1146
39,329.2537,-28.4605,448.1350,753.3585,-475.1558
40,36.1568,22.4304,-543.7615,744.1331,380.4424
41,221.6894,-18.3335,629.4824,-706.7797,-313.6261
42,204.4761,-19.1361,390.2727,-857.3224,-326.8521
43,259.2952,-24.5387,891.2302,-168.4778,-414.0905
44,355.1713,-27.5583,74.4072,880.8051,-461.2948
45,132.3640,-24.0312,-672.8580,-613.6289,-406.0402
46,16.8899,-25.1831,-262.1489,863.3795,-424.2649
47,31.2299,-23.9096,-472.5917,779.4241,-404.1066
48,245.3348,-19.7477,852.8104,-391.6212,-336.8892
49,206.8349,-12.0882,440.1182,-869.9677,-208.8043
50,99.4080,-24.8060,-892.8990,-147.9459,-418.3183
51,140.3638,-15.5778,-612.6772,-739.6473,-267.7600
52,337.1556,-24.7532,351.5260,834.4365,-417.4832
53,295.9165,26.0556,805.6530,391.4903,437.9563
54,311.1445,20.8029,701.8962,613.2639,354.1132
55,220.9213,18.6247,618.8995,-713.9408,318.4321
56,67.5293,-11.9055,-901.5474,372.8932,-205.6935
57,348.0250,24.3006,188.5478,888.9521,410.3180
58,291.0755,14.1943,901.9680,347.5975,244.4929
59,284.1967,16.1725,928.3668,234.8553,277.7138
60,110.4549,13.6099,-907.9697,-338.6617,234.6197
61,58.7136,-13.3137,-829.1770,503.8781,-229.6072
62,343.6916,-27.6795,247.9434,847.4376,-463.1638
63,61.1722,21.8004,-811.0349,446.3828,370.2863
64,62.1642,11.2078,-864.8830,456.6909,193.7985
65,119.8311,22.3319,-800.0801,-458.7874,378.8575
66,21.0880,23.9610,-327.8310,850.1232,404.9251
67,36.3300,24.8992,-535.7930,728.5944,419.7893
68,152.6655,25.8005,-412.1994,-797.4426,433.9631
69,301.7764,16.3441,813.3656,503.8436,280.5799
70,258.5669,-19.3701,921.9658,-186.4558,-330.6969
71,252.9558,18.0849,906.1826,-277.8127,309.5159
72,225.6284,-26.5868,637.3585,-623.5298,-446.2418
73,125.4167,-19.3209,-766.8069,-545.2775,-329.8889
74,333.7373,-28.0352,389.4208,789.2263,-468.6367
75,76.3696,13.9366,-940.4639,228.0498,240.1416
76,284.2282,-17.6229,921.1264,233.5635,-301.8627
77,131.6123,-18.4934,-706.9688,-627.9473,-316.2664
78,19.4077,24.1091,-302.4139,858.3809,407.2777
79,244.7978,21.2651,840.7329,-395.6587,361.6206
80,254.4344,22.9863,884.2352,-246.3115,389.3660
81,118.1776,14.8362,-849.6038,-455.1257,255.3055
82,201.0582,-9.8861,352.9430,-916.6641,-171.1875
83,102.7889,-28.9843,-850.5515,-193.0672,-483.1503
84,25.2977,19.0925,-402.6311,851.8630,326.1361
85,146.7311,-19.5905,-515.2995,-785.3967,-334.3135
86,230.5306,-12.2723,752.1124,-619.3204,-211.9344
87,292.9350,25.9547,825.6342,349.3562,436.3777
88,276.0138,-10.0237,976.4465,102.8663,-173.5446
89,30.0907,28.4945,-439.3448,758.1918,475.6768
90,330.9323,-24.9086,439.3588,790.4197,-419.9374
91,55.2356,-19.2110,-773.4831,536.8724,-328.0838
92,55.7368,20.6975,-770.8535,525.1163,352.3988
93,319.1741,-17.8225,620.5643,718.2737,-305.1718
94,255.8484,-21.0843,902.0844,-227.4514,-358.6873
95,272.1374,10.3572,980.1406,36.5815,179.2571
96,341.7552,-24.6475,283.7193,860.6688,-415.8119
97,28.0523,24.1250,-427.9436,803.0753,407.5307
98,137.1496,-23.7855,-620.4972,-668.8950,-402.1313
99,175.0758,25.9989,-76.9247,-892.8605,437.0695
100,157.9795,8.1428,-370.0710,-915.0135,141.2257
101,51.6622,13.3179,-761.0366,601.8456,229.6782
102,77.3788,-19.7200,-915.9138,205.0871,-336.4347
103,63.5238,-18.1035,-848.3146,422.5145,-309.8236
104,29.1467,18.9134,-459.4014,823.7999,323.1890
105,260.6917,22.6568,908.0080,-148.8274,384.0819
106,162.5132,-25.0068,-271.5191,-861.8426,-421.4875
107,255.5308,-29.5996,839.4523,-216.6151,-492.4884
108,62.9889,15.3026,-856.8130,436.7765,263.1440
109,218.1195,-18.1103,585.0033,-745.5590,-309.9355
110,140.0535,-14.3413,-620.2407,-740.5765,-246.9717
111,331.6516,-20.1074,444.5841,824.0134,-342.7736
112,70.6862,-21.8129,-873.5848,306.1619,-370.4880
113,75.3639,-22.5172,-891.1688,232.7318,-381.8391
114,61.9770,24.5414,-800.6582,426.1304,414.1333
115,127.3130,26.0757,-712.2881,-542.8737,438.2702
116,156.6777,-26.5422,-353.1383,-819.1017,-445.5478
117,207.0827,-13.1944,441.9581,-864.3057,-227.5870
118,10.6233,-16.0157,-176.6766,941.9428,-275.0928
119,344.7149,16.9204,251.4701,920.1631,290.1891
120,38.7940,24.8078,-567.0402,705.4069,418.3464
121,348.4652,27.8980,176.2056,863.3945,466.5280
122,337.3647,-19.0508,362.7181,869.8649,-325.4500
123,171.3375,21.1902,-140.0182,-919.0482,360.4058
124,58.0906,24.7454,-768.6780,478.6353,417.3600
125,90.0495,15.3311,-961.5872,-0.8301,263.6218
126,16.4889,22.4317,-261.5845,883.7242,380.4631
127,156.7311,16.1865,-378.2751,-879.6592,277.9475
128,108.7273,27.3476,-838.7452,-284.3452,458.0408
129,197.4175,-19.9167,280.6039,-894.4510,-339.6555
130,150.3720,-17.9828,-468.8391,-824.3661,-307.8269
131,78.9042,23.8955,-894.5654,175.4388,403.8825
132,101.2345,-18.8534,-925.4941,-183.8326,-322.2007
133,256.2738,-9.2335,956.0432,-233.5218,-159.9876
134,303.9137,15.7804,796.2607,535.3418,271.1548
135,341.4710,18.3988,300.6563,897.0584,314.7048
136,54.4795,23.8360,-742.3038,529.8816,402.9363
137,128.6306,11.6719,-762.7912,-609.5964,201.7146
138,164.3970,25.4620,-242.1336,-867.0497,428.6529
139,39.8917,-26.0586,-574.4543,687.2430,-438.0027
140,159.8797,17.3603,-327.3601,-893.5732,297.5052
141,222.0138,27.5006,591.9413,-657.1002,460.4040
142,181.8262,-20.9136,29.6803,-930.9091,-355.9135
143,330.8761,-27.5938,430.0752,771.9351,-461.8426
144,44.7555,19.5040,-661.7365,667.4077,332.8948
145,304.9425,28.0795,721.1216,503.8571,469.3172
146,263.4907,9.5982,976.7738,-111.4505,166.2493
147,301.7075,-16.3527,813.9344,502.8436,-280.7245
148,167.4221,24.0706,-198.2481,-888.5198,406.6662
149,156.3396,-25.0287,-362.5639,-827.4977,-421.8316
150,54.9282,-15.0341,-788.1022,553.3086,-258.6342
151,43.5076,25.7822,-618.1013,651.1695,433.6774
152,15.4873,-24.7835,-241.7208,872.3677,-417.9624
153,110.4606,-25.1853,-845.3616,-315.4046,-424.3003
154,202.4699,-18.3229,361.7573,-874.6585,-313.4504
155,42.1351,12.0330,-654.2170,723.1457,207.8642
156,38.9898,14.0734,-608.5082,751.7194,242.4516
157,322.2556,-13.5809,593.2798,766.3868,-234.1306
158,134.6765,23.8933,-648.2432,-640.9640,403.8475
159,209.7274,9.6054,487.4883,-853.7109,166.3725
160,266.8093,27.4030,883.8168,-49.2697,458.8980
161,205.9551,-16.1557,419.1506,-861.0984,-277.4336
162,196.8356,19.7983,271.7078,-897.9246,337.7180
163,71.3759,25.1039,-855.6056,288.3434,423.0180
164,83.2404,-17.5160,-944.2284,111.9174,-300.0904
165,211.0986,-20.0782,483.6999,-801.8817,-342.2969
166,55.0723,24.2340,-745.4337,520.5585,409.2611
167,57.6406,-18.3200,-799.5443,506.6112,-313.4024
168,15.5126,-20.4659,-249.8350,900.1057,-348.6248
169,47.3988,27.9845,-648.1116,595.9932,467.8572
170,41.2834,-19.0095,-621.9738,708.3926,-324.7701
171,33.4400,21.8398,-510.0136,772.3014,370.9226
172,137.9974,-24.8220,-605.5648,-672.4858,-418.5705
173,137.5018,-27.1058,-599.6047,-654.3947,-454.3003
174,135.2563,-11.2494,-688.3888,-694.5748,-194.5087
175,292.3006,-24.8443,837.1199,343.3380,-418.9228
176,309.5926,25.9036,691.1427,571.6124,435.5779
177,246.8822,-8.3205,907.3514,-387.3522,-144.2865
178,37.6900,-25.1223,-551.9309,714.3734,-423.3083
179,20.5315,11.9319,-342.1394,913.5604,206.1430
180,17.4772,22.0897,-277.4663,881.2312,374.9548
181,341.1812,28.0211,283.9281,833.1357,468.4195
182,144.3721,-23.0974,-534.2538,-745.4698,-391.1454
183,25.0965,26.6467,-377.9839,807.0388,447.1729
184,159.4113,-20.6311,-328.1405,-873.5255,-351.3174
185,285.3146,15.5874,926.2950,253.6593,267.9209
186,71.4971,24.7018,-859.0083,287.4677,416.6703
187,328.2147,25.4109,474.3829,765.5407,427.8496
188,35.8756,22.9581,-538.0263,743.9221,388.9146
189,124.9657,-20.5853,-764.9222,-534.9216,-350.5709
190,143.4227,-19.1789,-561.1833,-756.2590,-327.5559
191,252.2901,-20.9521,887.0144,-283.2520,-356.5401
192,63.3996,-21.2465,-830.9335,416.1076,-361.3185
193,166.6133,13.1509,-224.7896,-944.5402,226.8494
194,150.8193,20.5294,-455.2639,-815.2419,349.6605
195,214.1306,13.9686,542.8925,-800.9285,240.6828
196,307.1255,-21.6184,739.0587,559.4622,-367.3435
197,206.9759,10.8274,444.2340,-872.7665,187.3012
198,164.1787,25.3576,-245.6479,-866.8713,427.0108
199,285.7320,22.5181,886.5488,249.7320,381.8535
200,214.9706,-8.0951,565.7812,-808.9038,-140.4038
201,332.6582,28.2510,403.4017,780.1790,471.9480
202,8.1862,-18.5423,-134.6026,935.6786,-317.0722
203,210.1936,11.8201,490.8170,-843.5237,204.2389
204,287.9875,-15.4531,914.0533,296.7729,-265.6678
205,290.1850,-14.3987,906.4367,333.2351,-247.9393
206,347.4876,27.8818,190.9401,860.3913,466.2786
207,110.6014,23.3256,-857.0278,-322.1593,394.7957
208,182.9100,-20.1484,47.5207,-934.8449,-343.4440
209,54.4961,20.9035,-758.2674,540.9439,355.7488
210,12.4871,24.9030,-195.5414,882.9711,419.8484
211,173.9313,-24.1489,-96.1866,-904.7120,-407.9110
212,37.0228,23.8379,-549.1522,728.1467,402.9655
213,216.4411,-18.9698,560.0892,-758.5479,-324.1175
214,43.6137,11.7935,-673.2532,706.6459,203.7860
215,140.1670,27.2971,-567.5524,-680.3996,457.2611
216,97.3022,-12.6736,-964.8866,-123.6425,-218.7540
217,19.0796,24.7841,-295.9042,855.5042,417.9717
218,335.7042,-24.1537,374.3259,829.2009,-407.9867
219,244.1701,12.7912,875.1816,-423.6432,220.7503
220,19.7539,-29.6919,-292.7440,815.1852,-493.8836
221,192.5292,14.3548,209.5476,-942.9364,247.1999
222,287.2787,18.6851,901.8928,280.5398,319.4274
223,282.9244,-13.9278,943.2378,216.4538,-239.9942
224,162.0916,27.5881,-271.7357,-840.8864,461.7540
225,142.4812,-5.3758,-604.5656,-787.3510,-93.4130
226,7.3608,26.1234,-114.6925,887.8388,439.0158
227,5.8588,-14.3529,-98.6010,960.9022,-247.1675
228,115.7992,25.1438,-812.6253,-392.8240,423.6465
229,189.8465,-19.8541,160.3736,-923.9896,-338.6306
230,35.5783,14.3285,-562.0646,785.7114,246.7549
231,333.3902,-28.0029,394.3138,787.0889,-468.1396
232,293.5263,26.4664,818.3787,356.2882,444.3671
233,58.6127,-20.6714,-796.3669,485.8612,-351.9740
234,283.0866,-16.9276,929.0966,215.9778,-290.3104
235,58.7601,15.4119,-821.8420,498.5078,264.9771
236,238.1906,15.0311,818.3245,-507.5695,258.5833
237,157.4390,18.2802,-363.2372,-874.2977,312.7448
238,279.1156,22.4645,909.7716,145.9754,380.9906
239,75.0897,25.5746,-869.0983,231.4169,430.4200
240,318.7269,28.2237,579.5182,660.2767,471.5298
241,31.3590,-12.8177,-505.9431,830.2043,-221.1995
242,158.8098,24.6662,-327.5210,-844.8259,416.1084
243,89.5397,-11.5130,-976.9762,7.8491,-199.0050
244,152.5657,-25.6732,-414.0303,-797.5775,-431.9676
245,241.4767,19.0128,828.2563,-450.1418,324.8243
246,331.0103,16.2205,463.9967,837.4267,278.5153
247,284.6513,18.7295,913.5650,238.8391,320.1592
248,107.8574,-28.1366,-836.8820,-269.6191,-470.1925
249,215.8641,11.8009,571.8012,-790.9554,203.9117
250,227.8654,11.7483,723.9080,-654.8962,203.0153
251,166.1806,-10.8275,-233.9224,-950.9706,-187.3023
252,129.8435,-9.7728,-754.4382,-629.5445,-169.2447
253,148.6153,28.8195,-454.9417,-745.7626,480.6384
254,248.7821,25.9311,835.8995,-324.5245,436.0079
255,141.5969,-12.4226,-604.8691,-763.0688,-214.4909
256,216.4296,-17.9533,563.2639,-763.1673,-307.3376
257,137.9028,23.5204,-612.8911,-678.3677,397.9056
258,255.4107,-26.1424,866.2104,-225.4579,-439.3121
259,129.1228,14.5854,-748.5932,-608.8609,251.0851
260,105.3954,-23.7937,-879.5851,-242.2015,-402.2628
261,281.7291,22.8567,899.5942,186.7736,387.2893
262,252.2202,-14.6438,918.6047,-294.5750,-252.0674
263,195.1494,-16.0894,250.3641,-924.7213,-276.3247
264,62.1950,-22.2247,-816.4260,430.5435,-377.1310
265,32.2397,19.6307,-500.9833,794.3281,334.9710
266,151.9685,21.8224,-435.0017,-817.0348,370.6410
267,226.7680,-9.7189,716.0248,-673.1446,-168.3205
268,207.8728,-16.1329,447.7831,-846.6876,-277.0515
269,208.9735,-18.0092,459.3220,-829.5443,-308.2639
270,286.0097,-23.8675,876.4388,251.4761,-403.4374
271,49.9324,-17.0315,-729.5787,613.6570,-292.0392
272,201.8894,-26.0714,333.8990,-831.0455,-438.2029
273,198.2920,-19.1099,295.6948,-894.5166,-326.4225
274,194.6085,-9.7023,247.8770,-951.0352,-168.0358
275,100.1780,21.1089,-915.5258,-164.3670,359.0863
276,61.3636,-8.1818,-866.1993,472.9807,-141.8981
277,279.5156,-18.9247,930.1961,155.9214,-323.3740
278,103.8232,19.4057,-913.1882,-224.6935,331.2810
279,213.9827,11.3416,546.4215,-810.6308,196.0821
280,227.0071,12.6098,711.7038,-663.5093,217.6697
281,160.9382,-20.3430,-305.3202,-883.6179,-346.6208
282,335.3582,-14.6334,402.2374,876.8705,-251.8933
283,56.5885,-16.8115,-796.7200,525.5700,-288.3756
284,251.9933,22.4763,876.2034,-284.8095,381.1801
285,37.3889,-10.6809,-594.9532,778.4780,-184.7965
286,156.1963,18.3480,-381.9637,-865.8747,313.8658
287,157.4323,20.1595,-359.2081,-864.3142,343.6241
288,341.7536,27.9258,275.8344,836.6695,466.9545
289,216.9042,-11.8419,585.9763,-780.3289,-204.6109
290,109.2008,-12.2032,-920.3277,-320.5061,-210.7600
291,163.8590,-12.4036,-270.7171,-935.4101,-214.1665
292,47.4420,-26.0172,-660.0082,606.0171,-437.3550
293,52.7658,-1.2569,-793.6446,603.1559,-21.8703
294,210.2762,-16.4005,482.2381,-826.0378,-281.5224
295,160.8964,-24.9793,-295.7938,-854.0302,-421.0529
296,141.8949,23.1881,-565.5914,-721.1938,392.5977
297,42.7083,-25.9503,-608.0923,658.7912,-436.3083
298,346.9926,25.7176,202.1874,875.2538,432.6638
299,57.5898,-20.8777,-786.4913,499.3189,-355.3295
300,290.0994,-17.3050,893.9613,327.1335,-296.5872
301,194.4915,18.6957,236.3377,-914.4102,319.6021
302,221.9789,18.8558,631.1068,-701.4356,322.2410
303,84.2707,24.4820,-902.8915,90.5867,413.1925
304,42.6952,-24.6829,-614.3363,665.8619,-416.3721
305,40.7549,-14.6506,-629.7473,730.7318,-252.1834
306,29.5029,24.5821,-446.5215,789.1296,414.7771
307,209.9256,-19.0392,470.2017,-816.8622,-325.2593
308,196.9986,13.9824,282.8544,-925.2568,240.9155
309,43.0096,-10.3757,-669.0001,717.1743,-179.5747
310,201.8345,-15.6049,357.1684,-891.4254,-268.2137
311,251.9072,-22.7804,873.8393,-285.4925,-386.0646
312,135.5197,-27.1454,-621.6597,-633.0404,-454.9131
313,174.8140,-10.6407,-88.5740,-975.9129,-184.1078
314,125.7313,-16.3094,-776.8156,-558.8414,-280.0015
315,200.3769,-19.1057,328.0497,-883.1899,-326.3525
316,296.0214,10.6868,880.4562,429.8340,184.8967
317,67.9060,13.4260,-898.6043,364.7753,231.5087
