phantom,method,regime,family,k,n_seeds,psnr_mean,psnr_std,ssim_mean,ssim_std,nrmse_mean,nrmse_std,hfen_mean,hfen_std,roi0_psnr_mean,roi0_psnr_std,roi0_ssim_mean,roi0_ssim_std,roi0_hfen_mean,roi0_hfen_std,roi1_psnr_mean,roi1_psnr_std,roi1_ssim_mean,roi1_ssim_std,roi1_hfen_mean,roi1_hfen_std,roi2_psnr_mean,roi2_psnr_std,roi2_ssim_mean,roi2_ssim_std,roi2_hfen_mean,roi2_hfen_std,roi3_psnr_mean,roi3_psnr_std,roi3_ssim_mean,roi3_ssim_std,roi3_hfen_mean,roi3_hfen_std,roi4_psnr_mean,roi4_psnr_std,roi4_ssim_mean,roi4_ssim_std,roi4_hfen_mean,roi4_hfen_std
lof_flange_v4b,greedy_adam_bundle_carm,limited-carm,ours,40,3,33.0843,0.6066,0.8582,0.001,0.1973,0.0139,8.9866,0.6555,20.901,1.4558,0.4762,0.1587,1.75,0.3398,20.0089,1.2101,0.3654,0.1407,1.945,0.3118,23.4643,1.254,0.4317,0.0296,0.5934,0.0208,25.0156,0.5836,0.455,0.0254,0.4825,0.0363,22.8057,0.577,0.2879,0.0307,0.4635,0.0572
lof_flange_v4b,greedy_adam_bundle_carm,limited-carm,ours,80,3,39.5224,0.0712,0.9237,0.0026,0.0938,0.0008,3.7257,0.0681,27.2957,2.9882,0.7933,0.0647,0.7826,0.2514,28.9279,2.3396,0.8347,0.0525,0.5801,0.1965,30.9432,0.3824,0.6647,0.0105,0.2255,0.0236,29.0053,1.0974,0.5871,0.0294,0.2934,0.0357,32.6475,1.0704,0.5396,0.0382,0.1666,0.028
