phantom,method,scout_views,k,resolution,kmax,seed,psnr,ssim,nrmse,hfen,li_mean,li_max,li_p95,photon_starved_frac
lof_flange_v3,greedy_bundle_scout,8,40,384,360,2,40.71698,0.9428,0.16938,3.81665,0.47775,4.57691,1.94223,0.0
lof_flange_v3,greedy_bundle_scout,8,80,384,360,2,42.8231,0.9687,0.13291,2.84584,0.47775,4.57642,1.951,0.0
lof_flange_v3,greedy_bundle_scout,16,40,384,360,2,39.34807,0.94833,0.19829,4.76255,0.47775,4.92534,1.9534,0.0
lof_flange_v3,greedy_bundle_scout,16,80,384,360,2,42.60355,0.96691,0.13631,2.94163,0.47775,4.76423,1.95744,0.0
lof_flange_v3,greedy_bundle_scout,32,40,384,360,2,39.7388,0.94332,0.18957,4.53886,0.47775,4.79956,1.9605,0.0
lof_flange_v3,greedy_bundle_scout,32,80,384,360,2,41.71856,0.96717,0.15093,3.54347,0.47775,5.04541,1.95507,0.0
lof_flange_v3,greedy_bundle_scout,64,40,384,360,2,40.55695,0.94165,0.17253,3.88588,0.47775,4.93038,1.95675,0.0
lof_flange_v3,greedy_bundle_scout,64,80,384,360,2,41.14958,0.96912,0.16115,3.86662,0.47775,5.0213,1.9913,0.0
lof_flange_v3,greedy_composite_scout,8,40,384,360,2,41.53113,0.94663,0.15422,3.25478,0.47775,4.69531,1.95157,0.0
lof_flange_v3,greedy_composite_scout,8,80,384,360,2,45.86616,0.9759,0.09363,1.61982,0.47775,4.91788,1.93664,0.0
lof_flange_v3,greedy_composite_scout,16,40,384,360,2,42.53999,0.95316,0.13731,2.82082,0.47775,4.92274,1.95244,0.0
lof_flange_v3,greedy_composite_scout,16,80,384,360,2,44.95561,0.97624,0.10397,1.95331,0.47775,5.47609,1.94616,0.0
lof_flange_v3,greedy_composite_scout,32,40,384,360,2,42.33927,0.95187,0.14052,2.9369,0.47775,5.02634,2.00106,0.0
lof_flange_v3,greedy_composite_scout,32,80,384,360,2,46.23016,0.97954,0.08978,1.34633,0.47775,5.39538,1.97202,0.0
lof_flange_v3,greedy_composite_scout,64,40,384,360,2,43.13063,0.95521,0.12828,2.54773,0.47775,5.24667,1.99609,0.0
lof_flange_v3,greedy_composite_scout,64,80,384,360,2,48.27196,0.9839,0.07098,0.97587,0.47775,5.52516,2.00065,0.0
lof_flange_v3,vcls_scout,8,40,384,360,2,44.94968,0.97504,0.10404,1.97451,0.47775,3.88323,2.04463,0.0
lof_flange_v3,vcls_scout,8,80,384,360,2,48.03798,0.98616,0.07291,1.0463,0.47775,3.88323,1.95934,0.0
lof_flange_v3,vcls_scout,16,40,384,360,2,44.90466,0.97474,0.10459,1.97746,0.47775,3.88323,2.02522,0.0
lof_flange_v3,vcls_scout,16,80,384,360,2,48.004,0.98627,0.0732,1.05723,0.47775,3.88323,1.95784,0.0
lof_flange_v3,vcls_scout,32,40,384,360,2,44.928,0.97613,0.1043,1.98078,0.47775,3.88323,2.03193,0.0
lof_flange_v3,vcls_scout,32,80,384,360,2,48.0309,0.98616,0.07297,1.04757,0.47775,3.88323,1.95882,0.0
lof_flange_v3,vcls_scout,64,40,384,360,2,44.96164,0.9756,0.1039,1.96869,0.47775,3.88323,2.04205,0.0
lof_flange_v3,vcls_scout,64,80,384,360,2,48.09081,0.98621,0.07247,1.03531,0.47775,3.88323,1.95848,0.0
