phantom,method,k,resolution,kmax,seed,psnr,ssim,nrmse,hfen,li_mean,li_max,li_p95,photon_starved_frac
lof_flange_v3,greedy_bundle,40,384,360,1,40.3229,0.94845,0.17724,4.12248,0.47775,5.1195,2.02082,0.0
lof_flange_v3,greedy_bundle,80,384,360,1,44.63277,0.97275,0.10791,2.09815,0.47775,5.31866,1.98806,0.0
lof_flange_v3,greedy_composite,40,384,360,1,44.07852,0.95721,0.11502,2.23788,0.47775,5.4872,2.024,0.0
lof_flange_v3,greedy_composite,80,384,360,1,48.8472,0.98467,0.06643,0.93039,0.47775,5.5665,2.06092,0.0
lof_flange_v3,vcls,40,384,360,1,45.16366,0.97652,0.10151,1.91063,0.47775,3.85418,2.01716,0.0
lof_flange_v3,vcls,80,384,360,1,48.1967,0.98646,0.07159,1.03972,0.47775,3.86316,1.95737,0.0
