view,theta_deg,phi_deg,src_x_mm,src_y_mm,src_z_mm
0,14.3683,-8.8580,-244.4751,954.3615,-153.5353
1,268.1792,-15.4397,960.6010,-30.5366,-265.4433
2,349.3670,-21.1612,171.5706,913.8692,-359.9355
3,51.5683,22.0665,-723.8406,574.3615,374.5808
4,234.3270,-9.0604,799.8718,-574.1939,-157.0142
5,318.3986,18.0822,629.3035,708.7677,309.4714
6,52.4807,-14.0959,-767.0114,588.9597,-242.8316
7,7.0205,-9.6852,-120.1285,975.4891,-167.7411
8,178.7645,-11.1560,-21.0928,-978.0010,-192.9146
9,166.6581,-12.9272,-224.2533,-945.5703,-223.0570
10,102.8758,10.2431,-956.5066,-218.6442,177.3042
11,26.6076,-27.1019,-397.5306,793.5887,-454.2395
12,143.6273,10.2535,-581.8542,-789.9955,177.4817
13,322.8643,-11.7827,589.2522,778.1229,-203.6020
14,120.7519,3.3325,-855.4220,-508.9604,57.9606
15,80.7888,12.1505,-962.1637,156.0293,209.8640
16,316.5694,-16.1032,658.5656,695.6691,-276.5555
17,297.8830,-12.8990,859.0743,454.5299,-222.5780
18,145.5764,-21.0968,-525.8703,-767.3364,-358.8905
19,200.7063,12.3983,344.3194,-910.9128,214.0770
20,97.0973,-16.4914,-948.7266,-118.1243,-283.0399
21,27.5085,16.7646,-440.9525,846.7568,287.5948
22,273.8288,-11.7176,974.1118,65.1930,-202.4921
23,294.0879,-13.2527,886.0036,396.1044,-228.5740
24,215.6914,-19.2481,549.1917,-764.5239,-328.6924
25,252.2009,-8.2734,939.4636,-301.6123,-143.4752
26,338.9712,22.6687,330.1459,858.7700,384.2718
27,329.8413,21.8646,464.8918,800.0887,371.3226
28,143.0026,-20.0553,-563.6316,-748.0347,-341.9218
29,216.2863,-9.0487,582.7427,-793.7049,-156.8138
30,310.4233,4.9665,756.1937,644.1017,86.3194
31,111.9512,21.1142,-862.6985,-347.6975,359.1722
32,284.4083,-20.2327,906.1206,232.7914,-344.8196
33,105.7755,-24.3597,-874.0927,-246.9390,-411.2542
34,14.0646,12.6884,-236.3856,943.5602,219.0042
35,255.8054,9.9351,952.1315,-240.8305,172.0268
36,138.6891,-18.3933,-624.5842,-710.6754,-314.6140
37,350.2726,26.7288,150.4644,877.7246,448.4496
38,261.9458,20.4813,924.8273,-130.8685,348.8769
39,227.8550,-11.6610,724.0176,-655.2343,-201.5279
40,105.5543,-21.3430,-894.6769,-249.0295,-362.8837
41,73.9970,17.5834,-913.6503,262.0368,301.2089
42,166.4901,-21.3079,-217.0067,-903.2072,-362.3145
43,136.7745,-24.4298,-621.7269,-661.4807,-412.3662
44,148.7054,-21.7640,-480.9983,-791.2717,-369.6983
45,77.5618,3.5130,-971.8372,214.3520,61.0956
46,126.1161,-20.3769,-755.0530,-550.9194,-347.1740
47,352.6982,-11.7529,124.0664,968.2496,-203.0940
48,75.7839,2.7871,-965.3921,244.5703,48.4818
