phantom,method,scout_views,k,resolution,kmax,seed,psnr,ssim,nrmse,hfen,li_mean,li_max,li_p95,photon_starved_frac
lof_flange_v3,greedy_bundle_scout,8,40,384,360,2,38.22957,0.94329,0.22554,5.61297,0.47775,5.55531,1.9688,0.0
lof_flange_v3,greedy_bundle_scout,8,80,384,360,2,39.43314,0.96695,0.19636,4.93719,0.47775,5.07342,1.94809,0.0
lof_flange_v3,greedy_bundle_scout,16,40,384,360,2,39.38612,0.94255,0.19742,4.73286,0.47775,4.9256,1.97621,0.0
lof_flange_v3,greedy_bundle_scout,16,80,384,360,2,41.46793,0.96962,0.15535,3.72927,0.47775,5.06625,1.97928,0.0
lof_flange_v3,greedy_bundle_scout,32,40,384,360,2,39.18464,0.93618,0.20206,4.79924,0.47775,5.18528,1.98542,0.0
lof_flange_v3,greedy_bundle_scout,32,80,384,360,2,40.87779,0.96517,0.16627,3.96433,0.47775,5.10158,1.98934,0.0
lof_flange_v3,greedy_bundle_scout,64,40,384,360,2,38.78903,0.94168,0.21147,5.21383,0.47775,4.92046,1.98133,0.0
lof_flange_v3,greedy_bundle_scout,64,80,384,360,2,40.31499,0.96419,0.1774,4.29268,0.47775,5.07233,1.98005,0.0
lof_flange_v3,greedy_composite_scout,8,40,384,360,2,38.35969,0.94088,0.22219,5.47423,0.47775,5.00031,1.9303,0.0
lof_flange_v3,greedy_composite_scout,8,80,384,360,2,39.3047,0.969,0.19928,5.05359,0.47775,5.36844,1.92818,0.0
lof_flange_v3,greedy_composite_scout,16,40,384,360,2,40.66117,0.94212,0.17047,3.70054,0.47775,4.90928,1.96465,0.0
lof_flange_v3,greedy_composite_scout,16,80,384,360,2,46.11424,0.97871,0.09099,1.42922,0.47775,5.67004,1.98621,0.0
lof_flange_v3,greedy_composite_scout,32,40,384,360,2,40.27945,0.94621,0.17813,4.16509,0.47775,4.93641,1.95587,0.0
lof_flange_v3,greedy_composite_scout,32,80,384,360,2,44.37918,0.97387,0.11111,2.14335,0.47775,5.36999,1.98133,0.0
lof_flange_v3,greedy_composite_scout,64,40,384,360,2,38.92043,0.9431,0.2083,5.07602,0.47775,5.54825,1.95119,0.0
lof_flange_v3,greedy_composite_scout,64,80,384,360,2,41.295,0.97002,0.15847,3.67653,0.47775,5.3681,1.95431,0.0
lof_flange_v3,vcls_scout,8,40,384,360,2,45.06975,0.97673,0.10262,1.9398,0.47775,3.88323,2.04473,0.0
lof_flange_v3,vcls_scout,8,80,384,360,2,47.68975,0.98182,0.0759,1.09602,0.47775,3.92219,1.96811,0.0
lof_flange_v3,vcls_scout,16,40,384,360,2,45.05103,0.97667,0.10284,1.95074,0.47775,3.88323,2.04254,0.0
lof_flange_v3,vcls_scout,16,80,384,360,2,48.05279,0.98557,0.07279,1.03925,0.47775,3.88323,1.96186,0.0
lof_flange_v3,vcls_scout,32,40,384,360,2,45.05281,0.97593,0.10282,1.94707,0.47775,3.88323,2.03768,0.0
lof_flange_v3,vcls_scout,32,80,384,360,2,48.02394,0.98606,0.07303,1.04634,0.47775,3.88323,1.9581,0.0
lof_flange_v3,vcls_scout,64,40,384,360,2,44.84454,0.97438,0.10531,1.98647,0.47775,3.88323,2.02961,0.0
lof_flange_v3,vcls_scout,64,80,384,360,2,48.0696,0.98624,0.07265,1.04,0.47775,3.88323,1.96055,0.0
