phantom,method,regime,family,k,n_seeds,psnr_mean,psnr_std,ssim_mean,ssim_std,nrmse_mean,nrmse_std,hfen_mean,hfen_std,roi0_psnr_mean,roi0_psnr_std,roi0_ssim_mean,roi0_ssim_std,roi0_hfen_mean,roi0_hfen_std,roi1_psnr_mean,roi1_psnr_std,roi1_ssim_mean,roi1_ssim_std,roi1_hfen_mean,roi1_hfen_std,roi2_psnr_mean,roi2_psnr_std,roi2_ssim_mean,roi2_ssim_std,roi2_hfen_mean,roi2_hfen_std,roi3_psnr_mean,roi3_psnr_std,roi3_ssim_mean,roi3_ssim_std,roi3_hfen_mean,roi3_hfen_std,roi4_psnr_mean,roi4_psnr_std,roi4_ssim_mean,roi4_ssim_std,roi4_hfen_mean,roi4_hfen_std
lof_flange_v3,greedy_adam_bundle_two_axis,two-axis,ours,40,3,44.1854,0.605,0.9615,0.0024,0.1139,0.0079,2.1605,0.1641,30.6093,2.392,0.8596,0.0356,0.4601,0.1251,32.4161,2.3431,0.8843,0.0227,0.3377,0.0674,29.6255,0.4369,0.6985,0.0158,0.2891,0.0277,29.8433,1.0269,0.6178,0.0471,0.2441,0.0354,35.1804,0.0927,0.6756,0.0137,0.1348,0.0021
lof_flange_v3,greedy_adam_bundle_two_axis,two-axis,ours,80,3,49.6181,0.2411,0.99,0.0011,0.0608,0.0017,0.9271,0.0282,38.9483,0.6526,0.9563,0.0029,0.1397,0.0127,37.4816,0.9717,0.9469,0.0068,0.1695,0.0336,34.4853,0.7179,0.8349,0.0132,0.1084,0.0048,35.8609,0.3911,0.8229,0.0068,0.0918,0.0063,39.7349,0.0381,0.8314,0.0021,0.0609,0.0011
