view,theta_deg,phi_deg,src_x_mm,src_y_mm,src_z_mm
0,355.5175,26.9181,69.4829,886.3218,451.3897
1,144.0576,-0.8724,-585.1840,-807.1407,-15.1804
2,175.1080,7.8707,-84.2261,-984.0787,136.5360
3,147.4515,-2.6674,-535.8550,-839.5554,-46.4022
4,288.7128,-16.6768,904.6420,306.4289,-286.1313
5,335.3735,-18.4565,394.1096,859.7587,-315.6575
6,60.0340,19.0786,-816.3361,470.6664,325.9075
7,314.3864,-23.7742,652.0791,638.2592,-401.9517
8,22.0735,27.8298,-331.3568,817.1168,465.4781
9,330.4668,26.8813,438.3758,773.7807,450.8182
10,297.1304,27.8953,784.2551,401.8481,466.4859
11,301.3299,18.1488,809.3141,492.6486,310.5721
12,167.0426,-17.1797,-213.5941,-928.3276,-294.5040
13,156.4907,-26.6904,-355.3494,-816.8851,-447.8534
14,156.8997,14.2889,-379.0895,-888.7513,246.0882
15,331.8114,-18.8535,445.7215,831.6637,-322.2029
16,271.1941,-26.7514,890.1573,18.5550,-448.8015
17,157.2997,-11.7394,-376.7309,-900.5925,-202.8646
18,113.5428,4.0465,-911.7964,-397.2706,70.3587
19,205.9341,-27.5351,386.6620,-795.0950,-460.9376
20,150.8963,-26.3292,-434.6560,-780.8047,-442.2274
21,210.5123,-27.8018,447.7982,-759.8383,-465.0480
22,14.0016,27.8071,-213.3829,855.7275,465.1292
23,143.7783,-23.6563,-539.6701,-736.7798,-400.0733
24,174.2744,27.9789,-87.8460,-876.1393,467.7712
25,33.5510,-28.0321,-486.4111,733.4683,-468.5890
26,90.0314,-22.8334,-918.9356,-0.5038,-386.9159
27,80.1368,-26.6493,-877.9781,152.6499,-447.2131
28,275.3139,5.1665,988.7506,91.9653,89.7872
29,69.5336,25.9741,-839.7770,313.4189,436.6807
30,293.3109,28.0936,807.7943,348.0727,469.5326
31,230.6727,27.1871,686.0608,-562.0803,455.5584
32,10.5570,11.4716,-179.0278,960.6111,198.2989
33,199.0996,-4.0087,325.4535,-939.8768,-69.7024
34,10.2625,27.5254,-157.5280,870.0616,460.7871
