phantom,method,regime,family,k,n_seeds,psnr_mean,psnr_std,ssim_mean,ssim_std,nrmse_mean,nrmse_std,hfen_mean,hfen_std,roi0_psnr_mean,roi0_psnr_std,roi0_ssim_mean,roi0_ssim_std,roi0_hfen_mean,roi0_hfen_std,roi1_psnr_mean,roi1_psnr_std,roi1_ssim_mean,roi1_ssim_std,roi1_hfen_mean,roi1_hfen_std,roi2_psnr_mean,roi2_psnr_std,roi2_ssim_mean,roi2_ssim_std,roi2_hfen_mean,roi2_hfen_std,roi3_psnr_mean,roi3_psnr_std,roi3_ssim_mean,roi3_ssim_std,roi3_hfen_mean,roi3_hfen_std,roi4_psnr_mean,roi4_psnr_std,roi4_ssim_mean,roi4_ssim_std,roi4_hfen_mean,roi4_hfen_std
lof_flange_v4a,greedy_adam_bundle_two_axis,two-axis,ours,40,3,41.3392,0.7293,0.9378,0.0041,0.1265,0.0104,3.2566,0.4048,28.362,2.422,0.822,0.056,0.6121,0.2512,27.7138,4.4061,0.7761,0.1247,0.8299,0.4421,28.6585,0.1621,0.6263,0.0027,0.3424,0.0092,28.8455,0.7343,0.5783,0.0282,0.2806,0.0354,33.9197,0.2348,0.5764,0.0229,0.1573,0.0037
lof_flange_v4a,greedy_adam_bundle_two_axis,two-axis,ours,80,3,47.4073,0.0954,0.9817,0.0003,0.0627,0.0007,1.2827,0.0446,37.5258,0.8983,0.9479,0.0093,0.1658,0.0311,36.1273,0.3503,0.9378,0.0039,0.211,0.0286,32.8282,0.0463,0.8023,0.0027,0.1568,0.006,35.2457,0.4081,0.7896,0.0183,0.1026,0.0109,38.741,0.0662,0.7859,0.0134,0.0762,0.0009
