phantom,method,regime,family,k,n_seeds,psnr_mean,psnr_std,ssim_mean,ssim_std,nrmse_mean,nrmse_std,hfen_mean,hfen_std,roi0_psnr_mean,roi0_psnr_std,roi0_ssim_mean,roi0_ssim_std,roi0_hfen_mean,roi0_hfen_std,roi1_psnr_mean,roi1_psnr_std,roi1_ssim_mean,roi1_ssim_std,roi1_hfen_mean,roi1_hfen_std,roi2_psnr_mean,roi2_psnr_std,roi2_ssim_mean,roi2_ssim_std,roi2_hfen_mean,roi2_hfen_std,roi3_psnr_mean,roi3_psnr_std,roi3_ssim_mean,roi3_ssim_std,roi3_hfen_mean,roi3_hfen_std,roi4_psnr_mean,roi4_psnr_std,roi4_ssim_mean,roi4_ssim_std,roi4_hfen_mean,roi4_hfen_std
lof_flange_v3,greedy_adam_composite,free-sphere,ours,40,3,45.4876,0.2026,0.9683,0.0024,0.0978,0.0023,1.8302,0.0576,32.8876,0.3491,0.9021,0.0033,0.3341,0.0144,36.0242,0.4635,0.9317,0.0064,0.2359,0.0085,30.4777,1.0231,0.7542,0.0356,0.2479,0.0512,30.8069,0.1948,0.6448,0.0102,0.2209,0.01,36.4569,0.2775,0.7975,0.0225,0.1133,0.0049
lof_flange_v3,greedy_adam_composite,free-sphere,ours,80,3,50.3732,0.0987,0.9892,0.0006,0.0557,0.0006,0.7988,0.0131,39.3853,0.8523,0.9616,0.0057,0.1288,0.0106,40.3159,1.5285,0.9661,0.0093,0.1121,0.0261,34.1802,0.2214,0.8806,0.0073,0.1034,0.0041,35.6423,0.2024,0.8247,0.0125,0.0956,0.0037,40.4108,0.1977,0.8857,0.0174,0.0555,0.0025
