view,theta_deg,phi_deg,src_x_mm,src_y_mm,src_z_mm
0,101.1016,19.1762,-923.7269,-181.2546,327.3718
1,303.4710,-29.0175,727.0042,480.6653,-483.4487
2,154.7417,-10.2917,-418.4243,-886.8554,-178.0599
3,103.4942,16.7153,-928.1789,-222.7369,286.6515
4,280.2636,29.2269,855.8457,154.9726,486.6297
5,164.3985,-11.9227,-262.2593,-939.2141,-205.8976
6,85.5963,23.4966,-911.3065,70.1800,397.3565
7,307.0127,-28.4476,699.7286,527.5257,-474.7562
8,99.6200,5.6320,-977.8843,-165.7481,97.8091
9,108.1544,10.1320,-932.2614,-305.6902,175.3261
10,173.3440,-17.2567,-110.3188,-945.3640,-295.6580
11,147.0699,-7.5874,-537.0464,-829.1927,-131.5959
12,79.6442,19.2960,-925.3328,169.0925,329.3386
13,97.4701,18.7383,-935.8063,-122.7051,320.1672
14,68.2186,-4.7591,-922.2982,368.5451,-82.6880
15,109.6784,29.5826,-816.1063,-291.8611,492.0208
16,287.1751,27.9147,841.4070,260.0576,466.5847
17,228.6560,-25.5615,675.0015,-593.9221,-430.0307
18,102.2273,22.5736,-899.4108,-194.9081,382.5807
19,275.6183,29.1601,866.1487,85.2063,485.6163
20,347.6988,-27.3419,188.6133,864.9744,-457.7566
21,105.0422,11.5331,-943.0598,-253.4360,199.2624
22,169.7467,-15.3183,-171.1003,-945.8848,-263.2937
23,218.6358,-22.1499,576.3488,-721.0544,-375.7651
24,110.4071,26.2578,-837.7058,-311.6580,440.9253
25,83.7504,13.3108,-964.1047,105.5792,229.4603
26,226.0654,-25.8594,645.8480,-622.2648,-434.6997
27,93.4430,15.6637,-957.8984,-57.6311,269.0844
28,94.0472,18.7864,-941.1945,-66.5946,320.9595
29,249.2764,-29.2882,813.0009,-307.5895,-487.5605
30,52.0724,-15.4122,-757.8694,590.5718,-264.8693
31,116.9716,27.9991,-784.2748,-399.1190,467.8824
32,99.0856,15.4213,-948.7062,-151.7129,265.0223
33,113.3732,7.5475,-906.9328,-391.9606,130.9075
34,319.4175,-28.4944,569.8192,665.2296,-475.4710
35,170.6308,-15.6749,-156.2150,-946.7770,-269.2712
36,253.9324,-29.4001,834.3692,-240.3165,-489.2575
37,16.8771,-21.1715,-269.8157,889.3447,-359.9476
38,229.7006,-26.0698,682.7800,-579.0273,-437.9906
39,101.2583,17.3389,-933.0475,-185.7344,297.0220
40,127.3686,-1.9352,-791.6273,-604.5580,-33.6565
41,271.4669,28.9567,871.7629,22.3236,482.5225
42,357.9601,-24.9570,32.1633,903.0083,-420.5217
43,102.6416,12.5733,-949.1608,-212.8857,216.9572
44,17.8916,-22.7503,-282.3643,874.6544,-385.4179
45,210.1810,-19.1016,473.4584,-814.1027,-326.1454
46,97.5436,19.3059,-932.4580,-123.4826,329.5013
47,129.7577,-2.5725,-765.4033,-636.7524,-44.7334
48,69.9050,-2.0398,-935.3784,342.2073,-35.4742
49,25.0778,-20.3144,-396.1514,846.5463,-346.0065
50,166.0862,-14.0300,-232.5061,-938.5413,-241.6154
51,247.3813,-29.1444,803.5106,-334.7776,-485.3777
52,186.0320,-18.6875,99.2094,-938.8732,-319.3299
53,118.1412,3.1104,-877.5333,-469.3695,54.0771
54,288.3907,28.0394,834.7345,277.5282,468.5011
55,9.9275,-22.8798,-158.3047,904.4803,-387.4944
56,204.5883,-18.9943,392.1188,-856.9227,-324.3813
57,121.9940,-0.3231,-845.2432,-528.0428,-5.6195
58,100.2701,19.7415,-923.0366,-167.2471,336.6436
59,236.3906,-27.9331,733.3311,-487.3978,-466.8682
60,12.9923,-24.0860,-204.5563,886.5771,-406.7367
61,64.9816,-7.3908,-895.6265,417.9876,-128.2043
62,41.5011,-16.2606,-633.9919,716.5703,-279.0668
63,280.2517,29.2320,855.8351,154.7865,486.7075
64,76.1815,24.6585,-879.5444,216.3387,415.8080
65,112.9494,29.5599,-798.3036,-338.0273,491.6765
66,150.8028,-10.0266,-478.7532,-856.7278,-173.5215
67,289.8902,27.4206,831.8958,300.9810,458.9737
68,79.6861,24.7179,-890.6992,162.0901,416.7477
69,257.2493,-29.5646,845.5023,-191.3277,-491.7485
70,92.2260,19.7346,-937.3988,-36.4373,336.5304
71,112.7333,16.8284,-879.8525,-368.6517,288.5349
72,60.0753,-10.3201,-849.7986,489.1429,-178.5453
73,106.2129,26.3988,-857.2113,-249.2518,443.1244
74,82.5301,8.1590,-978.1823,128.2572,141.4443
75,76.0703,3.4931,-965.5362,239.4776,60.7241
76,173.0480,11.3987,-118.2522,-969.8018,196.9715
77,261.1694,-29.2491,859.2673,-133.4922,-486.9665
78,183.4398,-17.5922,57.0021,-948.3199,-301.2259
79,102.5843,17.1449,-929.4754,-207.4942,293.8002
80,340.8341,-27.7412,289.5929,833.1959,-463.9156
81,197.2490,-19.0394,279.3618,-899.7493,-325.1232
82,8.4539,-22.5989,-135.2695,910.1208,-382.9872
83,90.0981,14.7403,-963.8408,-1.6495,253.5844
84,113.7339,8.0056,-903.4603,-397.2282,138.8027
85,150.1788,-8.1140,-490.6635,-856.0131,-140.6693
86,242.1742,-29.4569,767.4588,-405.0775,-490.1184
87,0.2942,-24.4192,-4.6597,907.4765,-412.0213
88,126.9659,-1.5823,-796.0073,-599.0926,-27.5204
89,159.8086,-12.1542,-336.2871,-914.4271,-209.8358
90,191.9903,-19.4282,195.2594,-919.3870,-331.5089
91,239.3646,-28.6399,752.6185,-445.7256,-477.6934
92,353.8715,-26.5075,95.2146,886.7749,-444.8161
93,211.7526,-20.3781,491.6611,-794.4341,-347.0456
94,140.4455,-5.4622,-631.7922,-764.9413,-94.8694
95,216.5173,-21.2805,552.6296,-746.3640,-361.7156
96,145.4545,-7.6818,-560.0851,-813.5435,-133.2232
97,143.1406,-6.9179,-593.4866,-791.6188,-120.0428
98,45.0944,-19.3522,-666.0097,663.8187,-330.2616
99,233.1032,-27.5520,706.6428,-530.5010,-461.0008
100,98.6926,19.4059,-929.2244,-142.0686,331.1425
101,107.5500,14.3646,-920.5450,-291.1300,247.2593
102,157.4790,-9.5915,-376.4000,-907.7682,-166.0625
103,88.9642,14.9149,-962.9078,17.4097,256.5195
104,224.4773,-20.8868,652.3889,-664.4012,-355.3261
105,31.9475,29.8066,-457.5995,733.8077,495.4048
106,97.4462,19.3061,-932.6651,-121.8963,329.5056
107,336.1058,-27.9836,356.4908,804.6870,-467.6431
108,14.4446,29.3534,-216.6884,841.2266,488.5499
109,237.7814,-29.3744,734.7751,-463.0454,-488.8674
110,5.1720,29.6196,-78.1034,862.8801,492.5796
111,287.3927,28.3353,837.1219,262.2209,473.0369
112,343.5691,-27.8619,249.2300,845.1257,-465.7724
113,65.9642,-4.8441,-906.9741,404.4896,-84.1612
114,247.3629,-29.3150,802.0660,-334.4774,-487.9671
115,3.7304,-24.8549,-58.8370,902.4132,-418.9099
116,284.2961,29.3957,841.4363,214.4181,489.1898
117,100.9050,-0.8684,-978.5334,-188.5237,-15.1055
118,5.9439,-25.3378,-93.2783,895.9236,-426.5172
119,34.2247,-18.3480,-532.0548,782.1686,-313.7306
120,97.7507,19.2567,-932.2853,-126.8894,328.6945
121,287.2261,27.9295,841.0602,260.7710,466.8118
122,310.9440,-29.0446,658.1422,570.9855,-483.8608
123,103.6174,16.9401,-926.5979,-224.4648,290.3941
124,253.8890,-29.4682,833.6274,-240.7884,-490.2889
125,289.1286,28.0457,831.0428,288.2395,468.5965
126,87.6809,14.0640,-965.9766,39.1208,242.1894
127,138.5368,-7.2101,-654.6976,-740.9597,-125.0862
128,111.5189,9.8621,-913.4724,-360.1749,170.7019
129,292.0987,26.6255,825.5018,335.1805,446.6518
130,75.8668,1.1733,-966.2725,243.3063,20.4081
131,94.7660,17.6716,-946.3300,-78.9002,302.5414
132,339.8538,-27.5855,304.2382,829.2994,-461.5175
133,288.1309,28.1474,835.1436,273.4652,470.1585
134,287.3030,27.9529,840.5268,261.8428,467.1723
135,162.1065,-12.9229,-298.4609,-924.4127,-222.8886
136,357.5081,-25.7322,39.0357,896.9598,-432.7082
137,82.6899,16.4501,-948.0780,121.6211,282.2292
138,239.4939,-29.1099,750.2212,-442.0214,-484.8528
139,91.8327,15.4973,-959.9169,-30.7150,266.2951
140,324.2220,-28.4762,512.1870,710.7407,-475.1936
141,172.9921,-13.6327,-118.1709,-961.3281,-234.9059
142,284.3713,27.6655,855.0784,219.0911,462.7494
143,329.6400,-28.0743,444.4643,758.7837,-469.0370
144,232.1480,-27.6643,696.9868,-541.6513,-462.7312
145,115.8402,6.4810,-891.2595,-431.6229,112.4946
146,34.9849,-19.7713,-537.7495,768.4174,-337.1305
147,99.5094,20.8199,-918.7632,-153.9028,354.2387
148,161.5553,-12.7761,-307.5197,-922.0374,-220.3986
149,31.3312,-19.8398,-487.4785,800.7793,-338.2516
150,315.2078,-28.4406,617.4288,621.9229,-474.6478
151,132.9022,-4.3114,-727.9921,-676.5432,-74.9248
152,166.5968,-13.6589,-224.4902,-942.0785,-235.3491
153,335.1535,-27.9268,370.0096,799.0715,-466.7702
154,13.4069,-21.2994,-215.3016,903.2622,-362.0215
155,143.0393,-8.8616,-592.0958,-786.8594,-153.5310
156,106.0957,25.9119,-861.3071,-248.5328,435.5209
157,84.3186,10.1252,-976.3018,97.1273,175.2087
158,87.7336,14.1828,-965.5080,38.2115,244.1946
159,5.8994,-23.7342,-93.7729,907.5170,-401.1438
160,19.5474,-21.6028,-310.0403,873.2303,-366.9343
161,287.1901,27.9362,841.1714,260.2265,466.9152
162,89.6615,12.7174,-972.1760,5.7431,219.4030
163,241.1532,-29.0512,763.1396,-420.3523,-483.9615
164,288.6121,26.8355,842.8002,283.8322,449.9154
165,152.1273,-9.7107,-459.2625,-868.3978,-168.1078
166,235.0244,-28.8295,715.4293,-500.4955,-480.5852
167,36.3586,-17.0598,-564.8489,767.3032,-292.3841
168,353.1161,-27.7592,105.7071,875.5840,-464.1933
169,104.6929,15.2983,-929.8907,-243.8298,262.9584
170,79.6068,3.2634,-978.7012,179.5051,56.7345
171,287.2505,28.4020,837.2440,259.9786,474.0574
172,202.6396,-19.1072,362.5047,-869.1699,-326.2373
173,302.0424,-28.5013,742.4239,464.6829,-475.5769
174,283.7194,28.5422,850.5367,207.6435,476.2021
175,93.5353,2.4989,-993.8003,-61.3983,43.4534
176,232.2987,-26.1108,708.0775,-547.2897,-438.6310
177,73.2939,0.8951,-954.4597,286.4632,15.5702
178,184.3536,-19.3182,71.3971,-937.8137,-329.7041
