view,theta_deg,phi_deg,src_x_mm,src_y_mm,src_z_mm
0,136.1398,-11.0106,-678.1525,-705.6857,-190.4310
1,308.1653,-17.4361,747.9072,587.8111,-298.7642
2,158.7767,20.5233,-338.0343,-870.4523,349.5606
3,125.3301,-26.4263,-728.4447,-516.3419,-443.7413
4,304.6769,24.4238,746.5864,516.5152,412.2715
5,153.2657,20.2023,-420.9415,-835.7014,344.3232
6,80.3590,26.8001,-877.3994,149.0467,449.5582
7,245.8725,-25.6452,820.3240,-367.4209,-431.5290
8,95.3011,-29.1842,-866.7748,-80.4253,-486.1895
9,130.5779,-12.9338,-738.0833,-632.1200,-223.1689
10,193.8662,12.8792,232.9417,-943.6595,222.2429
11,148.9749,18.9221,-486.1312,-808.2571,323.3325
12,44.6362,23.6267,-641.8219,650.0235,399.6013
13,69.2240,24.4466,-848.6566,321.9680,412.6324
14,60.8978,-20.2320,-817.4407,455.0219,-344.8082
15,131.8249,21.6500,-690.5873,-617.9961,367.8546
16,234.3804,20.4050,759.6608,-544.2563,347.6316
17,236.1264,20.3892,775.9695,-520.9118,347.3749
18,57.2526,11.1616,-822.7363,529.1498,193.0093
19,293.1759,25.9806,823.9766,352.7466,436.7831
20,340.4400,19.7347,314.2067,884.3474,336.6761
21,110.1585,-21.5010,-870.8575,-319.6965,-365.4427
22,202.2208,18.8934,356.7537,-873.2902,322.8589
23,244.5141,23.0008,828.4913,-394.9202,389.5988
24,126.6324,26.1321,-718.3401,-534.1168,439.1509
25,103.6024,-25.2133,-876.7745,-212.1537,-424.7401
26,196.8920,-19.9689,272.2985,-896.6906,-340.5094
27,100.5896,-12.2814,-957.6583,-179.0415,-212.0891
28,75.5551,-21.2277,-900.0361,231.8413,-361.0145
29,258.3988,-22.1969,904.3182,-185.6489,-376.6827
30,78.3649,-21.5079,-908.5790,187.0852,-365.5550
31,118.7190,29.3041,-762.5212,-417.7976,488.0099
32,61.8508,24.3644,-800.8420,428.4940,411.3296
33,126.4025,25.2238,-725.9899,-535.2946,424.9064
34,285.2312,-18.5442,912.0953,248.3440,-317.1033
35,189.8938,15.5333,165.0623,-946.3641,267.0139
36,255.1560,-15.4026,929.1777,-246.2628,-264.8217
37,36.8520,27.0078,-532.7789,710.8332,452.7802
38,220.5145,-13.3276,630.2922,-737.5982,-229.8428
39,72.0635,-20.2314,-890.0840,288.1161,-344.7995
40,204.5742,-18.7033,392.7561,-858.8739,-319.7270
41,298.8572,18.3812,828.7047,456.6616,314.4136
42,5.8467,23.9599,-92.8157,906.4120,404.9069
43,131.4777,-18.5173,-708.3431,-626.1980,-316.6595
44,34.5123,23.6814,-517.3521,752.4062,400.4733
45,195.0906,-23.1486,238.6841,-885.1785,-391.9643
46,84.8752,24.6628,-902.4933,80.9399,416.0547
47,110.3262,17.9839,-889.3017,-329.4248,307.8453
48,48.2856,-26.5545,-665.7682,593.4788,-445.7383
49,323.8346,-28.5001,517.0848,707.4040,-475.7625
50,159.8532,-25.0542,-311.1042,-847.9854,-422.2343
51,258.5333,-16.4817,937.0169,-190.0705,-282.8772
52,204.9471,7.2796,417.1550,-896.7534,126.3409
53,166.0188,12.0022,-235.6289,-946.3807,207.3397
54,242.3952,26.1366,793.2193,-414.7698,439.2222
55,25.9820,19.7449,-411.1236,843.6002,336.8429
56,164.6497,-7.2378,-261.8414,-953.8376,-125.6184
57,103.9790,-28.6953,-848.7126,-211.2781,-478.7436
58,128.2614,22.9878,-720.7212,-568.4040,389.3904
59,277.7476,-13.0765,962.3486,130.9283,-225.5882
60,16.9058,-24.2777,-264.3044,869.6134,-409.9545
61,59.2024,12.2071,-837.0984,498.9642,210.8266
62,64.9315,-17.6360,-860.6998,402.6041,-302.0809
63,342.0072,27.5496,273.0695,840.7803,461.1601
64,57.6762,25.1989,-762.3807,482.4013,424.5133
65,45.5207,8.7144,-703.1998,690.5336,151.0648
66,226.2997,16.4789,691.2355,-660.5656,282.8312
67,289.1996,-12.5199,919.2200,320.0992,-216.1439
68,121.4439,25.3728,-768.5964,-469.9615,427.2502
69,245.5399,-23.0792,834.9426,-379.8029,-390.8550
70,102.8209,14.2955,-942.1064,-214.4026,246.1994
71,112.7871,-7.1821,-912.0357,-383.1430,-124.6566
72,43.8103,11.2654,-676.9454,705.6571,194.7816
73,87.3580,23.5734,-912.8912,42.1246,398.7509
74,71.4965,-22.3852,-874.2747,292.5877,-379.7147
75,76.3810,-16.8474,-927.4434,224.6983,-288.9749
76,278.4115,18.0117,938.0063,138.7049,308.3053
77,302.3175,8.0420,834.3358,527.8008,139.4892
78,119.1429,-0.5021,-870.8150,-485.5429,-8.7376
79,126.6547,-23.5879,-733.0630,-545.5070,-398.9833
80,342.2692,20.9530,283.5734,886.9061,356.5540
81,212.0018,18.4635,501.1946,-802.0216,315.7726
82,327.5919,5.2173,532.1621,838.2899,90.6672
83,38.1735,25.4434,-556.4656,707.8140,428.3601
84,140.9634,-25.7961,-565.3928,-697.2899,-433.8950
85,150.3507,-23.6888,-451.6800,-793.5101,-400.5919
86,255.4521,-25.3950,871.8459,-226.2533,-427.5992
87,2.8132,12.4074,-47.7931,972.6087,214.2316
88,118.0636,-23.1128,-809.2184,-431.4223,-391.3915
89,156.0993,21.0968,-376.8893,-850.4705,358.8890
90,223.6827,-20.8718,643.4518,-673.7401,-355.2339
91,283.2423,-18.3700,921.0986,216.7600,-314.2285
92,337.0048,20.9216,363.8290,857.3265,356.0432
93,287.8909,24.1587,865.7490,279.4768,408.0667
94,129.8945,-28.9872,-669.1473,-559.3852,-483.1946
95,232.0265,-29.2232,685.9484,-535.4104,-486.7828
96,164.8471,21.5518,-242.4078,-895.1171,366.2663
97,199.3097,-24.1709,300.7998,-858.4814,-408.2598
98,19.6769,19.3629,-316.7394,885.7429,330.5794
99,224.4393,14.4412,676.0440,-689.4068,248.6559
100,132.1524,22.2876,-683.9661,-619.1479,378.1445
101,139.3425,-27.0986,-578.3129,-673.3610,-454.1874
102,160.7530,24.1869,-299.8213,-858.7027,408.5143
103,97.0426,22.2331,-915.9756,-113.1590,377.2674
104,236.2209,26.3282,742.7833,-496.8575,442.2133
105,32.2782,20.4542,-498.8940,789.8384,348.4351
106,119.8920,-23.2520,-794.2149,-456.5459,-393.6186
107,350.3926,-19.4764,156.8852,926.8314,-332.4418
108,320.1965,26.3136,572.1427,686.6213,441.9852
109,248.8525,-24.2179,848.0809,-328.0556,-409.0053
110,25.3683,26.4580,-382.4367,806.5626,444.2361
111,299.3320,17.5261,828.8906,465.7601,300.2581
112,342.2990,-24.6919,275.4403,863.0151,-416.5148
