view,theta_deg,phi_deg,src_x_mm,src_y_mm,src_z_mm
0,258.9261,28.3155,861.4246,-168.5981,472.9370
1,267.5224,-29.5794,866.3135,-37.4841,-492.1819
2,176.3230,-28.2698,-56.3164,-876.3380,-472.2364
3,84.3955,28.1843,-874.6484,85.8287,470.9253
4,137.4443,-29.4509,-587.1870,-639.5524,-490.2357
5,181.7283,18.6490,28.4927,-944.2886,318.8326
6,132.4015,18.1526,-699.6291,-638.8826,310.6365
7,275.3747,28.9413,868.7148,81.7304,482.4953
8,356.8747,1.9051,54.3303,995.0360,33.1467
9,358.1098,-28.7703,28.8279,873.5118,-479.8886
10,39.5550,3.0884,-634.0295,767.6379,53.7181
11,317.4103,28.8205,591.1803,643.1365,480.6539
12,98.5335,29.0684,-861.8305,-129.3162,484.4301
13,49.7365,29.1572,-664.4338,562.7544,485.7800
14,154.5363,28.5370,-376.5975,-790.8441,476.3266
15,244.7214,27.8717,797.0038,-376.3785,466.1236
16,202.5612,5.1677,380.9904,-917.0212,89.8080
17,60.3103,29.5573,-753.4533,429.5829,491.8473
18,287.5353,28.1024,838.6517,264.9946,469.6682
19,338.7688,8.3925,357.2038,919.4426,145.5256
20,233.0304,-29.2682,694.9183,-523.0806,-487.4653
21,250.3374,-29.2387,819.3033,-292.7505,-487.0176
22,45.6464,-28.3265,-627.5748,613.5708,-473.1043
23,204.0788,-25.2706,367.8676,-823.1939,-425.6432
24,54.9796,-28.4488,-717.9434,503.0908,-474.9778
25,332.1449,13.2837,453.4033,857.9545,229.0997
26,26.1996,21.2182,-410.3637,833.9836,360.8601
27,228.3767,18.9812,704.8102,-626.2715,324.3047
28,176.8885,-12.2734,-52.8835,-972.8444,-211.9531
29,74.5458,23.2503,-882.9739,244.1102,393.5914
30,72.6863,-18.0624,-904.9819,282.1079,-309.1436
31,11.8798,12.7926,-200.1608,951.4946,220.7728
32,213.7891,12.8642,540.5904,-807.8555,221.9881
33,278.5099,25.3652,891.0281,133.3220,427.1313
34,284.2162,26.1015,867.9637,219.8892,438.6738
35,93.9381,28.8186,-871.5195,-59.9970,480.6256
36,353.6068,-29.2309,96.8872,864.6902,-486.8990
37,31.1128,-24.3923,-469.2219,777.4455,-411.7722
38,165.4919,26.4551,-223.6257,-864.1951,444.1906
39,11.5815,-23.7571,-183.2112,893.9989,-401.6800
40,304.7299,27.9812,723.6475,501.6357,467.8063
41,171.6337,-8.3937,-143.5208,-975.8919,-145.5465
42,58.0720,-9.1628,-835.4282,520.5743,-158.7739
43,103.1823,-28.9235,-849.7051,-199.0196,-482.2234
44,316.9555,-29.3389,593.2740,635.2188,-488.5387
45,222.6392,21.1665,629.8292,-683.9934,360.0212
46,305.1855,-29.2926,710.6964,501.0723,-487.8364
47,255.2771,-29.4618,839.6283,-220.6312,-490.4012
48,273.6344,-29.2991,867.7727,55.1183,-487.9339
49,142.1847,-29.0603,-534.3610,-688.5147,-484.3065
50,127.8377,21.1313,-734.4872,-570.5009,359.4500
51,308.4291,27.9618,689.8989,547.3779,467.5082
52,111.3473,16.7549,-889.2365,-347.5446,287.4340
53,266.7335,28.7559,872.6880,-49.8069,479.6686
54,9.1731,28.6690,-139.4635,863.6461,478.3435
55,343.9027,-29.4037,240.8442,834.5720,-489.5210
56,42.2392,28.0524,-591.5140,651.4528,468.9003
57,103.5861,28.9930,-847.7117,-204.8649,483.2827
58,322.2244,28.6687,535.8985,691.4852,478.3388
59,333.4505,-28.9653,389.9151,780.3584,-482.8601
60,3.5934,28.1412,-55.1041,877.4750,470.2638
61,353.8726,25.9940,95.6611,891.0854,436.9928
62,25.5743,-18.0901,-409.1405,854.9257,-309.6016
63,65.2075,18.4981,-858.4048,396.5032,316.3437
64,176.9135,21.1505,-50.0686,-928.5536,359.7614
65,269.9198,21.4116,928.2526,-1.2995,363.9951
