view,theta_deg,phi_deg,src_x_mm,src_y_mm,src_z_mm
0,21.6868,-12.0778,-360.2936,905.9862,-208.6257
1,269.6183,-9.0770,984.5612,-6.5596,-157.2995
2,11.1507,-19.7827,-181.4430,920.5137,-337.4611
3,29.4917,15.7409,-472.4470,835.3291,270.4924
4,232.7542,-7.0287,787.7481,-598.9274,-122.0078
5,302.5707,16.5069,805.6270,514.6405,283.2973
6,54.9265,-13.1206,-794.7150,557.9851,-226.3354
7,359.8570,-9.5941,2.4530,983.1204,-166.1781
8,185.3829,-9.3195,92.3024,-979.5696,-161.4644
9,174.5384,-11.5816,-92.9669,-972.3346,-200.1741
10,103.8440,9.3420,-955.2654,-235.4134,161.8506
11,41.2380,-21.2371,-612.6213,698.8567,-361.1669
12,136.3199,-6.1989,-684.5810,-716.8712,-107.6644
13,322.0114,-9.3452,605.5560,775.3935,-161.9070
14,121.2799,-11.0775,-836.2590,-508.0525,-191.5737
15,81.4024,9.4856,-972.3849,147.0182,164.3174
16,324.5416,-1.9413,578.0795,811.6836,-33.7759
17,303.9486,-20.1866,776.3011,522.6097,-344.0677
18,145.9216,-19.7704,-525.7535,-777.1654,-337.2599
19,180.5511,3.6119,9.5710,-995.0427,62.8129
20,85.9866,-13.9899,-965.1218,67.7155,-241.0427
21,18.2356,6.8628,-309.7722,940.2092,119.1424
22,270.7525,-4.0382,994.5081,13.0617,-70.2144
23,275.1447,-15.9433,954.8535,85.9696,-273.8815
24,193.5692,-17.0091,223.6996,-926.8422,-291.6658
25,258.8235,-5.7729,973.1987,-192.2844,-100.2904
26,337.4026,23.8804,350.3291,841.7183,403.6421
27,324.2954,21.0220,543.1666,755.7678,357.6758
28,144.1425,-16.2300,-560.7789,-775.8958,-278.6748
29,208.8479,2.0532,480.7635,-872.7756,35.7217
30,313.5857,3.2176,721.0831,686.3339,55.9636
31,108.5708,12.9404,-921.1488,-309.4788,223.2818
32,286.0509,-19.3165,904.2587,260.1614,-329.8169
33,103.1308,-23.1300,-892.9470,-208.3007,-391.6676
34,19.4894,20.8316,-310.9091,878.4963,354.5799
35,268.0120,-0.5773,996.4185,-34.5862,-10.0456
36,125.4683,-14.9178,-784.6809,-559.0517,-256.6787
37,354.5930,22.8428,86.5855,914.7837,387.0669
38,256.3966,14.9421,936.3304,-226.5812,257.0864
39,247.4114,-13.4361,895.3844,-372.5032,-231.6790
40,101.2816,-20.8778,-913.6033,-182.2505,-355.3320
41,76.9697,17.6388,-925.7260,214.2360,302.1280
42,182.7818,-18.3428,45.9323,-945.2934,-313.7796
43,139.9204,-24.4004,-584.6250,-694.7657,-411.8995
44,169.6278,-21.4748,-167.0521,-912.6894,-365.0188
45,69.5368,2.5880,-933.1985,348.2249,45.0210
46,120.7927,-20.1975,-803.8394,-479.0450,-344.2457
47,338.0391,-17.8168,354.9937,880.3716,-305.0778
48,72.5807,-1.7755,-950.8865,298.3414,-30.8928
49,244.3793,-22.7152,829.3008,-397.7032,-385.0188
50,111.5665,23.9678,-847.3118,-334.9012,405.0320
51,191.1210,4.2040,191.7984,-975.7140,73.0938
52,198.3545,3.6905,313.3208,-944.3825,64.1777
53,233.0406,-7.9445,789.0729,-593.7337,-137.8082
54,14.3735,-20.4712,-231.8828,904.8632,-348.7119
55,129.0660,24.7063,-703.2811,-570.8490,416.7423
56,169.3066,-20.7306,-173.0309,-916.3206,-352.9363
57,139.8005,11.7911,-629.9798,-745.4933,203.7452
58,251.8918,10.0713,933.0828,-305.1263,174.3602
59,260.7684,7.3672,976.0306,-158.6349,127.8520
60,124.7191,17.9799,-779.5221,-540.1522,307.7790
61,330.4655,22.7589,453.2348,799.9658,385.7201
