phantom,method,regime,family,k,n_seeds,psnr_mean,psnr_std,ssim_mean,ssim_std,nrmse_mean,nrmse_std,hfen_mean,hfen_std,roi0_psnr_mean,roi0_psnr_std,roi0_ssim_mean,roi0_ssim_std,roi0_hfen_mean,roi0_hfen_std,roi1_psnr_mean,roi1_psnr_std,roi1_ssim_mean,roi1_ssim_std,roi1_hfen_mean,roi1_hfen_std,roi2_psnr_mean,roi2_psnr_std,roi2_ssim_mean,roi2_ssim_std,roi2_hfen_mean,roi2_hfen_std,roi3_psnr_mean,roi3_psnr_std,roi3_ssim_mean,roi3_ssim_std,roi3_hfen_mean,roi3_hfen_std,roi4_psnr_mean,roi4_psnr_std,roi4_ssim_mean,roi4_ssim_std,roi4_hfen_mean,roi4_hfen_std
lof_flange_v4a,greedy_adam_bundle_two_axis,two-axis,ours,40,3,41.3182,0.2802,0.937,0.0005,0.1264,0.0041,3.2338,0.2135,26.3502,0.6712,0.7855,0.0162,0.7949,0.1709,28.1996,1.8812,0.8203,0.0352,0.6403,0.1689,29.0254,0.3763,0.6523,0.0121,0.3266,0.0213,27.9003,0.7965,0.5299,0.046,0.3351,0.0557,33.9281,0.1925,0.5867,0.0275,0.1572,0.0007
lof_flange_v4a,greedy_adam_bundle_two_axis,two-axis,ours,80,3,46.3519,0.214,0.9785,0.0006,0.0708,0.0018,1.4594,0.0632,34.4598,1.1965,0.9269,0.0032,0.218,0.0195,32.6012,0.5025,0.9119,0.0074,0.2721,0.014,32.8584,0.5499,0.7926,0.0152,0.1542,0.0088,33.6513,0.3468,0.7501,0.0123,0.1278,0.0122,38.1156,0.5087,0.7412,0.0381,0.0845,0.0061
