view,theta_deg,phi_deg,src_x_mm,src_y_mm,src_z_mm
0,4.0706,29.2165,-61.7469,867.6572,486.4723
1,127.2644,-10.2121,-780.6121,-593.9019,-176.6980
2,157.0846,16.4408,-372.1973,-880.4545,282.0741
3,144.6776,-0.4704,-576.2166,-813.1447,-8.1828
4,296.8991,-3.2598,887.3722,450.1729,-56.6720
5,339.7872,-12.8126,335.7741,911.9778,-221.0184
6,32.3942,22.2388,-494.2251,778.9489,377.1964
7,307.3988,-23.9978,723.3211,552.9969,-405.3368
8,20.7865,20.4015,-331.5092,873.3233,347.4263
9,342.5172,25.5253,270.1875,857.8209,429.4635
10,288.7534,18.1460,896.7965,304.4813,310.3933
11,298.2253,10.5672,863.2443,463.3578,182.7727
12,132.7178,-7.5826,-725.8341,-670.1985,-131.5131
13,162.9980,-25.4472,-263.1501,-860.6176,-428.2364
14,157.0405,-4.5562,-387.5426,-914.7894,-79.1711
15,335.0204,-4.2685,419.7109,900.9089,-74.1800
16,262.9118,-29.8077,858.1761,-106.7125,-495.4220
17,146.9939,-25.5246,-489.9128,-754.2236,-429.4520
18,105.6682,1.4800,-959.2894,-269.0689,25.7419
19,194.5993,-8.2069,248.6389,-954.5862,-142.2695
20,143.9801,-17.9965,-557.4169,-766.6597,-307.9225
21,206.7249,-25.3799,404.9402,-804.2626,-427.1792
22,12.4694,17.9006,-204.7761,926.0251,306.3352
23,124.2575,-13.9429,-799.4712,-544.4933,-240.1454
24,171.9696,23.6664,-127.5194,-903.8726,400.0626
25,14.5895,-15.9910,-241.3316,927.1849,-274.5618
26,98.9188,-13.7450,-956.3964,-150.0891,-236.8039
27,89.9729,-18.3337,-946.0537,0.4477,-313.4948
28,287.5971,23.4019,871.8596,276.5217,395.8453
29,70.3104,23.5700,-860.0848,307.7784,398.5265
30,284.9359,25.6971,867.7321,231.4680,432.1580
31,239.3523,0.5154,857.3953,-508.0253,8.9652
32,335.0226,25.0432,381.2792,818.4988,421.8801
33,177.7963,7.2675,-38.0147,-987.9050,126.0773
34,3.8580,18.9281,-63.4317,940.6145,323.2920
35,61.5240,-12.6789,-854.7036,463.6025,-218.7495
36,9.6512,0.7680,-167.0725,982.4486,13.3581
37,158.9801,24.6440,-324.9265,-845.5851,415.5784
38,96.1148,-24.1222,-904.4365,-96.8931,-407.3121
39,314.3351,-22.6101,658.0743,642.9763,-383.1666
40,31.3014,-9.8777,-510.1206,838.9535,-170.9703
41,288.5834,-28.3604,831.2955,279.4931,-473.4220
42,227.6216,-23.4568,675.3876,-616.2474,-396.7210
43,265.6403,-19.3394,937.6844,-71.4872,-330.0522
44,45.8367,-24.6213,-649.9462,631.2358,-415.2207
45,149.2458,1.4225,-509.4818,-856.2202,24.7413
46,356.0460,-11.2788,67.3966,975.0682,-194.9271
47,339.1372,-6.4338,352.7000,925.4337,-111.6788
48,309.7256,-20.5576,717.7192,596.4035,-349.9697
49,253.3211,17.6308,909.8679,-272.6075,301.8651
50,103.7882,-4.6609,-964.7222,-236.7475,-80.9856
51,102.1070,-8.4528,-963.8895,-206.7634,-146.5019
52,347.2651,-18.2302,208.6725,923.3320,-311.7861
53,293.9369,18.1590,865.5557,384.2294,310.6091
54,312.6186,9.3662,723.6290,665.8454,162.1971
55,215.8674,7.9503,578.3309,-799.8922,137.8505
56,76.5329,7.4521,-961.0524,230.1451,129.2619
57,9.2112,16.1880,-153.2115,944.7859,277.8538
58,293.5392,27.0901,813.4677,354.3670,453.8626
