phantom,method,regime,family,k,n_seeds,psnr_mean,psnr_std,ssim_mean,ssim_std,nrmse_mean,nrmse_std,hfen_mean,hfen_std,roi0_psnr_mean,roi0_psnr_std,roi0_ssim_mean,roi0_ssim_std,roi0_hfen_mean,roi0_hfen_std,roi1_psnr_mean,roi1_psnr_std,roi1_ssim_mean,roi1_ssim_std,roi1_hfen_mean,roi1_hfen_std,roi2_psnr_mean,roi2_psnr_std,roi2_ssim_mean,roi2_ssim_std,roi2_hfen_mean,roi2_hfen_std,roi3_psnr_mean,roi3_psnr_std,roi3_ssim_mean,roi3_ssim_std,roi3_hfen_mean,roi3_hfen_std,roi4_psnr_mean,roi4_psnr_std,roi4_ssim_mean,roi4_ssim_std,roi4_hfen_mean,roi4_hfen_std
lof_flange_v3,greedy_adam_bundle_two_axis,two-axis,ours,40,3,45.2947,0.1867,0.9634,0.001,0.1,0.0022,1.8138,0.0343,32.9761,2.1396,0.8984,0.0195,0.3211,0.0522,34.9238,1.0336,0.9215,0.0103,0.2721,0.0314,30.2598,0.2425,0.7637,0.0251,0.2448,0.0174,31.003,0.5316,0.6618,0.0238,0.2124,0.0107,36.2254,0.1328,0.7772,0.0115,0.1177,0.002
lof_flange_v3,greedy_adam_bundle_two_axis,two-axis,ours,80,3,50.8713,0.1957,0.9894,0.0009,0.0526,0.0012,0.7277,0.0286,39.4853,0.9578,0.9647,0.0044,0.1254,0.0202,40.9116,0.808,0.9708,0.0024,0.0996,0.006,34.7154,0.8075,0.894,0.0187,0.102,0.0198,35.7762,0.4187,0.8305,0.015,0.0931,0.0079,40.5153,0.1113,0.8914,0.0122,0.0538,0.0011
