phantom,method,regime,family,k,n_seeds,psnr_mean,psnr_std,ssim_mean,ssim_std,nrmse_mean,nrmse_std,hfen_mean,hfen_std,roi0_psnr_mean,roi0_psnr_std,roi0_ssim_mean,roi0_ssim_std,roi0_hfen_mean,roi0_hfen_std,roi1_psnr_mean,roi1_psnr_std,roi1_ssim_mean,roi1_ssim_std,roi1_hfen_mean,roi1_hfen_std,roi2_psnr_mean,roi2_psnr_std,roi2_ssim_mean,roi2_ssim_std,roi2_hfen_mean,roi2_hfen_std,roi3_psnr_mean,roi3_psnr_std,roi3_ssim_mean,roi3_ssim_std,roi3_hfen_mean,roi3_hfen_std,roi4_psnr_mean,roi4_psnr_std,roi4_ssim_mean,roi4_ssim_std,roi4_hfen_mean,roi4_hfen_std
lof_flange_v4b,greedy_adam_bundle_carm,limited-carm,ours,40,3,32.9717,0.1066,0.8441,0.0044,0.1994,0.0024,9.0037,0.0581,20.3248,1.1255,0.414,0.1456,1.8907,0.274,20.5764,1.1136,0.4445,0.1541,1.827,0.2433,25.0298,0.6375,0.4786,0.0212,0.578,0.0753,24.8436,0.4143,0.4505,0.0102,0.4918,0.026,27.4671,0.9499,0.3167,0.0024,0.3398,0.0116
lof_flange_v4b,greedy_adam_bundle_carm,limited-carm,ours,80,3,37.515,0.0872,0.8959,0.0024,0.1182,0.0012,5.099,0.0873,23.5525,1.6313,0.669,0.08,1.2155,0.2682,24.5906,2.1521,0.693,0.1018,1.0667,0.3207,28.783,0.3756,0.6113,0.0079,0.3483,0.0122,26.9732,0.9938,0.5442,0.045,0.3746,0.0549,31.4518,1.2705,0.4615,0.0311,0.1925,0.0127
