view,theta_deg,phi_deg,src_x_mm,src_y_mm,src_z_mm
0,349.1072,9.1838,185.9239,966.1403,159.0663
1,294.9879,26.8375,806.0546,375.6621,449.9454
2,104.1265,12.7548,-942.6539,-237.2424,220.0376
3,146.6311,25.1418,-496.2465,-753.4858,423.4329
4,97.2392,14.9853,-955.0746,-121.3177,257.7037
5,334.4031,-25.8446,387.5198,808.9269,-434.4681
6,30.3373,23.3688,-462.1006,789.6102,395.3172
7,275.6121,29.5707,862.6721,84.7700,491.8411
8,266.5917,29.5646,865.3469,-51.5372,491.7474
9,201.2965,29.8049,314.0938,-805.7546,495.3802
10,11.4407,29.8926,-171.3869,846.8826,496.7025
11,129.4727,-22.6951,-709.7672,-584.5194,-384.5316
12,286.6239,29.3588,832.3342,248.5075,488.6315
13,229.3064,-29.5801,657.1732,-565.1312,-491.9828
14,140.0778,-18.2099,-607.5604,-726.0620,-311.4504
15,318.1430,-26.3750,595.8077,665.0413,-442.7530
16,113.3155,8.5686,-905.0401,-390.0629,148.4937
17,83.5228,19.3164,-934.5342,106.1007,329.6747
18,185.2165,4.7744,90.3001,-989.0710,82.9537
19,129.5873,1.1779,-767.9052,-634.9794,20.4871
20,163.5152,-22.5501,-261.1867,-882.6087,-382.2045
21,147.3071,-14.5229,-521.1225,-811.9517,-249.9254
22,48.5453,-24.7608,-678.2907,599.1450,-417.4254
23,161.7318,-7.1603,-309.9768,-939.0308,-124.2274
24,58.9615,23.3485,-784.0161,471.8012,394.9928
25,89.8931,17.7052,-949.4343,1.7709,303.0979
26,13.4580,16.9310,-221.8975,927.2638,290.2415
27,77.4360,20.7296,-909.8005,202.7650,352.7696
28,354.8751,-20.2124,83.5448,931.5289,-344.3415
29,58.7443,-27.2207,-757.6333,459.8470,-455.8831
30,308.3822,-27.9233,690.2974,546.7739,-466.7169
31,91.0175,-6.6690,-989.7430,-17.5791,-115.7437
32,274.0290,-29.7834,862.8583,60.7753,-495.0544
33,115.9623,28.2599,-789.2615,-384.3056,471.8818
34,38.6623,-21.1318,-580.7618,725.8876,-359.3046
35,72.1280,-29.6860,-824.0547,265.7172,-493.5839
36,194.0160,9.0587,238.3694,-954.9103,156.9182
37,2.9319,13.9687,-49.4690,965.9038,240.5819
38,284.2374,22.5517,892.1622,226.3714,382.2297
39,154.4055,-11.2016,-422.3473,-881.7227,-193.6096
40,75.7679,-5.8208,-961.0724,243.7621,-101.0776
41,229.6540,-16.3490,728.8758,-619.1385,-280.5432
42,220.2145,-29.1027,562.2437,-664.9831,-484.7437
43,343.6372,-24.2396,256.0186,871.9677,-409.1743
44,66.0553,21.7997,-845.7311,375.5659,370.1162
45,6.9696,-29.5523,-105.2022,860.5792,-491.5617
46,175.8114,-0.4362,-72.7919,-993.9520,-7.5870
47,22.8499,19.8827,-363.9455,863.6842,338.9544
48,251.3939,-24.6733,858.3176,-288.9583,-416.0419
49,202.8332,13.7523,375.6599,-892.2118,236.9275
